Education,Income,Own_Home,Debt,Car,Loan
College,58502.77,No,176172.16,16737.23,No
College,44523.72,Yes,389353.37,18161.16,No
Primary,59894.23,No,6869.61,40265.00,Yes
College,75678.06,Yes,483811.77,24694.20,No
Vocational,63969.10,Yes,339711.58,37559.93,Yes
Vocational,57179.62,No,58948.81,16598.31,Yes
College,36365.24,No,229458.92,25281.91,No
Vocational,128273.42,Yes,47135.81,12151.15,Yes
Primary,127451.21,Yes,261047.96,13227.87,Yes
Primary,168696.55,Yes,304815.55,44370.23,Yes
Vocational,81756.92,Yes,220660.53,6844.85,Yes
Vocational,186117.53,Yes,212188.10,20941.66,Yes
College,53868.92,No,111772.35,24716.82,No
Primary,48172.84,No,123353.23,7157.13,No
Vocational,71865.90,Yes,119893.07,19116.65,Yes
Primary,57678.27,No,107990.48,32948.00,No
Primary,69580.02,Yes,436922.58,8472.02,Yes
Primary,47614.29,Yes,184818.23,2913.51,Yes
College,167118.72,Yes,167226.31,42026.70,Yes
College,130792.10,No,180806.72,29510.96,Yes
College,193931.22,Yes,272768.33,1263.74,Yes
Vocational,91378.28,Yes,360126.61,12741.64,No
Vocational,153897.30,No,358558.75,4493.68,Yes
Primary,37029.34,No,5631.54,44285.82,Yes
Vocational,43390.46,Yes,362611.33,14669.78,No
Primary,199836.12,Yes,329582.64,7798.84,Yes
Vocational,153933.76,Yes,185338.26,45604.33,Yes
Vocational,115761.64,Yes,439067.38,14377.21,Yes
College,57356.03,Yes,225129.67,16291.84,No
Primary,130278.57,No,434576.55,48670.53,Yes
College,109450.51,No,68320.07,16981.96,Yes
Primary,76408.56,No,80024.89,32430.73,Yes
College,67546.56,Yes,286070.99,24254.38,No
College,34766.27,No,334563.45,44029.03,No
College,127373.66,Yes,2279.73,42913.56,Yes
College,182502.58,Yes,210874.43,15093.65,Yes
Primary,195777.03,Yes,426873.59,27689.47,Yes
Primary,169627.54,No,43301.02,1073.47,Yes
College,74806.90,No,164699.72,48046.08,No
Primary,87272.42,Yes,87675.36,39805.76,Yes
College,73171.30,Yes,14787.27,14568.78,No
Vocational,47443.92,No,209901.96,39827.96,No
Vocational,143848.27,No,464868.30,26928.38,Yes
Primary,123702.90,Yes,53304.60,20224.45,Yes
College,99653.94,No,56077.40,30355.02,No
Primary,127932.70,Yes,408305.35,37950.54,Yes
Vocational,90559.88,No,153130.15,14888.10,No
Primary,197877.31,No,290378.62,19110.65,Yes
Vocational,73041.05,Yes,176004.14,25069.63,Yes
Primary,153067.39,Yes,314624.13,48388.98,Yes
Primary,151175.21,No,92420.78,26693.02,Yes
College,90602.82,No,22477.50,40086.54,No
Vocational,194563.07,No,204357.51,37937.44,Yes
Primary,182165.61,No,6891.82,9591.92,Yes
Vocational,71394.60,No,403433.57,43835.03,No
College,175829.34,No,361089.53,17491.62,Yes
Primary,89141.82,No,228066.84,14.92,No
College,92993.95,No,257838.61,10251.76,No
College,87671.69,Yes,130532.21,44255.92,Yes
College,40766.87,No,141518.04,19787.24,No
Primary,178808.43,Yes,366361.04,49169.52,Yes
College,171852.12,Yes,120068.88,43013.31,Yes
College,70660.70,Yes,462255.21,46165.65,No
Vocational,175639.23,Yes,128919.88,34681.28,Yes
College,160495.61,Yes,47546.42,11902.85,Yes
College,172710.91,No,262723.39,16163.23,Yes
Vocational,65303.60,Yes,257249.05,48839.24,Yes
Vocational,127514.14,No,458293.05,45495.61,Yes
College,47341.53,Yes,376112.92,20929.78,No
College,185722.30,Yes,98015.17,36736.60,Yes
College,188549.84,Yes,411049.43,29409.39,Yes
Primary,121680.39,No,287902.27,39954.42,Yes
Vocational,147368.00,Yes,348072.17,22503.15,Yes
Vocational,31567.33,No,172912.94,25436.72,No
College,169964.72,Yes,16942.95,930.62,Yes
Vocational,194973.69,Yes,85978.54,6974.77,Yes
College,139433.79,No,170699.43,33427.81,Yes
College,157667.72,No,38377.90,4216.08,Yes
College,136851.78,Yes,43117.81,46545.05,Yes
Vocational,88619.72,No,404783.51,46828.74,No
Vocational,189372.22,No,491772.28,34697.52,Yes
Vocational,113334.35,Yes,123061.78,10746.53,Yes
Primary,199996.86,Yes,65745.77,32632.52,Yes
Primary,188393.10,No,391711.35,49286.53,Yes
College,121911.13,No,415240.92,4924.34,Yes
College,167252.82,Yes,70257.52,36246.28,Yes
Primary,199319.22,Yes,447006.12,17661.28,Yes
Vocational,171230.44,Yes,90654.64,45576.05,Yes
Primary,37574.01,Yes,150397.14,40652.47,Yes
Vocational,77344.33,Yes,273638.00,31826.49,Yes
Vocational,195603.16,No,38195.21,19176.65,Yes
College,61690.56,Yes,309613.38,1126.47,No
College,171958.38,Yes,89275.17,28575.13,Yes
Vocational,150587.45,Yes,272571.75,31723.14,Yes
College,47367.06,Yes,268353.51,4875.76,Yes
Vocational,195620.20,No,318084.82,1846.54,Yes
College,49692.22,No,211699.28,25602.62,No
Vocational,107707.66,Yes,453779.46,13153.60,Yes
Vocational,147593.64,No,28424.53,40202.62,Yes
Primary,76359.98,Yes,377049.32,41979.63,Yes
Vocational,116250.90,No,227165.77,35594.29,Yes
College,97261.93,Yes,476787.20,29788.58,No
Vocational,57550.51,No,474619.57,48362.82,No
College,192200.39,Yes,100532.10,49742.66,Yes
Vocational,86753.87,No,100668.31,46532.54,No
College,114605.39,Yes,296221.60,14382.80,Yes
Vocational,187329.60,Yes,345073.47,3028.32,Yes
Vocational,189176.99,Yes,482717.76,27973.00,Yes
Vocational,153435.69,Yes,424833.98,12457.70,Yes
Vocational,196554.18,Yes,62479.59,16762.78,Yes
College,56984.75,Yes,382067.73,4501.52,Yes
College,179805.52,Yes,151998.68,11871.05,No
College,182330.14,No,209916.18,37932.58,Yes
College,48996.53,No,227909.06,7013.55,No
Vocational,148343.92,Yes,58273.48,21108.17,Yes
Primary,123242.76,Yes,112750.81,3557.04,Yes
Primary,41253.20,Yes,240110.83,32859.87,Yes
Vocational,100742.34,Yes,42740.97,9752.26,Yes
Primary,76495.01,Yes,293389.96,48229.49,Yes
College,64564.89,Yes,347717.85,44653.49,Yes
Vocational,84359.46,Yes,163579.12,46328.39,Yes
Vocational,190299.97,No,342963.27,19370.03,Yes
College,164933.75,Yes,337060.84,19956.75,Yes
College,51125.13,Yes,457268.95,49403.74,Yes
College,167507.87,No,201543.10,39519.77,Yes
College,181227.10,No,303013.49,46639.20,Yes
Vocational,82334.31,Yes,93492.23,47586.10,Yes
College,129036.90,Yes,27812.00,7289.97,Yes
College,117459.06,Yes,492744.65,45308.01,Yes
Primary,178856.17,Yes,43449.50,33600.15,Yes
Primary,63570.72,Yes,222772.38,46583.45,Yes
Primary,92322.77,No,227797.72,23139.99,No
Primary,129842.08,Yes,81838.90,20553.20,Yes
Vocational,189369.61,No,28538.90,22814.18,Yes
Primary,81564.89,No,412670.10,2521.41,No
Vocational,115327.54,Yes,119290.88,7424.06,Yes
Vocational,112919.70,No,449331.65,2700.21,Yes
College,158755.27,Yes,462805.69,17971.12,Yes
Primary,170368.31,Yes,110044.64,27039.07,Yes
Vocational,84774.82,No,118426.43,35708.82,No
Primary,72555.31,Yes,93870.88,23549.44,Yes
Vocational,77841.13,Yes,182788.61,48576.23,Yes
College,139379.51,No,214210.48,22217.72,Yes
College,161193.44,Yes,155766.12,7457.24,Yes
College,74230.95,No,261653.37,41172.16,No
Vocational,199458.02,Yes,417543.72,8038.57,Yes
Primary,84935.67,No,440834.35,30212.91,No
College,53139.63,No,8364.72,48313.86,Yes
College,41805.33,No,119093.28,42189.99,No
Primary,55517.27,Yes,121319.38,15253.16,Yes
College,64114.98,Yes,294442.47,19055.32,No
Primary,157194.12,Yes,100257.85,19670.16,Yes
Vocational,42686.66,Yes,16872.89,3285.53,Yes
Primary,94190.43,Yes,212218.77,3242.28,Yes
College,43274.72,No,137286.59,11361.73,No
Vocational,160954.45,Yes,158221.52,36622.01,Yes
Primary,128330.73,Yes,88993.66,3915.19,Yes
College,194880.74,Yes,268988.16,29036.90,Yes
College,136599.35,Yes,394278.83,31087.08,Yes
Vocational,70468.87,No,268523.48,37281.39,No
College,68405.02,Yes,248951.15,47928.94,Yes
Vocational,49931.97,No,338630.21,17958.49,No
Primary,141120.15,Yes,494409.86,35479.35,Yes
Primary,185892.56,Yes,403709.67,11692.03,Yes
Primary,108191.72,No,101007.56,26721.65,No
Vocational,102316.27,Yes,367783.70,25359.95,Yes
Primary,98127.94,No,101558.72,40530.16,No
College,86508.57,Yes,437631.88,37747.56,No
Vocational,87791.43,No,74809.07,22683.05,No
Vocational,171732.85,Yes,337178.00,45065.74,Yes
College,85705.09,Yes,11889.11,33032.32,Yes
Vocational,196116.92,Yes,80457.08,47711.07,Yes
Vocational,133897.38,Yes,114016.51,49691.56,Yes
Vocational,148319.87,No,352619.33,28268.61,Yes
Vocational,60561.21,No,236696.36,27854.81,No
Primary,93572.07,No,335963.75,40407.53,No
Primary,190827.34,Yes,133100.62,20763.86,Yes
Vocational,121091.71,Yes,354497.81,39630.85,Yes
College,107652.18,Yes,260820.49,3266.85,Yes
Primary,195730.10,No,434105.79,7720.23,Yes
College,162773.80,No,299253.57,176.69,Yes
Vocational,145239.57,No,170673.22,39115.20,Yes
College,195870.86,No,424030.94,637.25,Yes
Vocational,86204.92,No,350263.60,6190.75,No
Primary,80514.08,Yes,49746.41,4807.41,No
College,38649.97,Yes,498255.47,8791.18,Yes
Primary,80944.50,No,289990.03,10961.35,No
College,71684.83,No,396590.78,3025.85,No
Vocational,36594.13,No,349572.50,11663.42,No
College,156962.97,No,470662.34,26046.15,Yes
College,105253.64,Yes,474203.39,25709.38,Yes
Vocational,110076.22,Yes,173178.68,15119.90,Yes
Primary,199650.19,No,343771.44,28447.99,Yes
Vocational,58024.99,Yes,427668.92,5473.33,Yes
Vocational,196510.19,No,175684.23,10.41,No
College,132839.66,Yes,321001.96,4845.02,Yes
College,96737.35,No,415407.66,16235.11,No
Primary,149981.41,No,400330.36,41261.70,Yes
College,79216.88,Yes,143691.54,28862.11,Yes
Primary,76072.45,No,148912.29,13328.50,No
Primary,63493.95,Yes,373070.83,43836.95,Yes
Primary,76971.77,Yes,242823.12,29448.14,Yes
Vocational,175449.38,Yes,300799.15,27395.95,Yes
College,158140.97,No,318060.26,12370.84,Yes
Vocational,90950.15,Yes,458971.62,17124.62,No
College,198773.40,No,417337.06,2168.74,Yes
Vocational,95817.12,Yes,135916.56,32012.82,Yes
Primary,156259.24,Yes,356931.81,45329.75,Yes
Primary,171561.78,No,478802.91,42389.48,Yes
College,115973.03,Yes,150097.41,8113.39,Yes
Vocational,83394.95,Yes,265964.98,15626.29,No
College,136311.28,No,102323.25,13852.49,No
College,108267.32,No,296267.35,40022.32,Yes
Primary,171714.87,Yes,216005.03,24416.45,Yes
College,93254.21,Yes,427453.85,32128.31,No
Primary,132019.22,No,126343.82,14112.17,No
Primary,143837.70,Yes,416430.03,36212.62,Yes
College,195260.34,No,429187.94,5361.92,Yes
Vocational,50853.96,No,474466.23,23210.03,No
Vocational,83334.64,Yes,155132.86,28248.42,Yes
Vocational,86602.77,No,302460.32,17946.99,No
Vocational,173455.08,Yes,71902.57,38789.19,Yes
Vocational,88210.89,No,114237.11,17935.68,No
College,138486.65,Yes,189935.08,39533.50,Yes
College,103694.85,No,186141.52,34527.89,Yes
Vocational,171646.51,Yes,287650.24,22798.29,Yes
Vocational,151968.04,No,361454.60,31420.72,Yes
Primary,120256.51,Yes,285686.98,23002.05,Yes
Primary,54035.66,No,342235.24,37587.42,No
Vocational,142421.47,Yes,208736.93,41167.79,Yes
Primary,156819.61,Yes,445530.73,33664.28,Yes
College,125031.99,Yes,66521.75,34453.84,Yes
Primary,167921.31,Yes,239317.35,22055.72,Yes
College,35733.44,No,257360.37,34675.02,No
Vocational,136935.02,No,336206.00,9597.41,Yes
Primary,197898.95,Yes,414137.85,19558.82,Yes
Primary,192363.65,Yes,322249.60,45296.97,Yes
Vocational,86777.13,Yes,37866.72,9430.86,Yes
College,190572.26,Yes,268918.89,38567.95,Yes
College,189867.72,Yes,445307.22,29806.20,Yes
Vocational,129502.62,Yes,124059.67,30670.36,Yes
College,197344.06,Yes,137714.13,34759.29,Yes
Primary,70421.32,No,414503.05,42685.29,No
Primary,176292.44,Yes,409055.53,27521.91,Yes
College,135116.35,Yes,217920.22,3994.97,Yes
College,169552.30,No,200952.65,6905.55,Yes
College,48824.82,No,324276.47,36016.14,No
Primary,147876.03,No,233668.89,46104.44,Yes
Primary,65588.63,Yes,426961.41,35286.74,No
Vocational,63951.35,No,248813.50,13366.96,No
Vocational,187825.73,No,301466.28,40173.63,Yes
Vocational,74776.65,Yes,50529.56,14198.40,No
Primary,140193.03,No,346498.37,12238.71,Yes
Vocational,84497.43,Yes,336212.33,11477.62,No
College,80054.37,Yes,444678.22,7938.79,Yes
Primary,164593.20,No,449171.40,28564.76,Yes
Primary,99199.07,Yes,445224.57,20295.68,No
Vocational,125397.63,Yes,489429.80,11931.07,Yes
College,64315.64,Yes,182557.47,42753.22,Yes
Vocational,111148.07,Yes,185329.87,32476.38,Yes
Vocational,149048.51,Yes,324089.96,41518.49,Yes
College,96136.00,No,64546.22,49801.14,No
Vocational,147992.49,No,346930.18,22991.51,Yes
Vocational,142989.53,Yes,341632.98,48582.54,Yes
Vocational,30621.28,No,470488.10,22898.85,Yes
Primary,106746.87,Yes,192079.08,47293.89,Yes
College,169915.29,Yes,106910.44,12817.84,Yes
College,49153.68,No,467899.15,36938.63,No
College,139130.50,No,409136.71,30905.56,Yes
Primary,75928.65,Yes,201963.09,20620.12,Yes
Primary,135998.67,Yes,258900.95,8653.20,Yes
Vocational,144685.86,Yes,369216.10,46630.51,Yes
Vocational,97161.27,No,177067.15,35437.49,No
Primary,119214.11,Yes,380128.39,16821.73,Yes
Primary,124276.30,Yes,194859.90,13162.24,Yes
Vocational,83890.92,No,251491.02,14033.45,No
Primary,111908.76,No,344053.28,35457.26,Yes
Primary,92622.07,No,144528.78,28599.03,No
Primary,182225.29,Yes,495685.71,20746.16,Yes
Primary,117815.30,No,219951.29,4537.31,Yes
Primary,97775.83,No,397863.53,46452.49,No
College,30175.97,No,116202.11,1037.04,No
Vocational,67049.54,Yes,313862.72,42061.19,Yes
Primary,44613.22,No,260072.00,22556.15,No
Vocational,118502.03,No,325204.07,40657.30,Yes
Vocational,149312.35,Yes,221504.20,29700.69,Yes
Primary,49400.73,Yes,485903.83,12258.27,No
College,153934.35,No,163676.40,41083.66,Yes
Primary,50919.49,No,311290.40,4271.76,No
Vocational,39495.96,No,346255.37,17013.40,No
College,171835.10,Yes,16796.21,5375.83,Yes
College,47104.37,Yes,153145.63,32874.31,Yes
Primary,91544.77,No,428722.75,42322.04,No
Primary,96690.94,No,260119.15,20663.52,No
Vocational,155184.22,Yes,12605.13,45529.71,Yes
Vocational,83260.88,No,253706.95,41263.15,No
Vocational,146313.87,No,341863.87,10287.63,Yes
Vocational,199519.99,Yes,72091.02,30548.69,Yes
Primary,107749.11,No,167811.85,44267.93,Yes
Vocational,34726.30,No,432825.52,4606.80,Yes
Primary,89134.16,No,156584.38,37826.77,No
College,136378.05,No,196974.54,19178.74,Yes
Vocational,109637.70,No,411116.03,18913.60,Yes
Vocational,145791.71,No,445488.13,10537.65,Yes
College,53891.85,No,231548.70,46103.46,No
Primary,74481.38,No,373277.91,15969.29,No
Vocational,96903.08,No,240709.65,36198.88,No
Vocational,31852.05,No,230618.36,28401.81,No
College,171798.93,No,492181.75,22945.51,Yes
College,69696.44,No,21970.01,6105.12,No
Primary,111958.36,Yes,490206.24,48013.42,Yes
Vocational,122162.10,No,351734.82,37971.27,Yes
Vocational,107146.61,Yes,113830.23,9213.39,Yes
Vocational,56073.31,Yes,193847.24,17634.07,No
Vocational,52634.17,No,455369.30,5523.87,No
Primary,59025.17,Yes,72601.04,430.46,Yes
Primary,184775.42,Yes,245614.03,2335.07,Yes
College,137891.17,No,36702.11,6372.39,Yes
College,104679.04,No,324650.60,30619.04,Yes
Vocational,117988.54,Yes,358700.12,32596.01,Yes
Primary,82035.17,No,96517.42,43187.67,Yes
Vocational,162375.66,Yes,143936.15,10925.68,No
College,103752.13,No,99865.96,36891.57,Yes
College,139013.31,Yes,418176.62,37373.78,Yes
College,105139.48,Yes,166580.38,34264.62,Yes
Primary,35514.69,No,317883.43,31075.56,No
College,105536.78,No,377546.44,48943.26,Yes
Vocational,121071.55,No,310547.57,8916.33,Yes
Primary,105388.72,Yes,85678.85,31213.49,Yes
Vocational,38931.59,No,445843.59,43444.06,Yes
College,31963.91,No,360183.43,14309.13,Yes
Primary,37755.71,No,72722.61,30560.67,Yes
College,162875.63,No,388624.00,31930.06,Yes
College,126744.43,No,226280.90,25897.67,Yes
College,191465.01,Yes,312022.65,10795.50,Yes
Vocational,80954.79,No,368921.53,49365.01,No
Vocational,42820.08,No,35279.97,34359.92,No
College,57705.74,No,177945.53,21489.02,No
College,74899.14,Yes,369610.35,12420.44,No
Vocational,101354.71,Yes,401963.23,40055.25,Yes
College,182327.74,No,302330.37,5128.21,Yes
Vocational,182115.92,Yes,461222.83,26718.84,Yes
Vocational,69140.99,No,281592.69,10467.33,No
Vocational,70217.97,Yes,185155.52,9249.92,Yes
Primary,115619.56,Yes,464044.23,24916.34,Yes
Primary,188372.22,Yes,432076.82,28841.83,Yes
Primary,150945.86,Yes,9170.03,18984.36,Yes
Vocational,46468.16,No,427153.19,31866.89,No
College,110609.78,Yes,51823.38,34372.14,Yes
Primary,78156.39,No,103406.58,5571.75,No
Vocational,89989.15,No,330889.13,13111.29,No
Primary,83197.90,No,91755.19,49096.78,Yes
Primary,93694.48,No,460855.97,36331.84,No
Primary,125503.04,Yes,168980.35,38066.71,Yes
Primary,119182.50,No,402310.89,14746.71,Yes
Vocational,70313.26,No,81134.36,43553.69,Yes
Primary,54344.41,No,317069.31,34027.86,No
Vocational,123327.46,No,60763.33,31866.32,Yes
Vocational,139593.98,No,403690.99,25561.06,Yes
Vocational,54596.22,No,271755.18,6405.24,No
Vocational,186183.00,No,350853.14,35065.69,Yes
Vocational,168920.06,Yes,443457.02,40561.15,Yes
Primary,141136.67,No,17650.68,19087.88,Yes
Primary,104441.96,No,141131.85,16498.43,Yes
College,36172.39,No,18903.65,45175.44,No
College,142800.18,No,225143.87,38708.54,Yes
Vocational,56152.58,No,282100.64,39505.97,No
Vocational,87758.53,No,114333.07,35851.66,No
College,160079.52,No,405120.89,2400.65,Yes
Vocational,163297.29,No,11125.93,9606.46,No
Vocational,80351.98,No,493024.06,40935.96,No
College,137896.68,Yes,344331.09,2772.31,Yes
College,186916.35,Yes,188962.15,14118.63,Yes
College,39297.49,Yes,273585.13,22666.42,No
Primary,151076.70,Yes,381491.79,13311.42,Yes
Primary,106675.71,Yes,458683.78,34787.61,Yes
Vocational,141869.94,No,102060.29,18780.41,No
Vocational,166093.16,Yes,131496.77,36811.43,Yes
College,77668.30,Yes,172785.47,24055.54,Yes
Vocational,84380.75,No,344272.40,14208.31,No
Primary,85950.01,Yes,398647.48,1713.95,No
Vocational,120983.73,No,19269.54,31746.50,Yes
Vocational,31134.85,Yes,93791.49,35247.81,Yes
Primary,170905.25,Yes,205067.92,31132.87,Yes
Primary,195910.24,No,315105.77,6913.07,Yes
College,159806.73,No,73774.82,48532.69,Yes
College,38653.51,Yes,278777.46,31073.79,Yes
Primary,63859.83,No,322920.93,32058.03,No
Vocational,177099.20,No,12166.56,2236.93,No
Primary,141777.48,No,119147.84,1294.62,No
College,177525.78,Yes,325012.59,24181.74,Yes
Vocational,117024.91,No,390225.82,15676.41,Yes
Primary,45726.25,No,435860.78,24447.73,No
College,40964.84,Yes,399030.73,8501.92,Yes
Primary,162490.70,No,442951.79,33511.59,Yes
Vocational,122278.77,No,18823.46,34390.13,Yes
Vocational,86590.94,No,495705.75,3338.16,No
Vocational,53238.31,No,76901.42,361.63,Yes
Primary,197758.47,No,44885.95,8402.62,Yes
Vocational,181606.10,No,311545.36,39308.19,Yes
College,72092.48,No,237188.03,1492.31,No
Vocational,83405.78,No,422884.53,37047.54,No
College,94277.19,Yes,329390.01,5456.59,Yes
Primary,141868.99,No,184363.09,12195.45,Yes
Primary,157550.97,Yes,152913.92,2831.19,Yes
College,147981.88,Yes,343553.90,6594.58,Yes
College,145361.72,Yes,231251.71,8731.99,Yes
College,100153.04,Yes,351548.18,49690.19,Yes
Primary,112207.39,Yes,215839.52,43721.65,Yes
College,123031.83,No,321554.71,36447.04,Yes
Primary,196778.57,No,365263.63,48494.40,Yes
College,82058.61,Yes,288977.98,25880.15,No
Primary,173671.52,Yes,103731.13,3606.23,Yes
Vocational,76660.54,Yes,257057.04,22648.83,No
Primary,48141.91,Yes,94357.37,36154.14,Yes
College,123367.46,No,388893.42,47835.15,Yes
Primary,93344.97,Yes,16976.38,16675.67,No
College,52678.75,Yes,60084.07,44235.07,Yes
Vocational,196136.16,No,220931.14,7485.41,Yes
Vocational,45022.21,No,455783.43,22189.94,Yes
College,55947.65,Yes,340518.29,12470.07,No
Primary,144592.45,Yes,445949.38,16388.99,Yes
Vocational,175105.04,Yes,94099.51,42386.38,Yes
Vocational,176947.30,No,203.37,10506.99,Yes
College,97634.47,No,415698.13,46611.82,No
Primary,103215.34,No,158174.80,49991.16,Yes
College,141190.36,Yes,39275.47,44840.91,Yes
Vocational,177704.95,No,114999.78,21896.72,No
Primary,46206.71,Yes,69122.14,30557.94,Yes
College,107661.32,Yes,323914.27,4824.03,Yes
Primary,148915.75,Yes,478520.12,6311.98,Yes
Vocational,156201.47,No,303277.95,9113.63,Yes
College,191173.55,Yes,5591.26,19897.00,Yes
Vocational,169677.03,No,127875.29,6185.90,No
Vocational,67004.24,Yes,337060.08,21039.60,No
College,69927.70,No,345275.88,31961.06,No
Primary,45143.63,No,90276.57,34462.82,Yes
Primary,134414.11,No,299292.25,7929.11,Yes
College,99863.50,Yes,244102.21,44702.21,Yes
Primary,49121.48,No,371768.61,30767.08,No
Vocational,171301.72,No,257275.28,3558.76,Yes
Vocational,182405.89,Yes,400509.31,19415.21,Yes
Vocational,155375.56,No,357566.69,44689.67,Yes
Primary,88402.40,Yes,119783.72,34681.90,Yes
Primary,194762.58,Yes,315750.48,32025.59,Yes
Vocational,165242.29,No,267752.10,40690.54,Yes
College,193689.94,Yes,244009.53,7576.65,Yes
College,189958.78,No,330781.76,18781.47,Yes
Vocational,64495.17,Yes,59028.65,37933.65,No
College,39621.93,No,232122.45,35934.32,No
College,127799.42,No,139701.97,49312.52,Yes
Vocational,168889.44,No,436086.64,34017.97,Yes
College,119268.03,No,447318.00,10340.27,Yes
Primary,157065.70,No,479356.44,2182.78,Yes
College,58417.81,Yes,25621.44,27490.91,Yes
Vocational,69871.45,No,461897.34,4390.17,No
Vocational,184247.68,No,479849.87,8192.92,Yes
