GroomMB,BrideMB,GroomInc,BrideInc,Outcome
ESTP,INFP,90544.73,41251.89,Success
INFJ,INTJ,61830.84,49287.94,Failure
ENTJ,ESFP,66474.53,32291.58,Success
INFJ,ISFP,51866.98,95093.63,Failure
INTP,ESTP,99137.21,78453,Success
ESTJ,ESTJ,69362.9,39740.98,Success
ISFP,INTJ,55945.72,76436.82,Success
ISTP,INTP,99202.91,39616.6,Success
ESTP,ENTP,80975.98,80687.3,Failure
INFJ,INFP,79402.68,57732.98,Failure
INTJ,INFJ,75599.86,82943.97,Success
ESTP,ESFJ,93722.48,85350.13,Success
ISTJ,ENTP,56925.24,87105.04,Success
INFP,ESFJ,83089.13,81132.26,Failure
INFP,ESFP,63560.3,63906.53,Failure
ESTJ,INTP,78982.55,38896.69,Success
ENFJ,INFJ,37671.27,76000.52,Success
INFJ,ISFJ,72352.28,34670.04,Failure
ISTP,INTJ,84232.48,33804.76,Failure
ESFP,ENTJ,61590.02,36289.17,Success
ENTP,ISFJ,55570.68,69912.29,Success
ENTP,ESFJ,47007.85,96688.62,Failure
ISFJ,ISTP,90427.14,36154.53,Failure
ENTJ,INFP,36216.55,65046.31,Failure
ISFP,ISTJ,75992.49,77397.6,Success
ESTP,ESTP,40582.52,30409.6,Success
ESFJ,ISTJ,61287.61,44695.91,Success
INFJ,ENTJ,36142.5,56716.13,Failure
ISFP,ISFJ,65448.92,83764.45,Failure
INTJ,ENFP,97051.17,92097.1,Failure
ENTJ,INFP,46897.47,70627.1,Success
ENTP,ISTP,85428.78,73852.49,Failure
INFJ,INFJ,98531.33,75350.06,Success
INTP,ENFP,39399.89,35950.19,Success
ESFP,INTJ,92131.05,46357.12,Success
INFJ,ENTJ,66756.55,64376.67,Failure
ENTP,ESTP,41096.85,72134.87,Failure
ESTP,ENTP,84953.66,82980.47,Failure
ISFJ,ENFJ,65825.41,80608.16,Success
ENFJ,ESFJ,79058.96,78950.29,Success
ISFP,ENTJ,83887.47,92142.99,Success
INTJ,ESTJ,40412.56,84962.6,Success
ISFP,ISFJ,86751.98,37009.07,Failure
ISFJ,INTJ,89631.27,81573.21,Success
INTP,ISTJ,79538.87,95037.41,Success
ISTP,ISTJ,79359.37,48150.43,Failure
INTJ,ESFP,51188.42,60970.18,Failure
ENFJ,ESFJ,43659.53,33184.83,Failure
ESTP,ISTP,54237.94,34122.94,Failure
INTJ,INTJ,81374.04,95264.42,Success
ENTP,ENTJ,88962.65,89224.84,Failure
ISFJ,ISTJ,87852.3,90201.08,Failure
INFJ,ENTP,83733.28,63996.34,Failure
INTJ,ISFP,84890.01,57761.19,Success
ESTJ,INFJ,48985.64,90367.91,Success
ISTJ,INTJ,63553.25,40740.13,Failure
ESTP,ENFJ,88989.86,69208.11,Success
ISTP,ESFP,48064.27,89105.13,Failure
ISTP,ENTP,67742.06,96136.76,Failure
ESTP,ENFJ,35183.27,75069.11,Failure
ESTJ,INTP,85003.26,53362.17,Failure
INFJ,ENTJ,78619.45,55050.87,Failure
ISFJ,ENTP,92363.96,88108.98,Failure
ISTJ,ISTP,97521.98,59301.73,Success
INFJ,ENFJ,38774.63,86659.38,Failure
ISFP,ISFP,31469.25,42425.13,Failure
ISFP,INFJ,31389.65,55889.02,Success
INFJ,INFP,40707.62,33407.95,Success
ISTP,ENFJ,35322.84,53187.84,Success
ENTJ,ENFJ,87505.29,77766.8,Failure
ISTJ,ENTP,72553.67,36190.92,Success
INTJ,ENFP,43064.56,88746.41,Success
ENFJ,ENFP,95553.88,55650.86,Failure
ESTP,INTJ,75440.06,45311.25,Success
INFJ,ISTJ,42159.46,65228.06,Success
ISFP,ENTJ,73137.18,87778.22,Success
INFP,ISTJ,81304.06,35572.76,Success
INFJ,ISTJ,95781.68,83692.19,Failure
INFP,ENTJ,48693.18,45495.24,Success
ENFJ,ISFJ,99989.23,59889.89,Failure
ISFP,ESTP,50784.25,74228.29,Failure
ENFJ,ESFJ,35743.22,85767.58,Success
ENFJ,ISTJ,61799.77,45309.49,Failure
ESTJ,INFP,98339.88,86482.07,Failure
ESFP,INFP,70635.43,99654.48,Success
INTP,INFP,73540,85615.73,Success
INTP,INFJ,33904.38,86721.6,Success
ENTJ,ESTP,68692.06,97506.44,Success
ISTP,ESFP,65180.56,63317.44,Success
ESFJ,ENTP,39161.01,89151.25,Failure
INFP,ENTP,74139.01,48163.88,Failure
INFP,ISFJ,31530.88,65246.76,Failure
ESTJ,ESTP,75669.18,67637.11,Failure
ENTP,ESFP,32497.04,60477.68,Failure
ESFP,ESFP,54082.98,56975.73,Success
ENTJ,ENTP,80791.51,85722.05,Failure
ISFJ,ENTP,96732.95,61382.17,Failure
ISTJ,ENTP,92959.94,69464.17,Failure
INFP,ISFJ,52609.4,73708.66,Failure
INFJ,ENTP,38318.31,84308.89,Failure
ENFJ,ISTJ,87153.69,46545.28,Success
ENFP,ESTP,95022.3,35255.51,Failure
INFJ,INTJ,34683.91,31515.28,Success
ESFJ,ISFP,39000.07,53678.01,Success
ESTJ,ISFJ,45487.07,56812.35,Success
ENTP,ENFP,53351.71,40607.53,Success
ENTP,ENFP,73485.63,82500.64,Success
ESTJ,INTP,45945.15,76704.68,Failure
ISTJ,ISTP,59323.52,97377.66,Success
ENTJ,INFP,85147.78,70568.54,Success
ESTJ,INFJ,53157.95,85237.17,Failure
ESFP,ENFJ,37537.07,77623.85,Success
ENTJ,ENTP,69634.35,44005.94,Success
INFJ,INTP,52975.04,75710.65,Failure
ESFP,ESTJ,63866.44,45067.05,Success
ENTP,INFP,52381.27,48327.09,Failure
ESFJ,ISFP,76561.62,85877.9,Failure
ESFJ,ISTP,66834.96,37227.42,Success
INTJ,ENFP,50478.1,64062.85,Failure
ENFJ,ISTP,88523.25,56069.66,Failure
ESTP,ENFP,59743.65,62195.29,Success
ISTP,ISTJ,70898.36,88313.55,Success
INTJ,ESFJ,97215.24,97758.64,Failure
ESTP,ESTP,68856.58,69852.28,Failure
ENFJ,ISTP,37049.53,64788.85,Success
ENFJ,ISTJ,58228.51,75972.06,Failure
INFJ,ESFP,96987.06,31933.09,Success
ESFP,ESFJ,30419.78,83122.41,Failure
ISTJ,ENTJ,84231.55,64331.53,Failure
ESTP,ENFP,93002.48,97210.99,Failure
ISFJ,ISTP,84985.09,64839.55,Success
INTP,ENFJ,60945.32,43501.06,Failure
ISTJ,ISTP,70503.2,90672.24,Failure
ISFJ,INFJ,81779.4,48611.83,Success
INTJ,INFP,80710.83,31425.96,Success
ISTJ,INFP,40349.66,80604.74,Success
ENFP,ENTP,58840.71,98410.62,Failure
ESTP,ESFP,35987.05,43885.09,Failure
INTJ,INTP,71568.89,44406.38,Success
ESFJ,ISTP,53961.16,86707.43,Success
INFP,INTP,69665.42,77049.7,Failure
ESTP,ESFJ,75697.15,71855.85,Success
ENFJ,INTP,88286.58,49164.67,Success
INTP,INTJ,55130.43,99230.91,Failure
ENTP,ESTJ,96599.75,48410.19,Failure
ENTP,ENTP,36493.3,95166.13,Success
INTJ,ENFJ,57357.88,88929.31,Success
ISFJ,ENFJ,96478.07,86550.35,Failure
INTP,ESFP,66624.23,79006.71,Failure
ENTJ,ESTP,62525.63,38262.1,Success
ISFJ,ESTP,61646.94,70186.51,Success
ENFJ,ISFJ,54002.05,59766.21,Failure
ESFJ,ENFJ,30871.02,85622.35,Success
INFJ,ISTJ,99815.6,81266.3,Success
ENFP,INTP,65798.76,36577.73,Success
ISFP,INFJ,90861.96,76388.58,Failure
ESFP,ENTP,73203.37,68752.71,Failure
ESFP,INTP,81356.78,94058.23,Failure
ESTJ,ENTP,57292.14,50368.29,Success
ISFJ,INTJ,32762.03,72583.45,Success
ISTJ,ESTP,55182.14,93921.56,Success
ENTP,ISTJ,41070.04,32826.97,Success
ENTP,ENTJ,81743.05,94528.06,Success
ENTJ,ESFP,71848.82,79509.78,Success
ESFP,ISFJ,82331.18,98302.26,Success
ESTJ,ISFP,38903.9,85235.52,Success
ESFP,ESFP,89768.65,42208.31,Success
ESTP,ENTJ,70577.35,40214.24,Failure
ISFJ,ISTP,53269.77,93049.13,Failure
ESTJ,ESTP,99194.71,84913.75,Failure
ISFP,INTJ,58682.8,95933.03,Success
ENFP,ESTJ,46319.64,59804.02,Failure
ENFJ,ESTP,40400.94,60584.56,Success
ISTJ,ISFJ,98716.98,82281.11,Failure
INFP,INTP,31365.84,38506.8,Success
ESTJ,ENFJ,58862.86,87317.9,Success
ISFJ,ENTP,55498.74,73329.37,Success
INTP,ISFJ,62088.62,77018.9,Success
ENTP,ENTP,76938.49,85743.12,Success
INFJ,ENTP,40739.05,75903.15,Failure
INFJ,INFJ,53229.52,86202.87,Failure
ISTP,ENTJ,96264.48,52441.13,Success
ENFJ,INTJ,58724.74,89525.15,Failure
INFJ,ISTP,34074.09,48245,Success
ESTJ,ESFJ,72607.39,91877.51,Success
ISTJ,INTJ,62354.72,82599.95,Failure
ISFP,ISTP,70320.99,58401.13,Failure
ESFP,ISTP,77241.61,30626.82,Failure
ESFP,ISFJ,66192.79,55047.55,Failure
ISFP,ISFJ,90693.07,65928.64,Failure
ENFP,ISTJ,70172.37,31919.08,Failure
ISTJ,ENTP,67884.98,76109.91,Failure
ISFJ,ISFJ,52749.33,77215.56,Success
ISTP,ESFJ,60523.63,51372.5,Success
ISFJ,ENTP,37446.02,43421.33,Success
INTP,ESTP,42007.34,87504.55,Failure
INFP,ENFP,48789.55,82541.14,Success
ESTJ,ESTP,85015.18,95770.78,Success
ENTJ,ISTJ,34772.51,74224.73,Failure
ISTP,INTJ,90077.13,77771.96,Success
ENTJ,ESFJ,49412.04,67030.42,Success
INTJ,INTP,83930.56,59444.41,Failure
ISFP,ISFP,32890.49,50417.85,Success
INTJ,ENFJ,83550.08,88297.17,Success
INFJ,ESFJ,84043.73,50675.59,Failure
ESFJ,ENTP,44671.97,31177.33,Success
ESTJ,ENFP,57851.23,57294,Failure
ESFP,ESTJ,83395.69,74546.68,Failure
INFP,INFJ,47311.51,94317.86,Failure
ISTP,INTP,53595.57,51761.78,Failure
ISFJ,ENFP,49904.32,81472.45,Failure
ESFJ,INTP,93274.99,48495.32,Failure
ISTP,ISFP,33806.62,33555.04,Success
ENFP,ISTP,72162.18,31168.29,Failure
INFJ,INFJ,47648.82,71505.28,Success
ENFJ,INFP,40948.06,77534.69,Failure
ENTJ,ESFJ,55124.11,71227.6,Failure
ESTJ,ISTP,93197.84,80766.67,Success
INTP,ISFJ,53832.3,96110.5,Success
INTJ,INTP,52904.91,73368,Failure
ISFP,ESTJ,95583.09,97088.3,Success
INFJ,ENTP,56365.35,85622.76,Success
ESTP,ENTP,42516.34,62404.35,Failure
ENFP,ESFJ,42384.85,57822.62,Failure
INTJ,ESFP,37556.76,82816.35,Failure
ESFP,ENTJ,95313.5,57688.35,Failure
ISTJ,ISFJ,91105.71,63332.11,Success
ISFJ,ESFP,63265.31,93545.5,Failure
ESTJ,INTJ,79740.95,67590.7,Success
ESTJ,ESFP,65104.97,91677.31,Success
INFP,ESTJ,79244.28,89525,Success
ISTJ,ISTJ,80433.19,82654.04,Success
ESFP,INFJ,84721.61,55490.8,Success
ESTP,ENTJ,45367.59,58572.43,Success
ESFP,ENTJ,73167.21,30150.31,Success
ENFJ,ENFJ,42779.44,67196.64,Failure
ISTJ,INFJ,93446.59,95329.64,Success
ESFJ,ESFJ,57760.24,98608.16,Success
ENFJ,ISTP,56839.31,98859.79,Failure
ISTP,ISTP,79355.35,67960.3,Success
ENFP,INTJ,64957.62,62162.23,Success
INTP,ENTP,61507.11,77830.44,Failure
ENTP,ISTP,74539.85,84752.93,Success
ISFP,INFJ,62471.38,70998.73,Failure
ESFP,ENTJ,49513.86,38045.05,Success
ENFJ,ENTJ,68504.37,87703.7,Success
ESFP,ENFJ,34204.11,30099.17,Failure
INTJ,ISTJ,98021.31,49983.08,Success
INTP,ISTJ,42856.63,54155.81,Success
ESTP,INTJ,35184.48,99250.58,Failure
INFP,ESFP,90519.75,87710.51,Failure
ENTJ,ENTP,91178.75,98799,Failure
ESFJ,ENTJ,91517.54,36986.37,Success
ENTP,ISFJ,35680.01,71362.33,Success
INTP,ISTJ,54700.52,59202.93,Failure
ISFJ,ESTJ,98229.15,33179.62,Failure
ESTJ,ISTJ,58706.82,45610.43,Failure
INTP,ISTP,47921.57,80998.23,Failure
ENTP,ESTP,70098.31,87097.67,Failure
ISFP,ESFP,44762.25,56153.28,Failure
ENFP,INFJ,67608.33,38087.65,Failure
ISFJ,ISTJ,66980.44,72565.45,Success
ISFJ,ISTJ,69897.64,54650.77,Failure
ESFJ,INTP,46800.29,62061.31,Success
ENTP,ISTJ,60503.28,79606.05,Failure
INFP,ESFJ,98786.84,60814.78,Failure
ESFP,ESTP,76816.55,31557.66,Success
ISFP,INTJ,92717.91,53361.62,Failure
ENFP,ESFP,55658.45,45611.77,Failure
INTJ,ENTJ,51371.22,79926.53,Success
ESTJ,ESTJ,33933.76,50834.3,Failure
ISTJ,ENFJ,68214.36,48306.07,Failure
INTP,INFJ,35678.39,94772.72,Success
ENTJ,ISFP,38901.05,37161.62,Success
ENFP,INTP,43463.81,45365.84,Success
ESFJ,ENFJ,56653.01,72672.34,Failure
ISFP,ESTJ,70307.72,95446.22,Failure
ISTP,ESTP,67764.58,64786.09,Success
INTP,ENFJ,84688.61,39231.5,Success
ENFP,ISTP,82891.02,30217.13,Failure
INTJ,INTJ,46309.75,89589.88,Failure
ISFP,ESTJ,95804.34,33702.9,Success
INFP,INFP,59456.01,33093.79,Success
ISTP,ISFJ,47463.3,81427.93,Success
ENFP,ENFJ,87990.14,96762.08,Success
ESTP,ISFJ,70600.06,37835.75,Failure
ENTJ,INFJ,78255.08,53383.02,Success
ISTP,INTJ,38076.36,74343.6,Success
ENFP,ISFJ,87259.26,92157.46,Success
ESFJ,ESTJ,32753.69,55564.89,Success
INTP,ISFJ,94444.48,75200.85,Failure
INFP,ENTP,77055.53,66183.91,Failure
ISTP,ISFP,43505.22,72006.02,Success
ENFP,INFJ,52078.65,44071.58,Success
INTP,ENTJ,95030.33,91070.15,Success
ISTJ,INTP,90339.65,45544.83,Success
INTP,ENFJ,77730.24,58179.88,Success
ISFJ,ENFJ,68109.88,80251.52,Failure
ENFJ,ISFJ,83266.09,99585.3,Failure
ESTJ,ENFP,78070.06,78411.55,Failure
ISTJ,ESFP,37533.47,54313.65,Success
INTJ,ISTJ,37741.28,41422.72,Failure
ESTJ,ISFJ,71243.73,72170.04,Failure
INTJ,ESFP,80304.13,40520.17,Success
INFJ,ISTP,91359.93,42706.88,Success
INFP,INTP,65037.43,93898.83,Failure
ISTP,ESTJ,62872.54,95848.25,Success
INTP,INTJ,97295.55,65720.04,Failure
INTP,ESFJ,33405.76,94100.62,Failure
INFJ,ISTP,54255.41,37694.36,Success
ESTP,ESFP,86670.32,35003.81,Failure
ISFJ,ESTP,52305.02,56830.1,Success
INTP,INTP,91160.3,99405.65,Success
ENTJ,ESTJ,56026.17,65649.56,Success
ESFJ,INTP,49773.07,50975.02,Success
ESFP,ISTJ,37558.94,31549.49,Success
ISTP,ISTP,64233.03,66234.69,Failure
ENFJ,ISFJ,54436.75,76933.28,Success
ENTJ,ENTJ,71610.36,86900.37,Failure
ENFJ,INFJ,71422.8,49815.7,Success
INTJ,ENTP,46710.52,71001.94,Success
INFP,ISFP,35046.31,41732.52,Success
ENTP,INFJ,95865.15,75779.94,Failure
ESTP,INTJ,33169.51,87051.9,Failure
ESTP,ESFP,36431.7,58225.68,Failure
ENTP,ISFJ,30664.32,60204.06,Failure
ESTP,INFP,74144.01,93512.29,Success
ISFP,ENFJ,32436.31,48406.55,Success
ENTP,ENTP,47088.11,75607.15,Success
INTP,ESFP,50770.55,54812.44,Failure
ENFJ,ISFP,45448.92,94426.78,Success
INTP,ENTJ,60756.9,37788.34,Success
ISTP,INTJ,73635.42,99325.51,Failure
INFJ,INFP,64177.05,94988.15,Failure
ESTP,INTJ,56690.59,36784.68,Success
ESFJ,ENTP,62578.57,38177.61,Success
ISFP,ISFP,80575.15,75123.05,Success
ESTJ,ESFP,90418.6,96409.54,Failure
ENFJ,ESFP,32436.25,34647.31,Success
ISTP,ESTP,86847.51,78147.26,Failure
ESTP,ESFJ,67639.78,41398.93,Failure
ENFP,ISTP,73896.52,88410.93,Success
ENFJ,INFP,75240.33,52909.33,Success
INFJ,ESTP,98616.12,99902.46,Success
ENFJ,ISTP,43489.94,52953.43,Failure
ENFP,ENTP,70701.75,67578.05,Success
INFP,ISFJ,65354.18,42505.1,Success
INTP,ENFP,87012.32,30990.55,Success
ISFJ,ISTP,51768.31,32419.99,Failure
ESFP,INTP,36007.1,66875.09,Success
ESFP,ENFP,84056.11,76786.27,Success
ESTP,INFJ,64056.89,63932.59,Failure
ENFP,ISFJ,36173.42,44800.23,Success
ENTP,ENFJ,92205.86,39398.39,Success
ESFJ,ESFP,47081.88,81571.75,Failure
ISTP,INTP,98244.49,82155.37,Success
ENTJ,ISTP,92713.31,33026.05,Success
INTJ,ENFJ,56433.17,73086.37,Success
INFP,ENTJ,96766.28,95788.88,Failure
ENTP,ENTJ,52310.14,53662.93,Success
INFJ,ESFJ,34288.32,59132.23,Success
INFP,ESTJ,46693.46,58284.76,Failure
ENFP,INFJ,97868.54,31099.25,Failure
ESTP,ENFJ,89006.99,67774.33,Success
ESTP,INTJ,58791.22,45751.36,Success
ESTJ,INTP,94189.53,65817.13,Success
ESTJ,ISFP,68168.02,91949.08,Failure
ESTJ,ESFJ,93397.14,73351.95,Failure
ESTJ,ENFP,48295.46,85655.27,Failure
ESTP,INTP,43619.43,66004.67,Success
ESTJ,ISFP,47910.51,82889.82,Failure
ESFJ,ISTJ,90749,57798.74,Failure
INTP,INTP,95730.02,95425.25,Failure
ISTP,ISTJ,38343.07,82049.82,Failure
ENFP,ENFJ,91922.62,60100.07,Success
INFJ,INTJ,38517.54,77115.27,Failure
ENFP,INTJ,34470.33,39159.82,Failure
INTJ,INFP,51741.55,86240.55,Failure
INFJ,INFP,89880.03,97377.92,Success
ISFJ,ESFJ,79952.4,81764.28,Success
ESTJ,ISTP,93095.62,68491.68,Failure
ISTJ,INFP,63776.93,78332.46,Failure
ESFP,ISTJ,78954.92,68749.34,Failure
ESFJ,ENFP,71327.29,47255.1,Success
INTP,ESFJ,41831.31,66008.38,Success
ENFJ,ENTJ,93316.46,51629.23,Success
INFP,ISTJ,70718.35,61928.71,Success
ENFJ,ESTJ,59590.16,84997.89,Failure
INFJ,ESTP,82473.55,50726.64,Failure
ESFJ,ISTJ,66509.5,55889.88,Failure
ISFJ,ESTJ,36994.7,96109.39,Failure
ENFP,ISFJ,52960.34,77880.88,Failure
ESFJ,ENTJ,80407.42,33560.73,Failure
ESTJ,ENFJ,43387.13,54159.15,Failure
ENFJ,ENTJ,49809.05,87500.02,Success
INTJ,INFJ,72236.43,30590.28,Success
ESFP,ISFJ,93091.09,35154.47,Failure
INTP,ESTJ,94013.35,38757.59,Success
INFP,ISFJ,38560.66,92047.76,Failure
ISTP,ENTJ,84897.56,34308.59,Failure
ISTP,ENFJ,42386.38,64870.79,Success
ISTJ,ENFJ,59519.83,66759.76,Success
INFJ,INFP,57661.76,46642.11,Success
INTP,ESFJ,80220.06,93024.01,Success
ESFJ,ISFJ,63324.99,42123.7,Failure
ISFJ,ISTP,79585.28,68247.56,Success
ENFP,INTJ,70692.5,45773.5,Success
ENTP,ISFJ,45116.63,95596.74,Failure
ISTP,ENFP,53014.03,51952.15,Failure
ISFJ,ENFP,88922.13,89857.22,Failure
ISFP,ISTJ,47774.85,75658.95,Failure
ESTP,ENTP,35464.14,53824.46,Failure
ENTP,INTP,96137.24,86456.99,Success
ENTJ,ENFP,52823.24,90017.78,Success
ISFP,ENTJ,44890.52,52660.95,Success
ENFP,INTP,44537.39,46194.43,Failure
ESTP,ESTP,92153.27,35505.5,Success
ENFP,ISTJ,86127.31,32994.59,Failure
ENTP,ENTP,65566.61,89863.58,Success
ENTP,ESTP,67002.18,65222.91,Failure
ISTJ,ISTP,50828.77,61920.21,Success
ESFJ,ENTJ,76200.14,53004.47,Success
ISFJ,ENTJ,52800.36,57424.12,Success
INFJ,ESFJ,40491.62,99246.12,Failure
ESFJ,ISFJ,57366.32,33892.11,Failure
INTP,ESTP,79811.76,90508.08,Success
INFJ,ESTP,50339.98,99416.85,Success
ENFP,ISFP,96533.49,98761.99,Success
ISTP,ENTJ,55702.21,38469.92,Failure
INTP,ENTJ,81074.02,50223.11,Failure
ISTP,INFJ,47541.03,80559.23,Success
ENTJ,ENTJ,92581.37,53085.14,Failure
ISTP,ESTJ,71035.54,68232.37,Success
ESTJ,ENFP,52178.9,46259.49,Failure
ESFP,ENFP,86128.79,40871.6,Failure
ISTP,ISFJ,96659.68,59736.43,Success
ENTJ,ENFJ,37109.92,76432.48,Success
INFJ,ISFP,94849.38,37935.62,Success
ESFP,ESFP,54897.91,37259.38,Failure
ISFJ,INFJ,54556.3,56598.17,Success
ESTP,ISTJ,44889.32,73907.78,Failure
ENFP,ESTP,51908.76,52563.6,Success
ESTP,ISFJ,85506.01,56412.8,Failure
INTJ,ESFP,75531.3,60865.35,Failure
INFP,ISFJ,70085.61,61004.21,Failure
ENFP,ISTJ,86797.16,41861.33,Success
ENFP,INFP,34957.42,60499.72,Failure
ISTP,ISFJ,69866.41,97124.64,Failure
ENFP,ISFJ,34773.65,75197.68,Success
ENFP,ISTJ,74796.68,93486.76,Success
ESTP,INTP,69027.19,31872.79,Success
ISTJ,ISTP,53414.32,47855.92,Success
ISTJ,ISTJ,31154.88,60802.09,Failure
INFP,ENFJ,73081.45,69092.13,Failure
ESFJ,INTP,92995.91,60110.29,Success
INFJ,ISTJ,71400.45,70415.85,Failure
INTJ,ESTJ,62230.35,81331.79,Success
ENTJ,INFP,34184.6,60684.39,Success
INTJ,ENFP,61970.82,72245.17,Failure
ISTP,INTP,58289.55,42772.12,Failure
ENFJ,ESTJ,75385.84,32080.44,Success
ESFP,INFP,91824.18,74174.82,Failure
ESFP,INTJ,59694.54,55269.19,Success
ENTJ,ENFP,63819.41,94188.66,Success
ESFP,ISFP,73084.15,74546.64,Failure
ESFP,ENTJ,86870.75,38682.71,Failure
INTP,ESTJ,42584.06,98606.67,Success
ISTJ,ESTP,45900.06,36482.5,Success
ESTP,INFJ,65973.14,36858,Success
ISFP,INFJ,78474.06,98885.02,Failure
ISTJ,ENTP,45188.56,85719.21,Success
ENTJ,ENTP,79851.66,58212.5,Success
ENFP,INTP,69816.58,81698.87,Failure
ENFP,INTP,98134.89,45031.65,Success
ISTJ,ESFJ,39547.49,46725.97,Success
INFP,ISFP,55084.55,98703.3,Success
ESFJ,INTP,72669.6,44771.15,Success
ISTJ,ISFP,84980.55,94987.43,Success
INTP,ESFP,47975.91,92778.06,Failure
ESFJ,ISTJ,86056.5,63606.63,Success
ENFJ,ISFJ,51090.17,59526.99,Failure
ESFJ,INTJ,55466.85,94581.99,Failure
ESTP,ISTP,51823.3,59918.32,Success
ENTP,ENTJ,78937.16,63044.23,Success
ISFJ,ISFJ,76554.34,40812.25,Success
ISFP,ESTP,70324,79912.4,Success
INFP,ESFJ,32988.72,87151.25,Failure
ISFJ,ESTJ,79240.25,83117.78,Success
ESFP,INFJ,48252.28,53389.63,Success
ISTP,ENFJ,78954.1,92027.89,Failure
ENTJ,ENTP,55366.45,45766.95,Success
ENTP,ISFJ,53257.11,62938.9,Success
ISTJ,INTJ,90637.15,66580.35,Failure
ENTP,INFJ,67499.07,34393.16,Failure
INFJ,INFJ,35354.18,70375.96,Failure
INFJ,INTP,89692.64,59288.78,Failure
ENTP,ISFJ,86325.45,33467.83,Success
ENFJ,ISFP,34642.12,85249.4,Failure
ISFP,ISTJ,95770.58,78087.88,Success
ESFJ,ISFP,34914.27,92001.45,Failure
ISTJ,ISTP,86389.09,92949.93,Success
ISFP,INFJ,56208.95,98193.66,Failure
INTP,ENTP,58878.79,77554.98,Success
ESTJ,ENFJ,60395.62,37828.94,Failure
ISTJ,ISFP,45810.58,75270.83,Success
ESFJ,ENTJ,30432.97,47486.58,Success
ESFJ,INFJ,54978.95,34149.33,Failure
INFP,ISFJ,70513.63,34312.86,Success
INFJ,ESTJ,77972.45,49750.95,Success
ISTP,ESFJ,91908.24,34401.3,Success
ISFJ,ISTP,97747.57,58355.71,Failure
INFJ,ENFP,41509.54,50837.59,Failure
INTP,ISTP,58893.28,95621.37,Failure
INFJ,ESFJ,83959.01,46347.51,Failure
INTP,ISTJ,67693.16,51267.74,Success
ISFP,ESFJ,79570.4,39380.41,Failure
ESFP,INFP,53856.63,50943.52,Failure
ISFJ,ISFP,83131.19,71764.52,Failure
ISFP,ESTP,82221.73,67930.7,Success
ESFJ,ISTP,46080.3,60010.6,Failure
INTP,INTP,95763.5,93758.27,Failure
ISFJ,INTJ,93690.93,30220.29,Failure
INTP,ENTP,39417.48,81194.48,Success
ESTP,ENTJ,82199.78,62314.76,Success
ENFJ,ENTP,48067.68,87916.73,Failure
ISTP,ENFP,57212.9,76247.35,Failure
ISFJ,ESFP,32236.25,79392.95,Success
ENTJ,ENTJ,66425.77,40533.1,Success
ESFP,ENTJ,60940.48,56325.77,Success
ESTJ,ESFJ,87056.83,49130.19,Failure
ISTP,ENTP,45884.05,84555.06,Failure
INFJ,ISFP,46259.51,38344.71,Success
ESFP,INFJ,40664.26,97935.23,Success
ISTP,ESFP,64153.07,45602.53,Failure
ISFP,ESTJ,73160.25,87596.12,Success
ENFP,ISTP,42098.53,88971.33,Failure
ESTJ,ESTP,30508.4,82158.68,Success
ISTP,ESTJ,57083.59,70745.72,Success
INTP,ISFP,55596.12,62402.03,Failure
INFJ,ENTP,51677.09,45327.02,Success
ISFP,ENTJ,30057.39,85428.61,Failure
ISTJ,INTJ,38689.89,74726.23,Success
ESFJ,ENFJ,37843.22,55492.69,Success
ENTJ,ENFJ,70112.65,69088.01,Failure
INTJ,ISTJ,68220.12,80372.63,Success
ESTJ,ESFJ,78628.83,75890.32,Failure
ENTJ,ENFJ,91202.28,58079.63,Failure
ENFJ,ISFJ,56366.25,32730.86,Failure
ESFP,INFJ,87128.9,58964.35,Success
INTJ,ESFJ,90954.54,54958.18,Failure
ESFJ,ISFJ,54084.75,75868.63,Success
ENTJ,ESFJ,33143.93,33860.31,Success
ENTJ,ESFP,38638.05,89811.55,Failure
INTJ,INTJ,50167.93,59380.51,Failure
ISFJ,ISFP,86780.56,46167.87,Success
ISTJ,ENTJ,94355.52,85858.91,Success
INTJ,ISFP,61026.75,51911.3,Success
ENTP,INFJ,47440.3,90264.23,Failure
INFJ,ESTP,58095.02,57467.96,Failure
ESFJ,ENFJ,98437.24,54916.41,Failure
ESTP,ESFJ,98839.88,93681.58,Failure
INTP,ENTP,97901.71,36865.85,Failure
ESTJ,ISTP,61842.88,85642.58,Success
ENTJ,ISTP,60672.76,65669.4,Success
INTJ,INFP,39436.26,71419.4,Success
INFJ,ESFP,86676.48,38547.77,Success
ESTJ,ESFP,93315.27,88219.96,Failure
ESTP,ENTP,51291.26,39541.64,Success
ESTP,ESFJ,62941.74,77421.85,Success
ENTJ,ENTP,55954.17,99405.19,Success
ENTP,ENFP,96993.56,88916.59,Success
ESTJ,INTJ,50802.1,48514.75,Success
ISFJ,ENTJ,47441.54,84884.03,Success
ISFP,INFJ,33656.46,80982.6,Failure
INTJ,ESTP,54956.13,74428.02,Failure
ISFJ,INTP,46384.77,81450.66,Success
ESTJ,ESFJ,40553.61,79164.84,Success
INTP,INFP,93307.1,52966.77,Failure
ISFJ,ISTJ,35294.47,80379.67,Failure
ENFP,ESFJ,42512.63,79163.69,Success
INTJ,INTP,59239.67,64004.15,Failure
INFJ,ENTP,57040.76,94582.83,Success
