GrromMB,BrideMB,GroomInc,BrideInc,Outcome
ISTJ,INFJ,71370.35,91885.4,Success
ISFJ,INFJ,35658.02,95943.08,Failure
INFP,ISTJ,79531.92,89654.3,Success
ESTP,INTJ,77944.24,63513,Failure
ENFP,INTP,57653.51,60737.93,Success
ISTJ,ESTJ,62530.54,35688.39,Success
ISTP,ESTJ,92745.94,45462.39,Failure
ESFJ,ISTP,34005.15,91043.5,Failure
ENFJ,ENFJ,76231.11,51694.1,Failure
INTJ,ENTJ,58457.53,66276.1,Failure
ISFP,ENFP,95044.45,32718.25,Success
INFJ,ENFJ,73744.62,79703.09,Success
ISTP,ISTP,91727.11,90428.15,Failure
ISFJ,ESFP,71082.42,49395.09,Success
ESFJ,ENTJ,90801.16,46865.27,Success
INFP,ISTJ,57525.77,92813.54,Success
ESFJ,ISTJ,64312.07,67169.69,Success
ENTJ,ESFP,92397.03,97926.8,Failure
ENTP,ESFJ,81968.08,69017.25,Failure
ISFP,ISFJ,73596.97,63822.46,Success
ISFP,ESFJ,65040.4,54201.05,Success
ISTP,ENFP,43443.4,63007.46,Failure
ENFJ,ESFP,44073.34,56408.06,Failure
ISTJ,ISFP,77422.1,71321.33,Failure
ESFJ,ESTP,55284.68,79572.87,Success
ESFJ,ISFP,76452.16,32481.28,Success
ESFJ,ENFP,34109.7,64863.3,Success
ENTP,ENFJ,49934.56,69876.99,Success
ENTJ,INTP,50501.69,98257.53,Success
ISFJ,ENFP,58702.23,79272.3,Success
ENFP,ESTJ,34486.97,62991.38,Success
ENFJ,INFJ,81004.11,78295.45,Failure
INTP,ESFJ,33265.92,94011.17,Success
ISFP,ENTJ,93751.29,52796.08,Success
INFJ,ISFJ,69158.48,58696.62,Success
INTJ,ESTJ,32048.4,44546.75,Failure
ISFJ,ENFJ,30261.13,54979.37,Success
ENTP,INFP,51723.03,68172.35,Failure
ENFP,ESFP,33794.17,84608.88,Success
ISTP,ESFP,58316.19,57010.47,Success
INFJ,ENFJ,86433.49,97434.09,Failure
INTJ,ESTP,53374.81,63559.53,Success
INTJ,ESFP,65819.76,96620.94,Failure
INFP,INFJ,59234.52,58558.6,Failure
ENTJ,ISTP,51165.99,75846.02,Failure
ISTP,ESFJ,65713.19,85615.5,Failure
ESFJ,ESTP,74059.36,92726.12,Failure
ESFP,ENFP,94722.05,70239.48,Failure
ESFJ,INFP,94271.64,67887.83,Success
ESFJ,ISFP,68578.41,46459.18,Failure
ESTJ,ESFJ,79462.46,91908.37,Success
ISTJ,ISTJ,70852.67,73069.39,Success
ISTP,INFP,66567.52,62841.22,Success
ISFJ,INFP,55531.73,45292.98,Success
ESTJ,ENTJ,32546.4,53029.57,Failure
ESTP,ESTJ,89658.16,76242.05,Success
ESTP,ESTP,31568.23,66499.25,Failure
ESTJ,INFP,97000.71,91501.96,Failure
ESTP,ENTP,37184.99,73484.59,Failure
ISTJ,INTJ,45030.25,31431.34,Success
INTJ,ISTP,96888.21,62863.72,Failure
ESTJ,ESTP,91975.73,84055.11,Success
ESTP,INTP,75571.97,79499.48,Success
ISFP,ESTJ,75910.51,92898.14,Success
ENTJ,ENTP,95104.15,33309.02,Success
ESFJ,INTP,30067.97,96682.37,Success
INTP,ISTJ,74855.75,75121.36,Success
ENTP,ISFJ,60251.02,48483.83,Success
ISFP,ESFJ,37703.09,52278.33,Failure
INTP,ESTJ,66247.75,75202.23,Failure
ISTP,ENFP,75109.23,99616.59,Failure
INTJ,ESTP,46826.17,41545.32,Success
INTJ,INFJ,56033.71,47905.28,Success
ESTP,ISTJ,72139.83,32271.05,Failure
ISTJ,ENFP,85057.24,41391.73,Success
ISFJ,ENFJ,55475.09,36940.01,Success
ESFP,ISFJ,55665.7,89309.12,Failure
ESTP,INTJ,93656.65,85104.88,Success
INTJ,ESFJ,98014.54,48437.25,Failure
ISTP,ESFJ,61909.35,56655.68,Success
ISFJ,ISFJ,80710.49,35094.02,Success
INFJ,ISFJ,61827.86,38167.06,Failure
ESTP,ENFP,52740.43,31136.7,Success
ISFP,INFJ,61767.47,82641.7,Failure
ENFJ,ISFP,69287.14,69041.19,Failure
ISTP,ISTP,71686.18,75961.12,Success
ENFP,ESTP,67672.3,45456.91,Failure
INFJ,ESFP,62670.67,83771.22,Success
ESFJ,ENFP,98263.24,54664.5,Success
ISTJ,ENTJ,85765.68,76952.64,Success
INFP,ENFP,76894.17,94534.55,Success
ESFP,ENFJ,77842.95,95796.81,Failure
ISFJ,INTP,71585.01,93927.93,Failure
INTP,ENTP,57076.8,74256.15,Failure
ISFJ,ISTP,52022.45,60569.32,Failure
ISTJ,ISTP,94000.56,32487.58,Failure
ESTJ,INFJ,73255.18,91772.77,Failure
ENTP,ENTP,98259.75,46892.81,Failure
ISFP,ENTP,40904.29,84050.85,Success
INFJ,ENTJ,50678.13,30139.29,Failure
ISFJ,ESTP,81076.84,61435.44,Success
ENFP,ESFJ,79584.23,55503.81,Success
INFJ,ISTP,47832.44,48304.84,Success
ENFJ,ENTP,45194.82,44766.15,Failure
ESTJ,ISFP,96179,69033.3,Success
INTP,ENFJ,92443.15,45913.42,Failure
ESTJ,ENTJ,51537.01,97700.59,Failure
INFJ,INTJ,73706.31,78827.6,Failure
ENTJ,ENTP,88242.01,83419.23,Success
ISFJ,ISTJ,83544.89,62683.57,Failure
ESTP,ENTP,43421.61,41467.89,Failure
ISTP,ENFP,54188.63,67968.72,Success
INFP,INFJ,77308.63,49282.6,Success
INFP,INFJ,89980.63,77291.45,Failure
ESTJ,INTP,86809.77,30290.74,Success
INTP,ENTJ,97965.14,48237.16,Success
ENTJ,INFP,81208.78,80463.52,Failure
ENTJ,INTJ,81501.61,97433.18,Failure
ESFJ,ESFP,78530.76,36254.57,Success
INTJ,ISFJ,49074.97,80679.51,Failure
INTJ,ENTJ,52737.48,48444.15,Failure
ISTJ,ENFJ,33971.52,32324.74,Failure
ISTP,ESTP,65475.31,71167.7,Success
ESFJ,ESTJ,43249.66,58576.61,Failure
ENTP,INTJ,94387.53,75346.33,Success
INFP,ISTJ,49815.68,78284.33,Failure
ENTP,ISFP,83917.61,95608.82,Failure
ESFJ,INFP,65493.28,30768.46,Success
ISTP,ESFJ,84572.16,31471.27,Failure
ESTJ,ESFP,61065.52,64204,Success
INFJ,INTJ,61059.4,45253.22,Success
ESTP,ISTP,64733.25,30017.03,Failure
ISTP,ESTJ,37897.94,56326.59,Success
ESFJ,ISTP,98329.4,52810.55,Success
ENFP,ESFP,73536.96,63616.98,Failure
ESTJ,INFJ,45504.3,93150.32,Success
ENTP,ISTJ,70654.11,55566.05,Failure
ESFJ,INTJ,52289.36,87817.82,Failure
ENTJ,ENTJ,55150.8,60370.63,Failure
ESFP,ENFJ,58494.17,33250.35,Success
ENFP,ISFP,75370.57,71576.19,Success
ESTJ,ENTJ,92456.32,84304.38,Success
ESFP,ESTP,76512.43,39093.33,Failure
INTP,INFJ,81961.89,74409.46,Failure
ISTJ,ESFP,31579.59,81022.76,Success
ISTP,ISFP,54662.5,79877.18,Success
ESFP,INTP,32738.21,78098.92,Success
ISTJ,ENFP,97765.71,31757.87,Success
ESFJ,ESTP,33495.48,48220.23,Failure
ISTJ,ESTJ,41308.71,76173.68,Success
ISFP,INTP,91409.35,98361.06,Failure
INFJ,INTP,34509.76,52268.65,Failure
ENFP,ISFP,56223.95,34323.61,Success
ISTP,ISTJ,97180.45,82620.96,Success
INFP,ESFJ,76486.82,40013.78,Failure
ISFP,ESFJ,88388.15,39163.7,Failure
INFP,ISFJ,61492.77,68322.98,Failure
ISTJ,INFP,75739.44,54804.79,Failure
ENTJ,ENTJ,76546.01,97243.73,Success
ENFJ,ENTJ,53921.42,80986.02,Failure
INFP,ESTJ,73876.9,95474.75,Failure
ISTP,ESTJ,86118.53,37920.93,Success
ENFP,ENFP,33783.46,68996.27,Success
ISTP,INFJ,73860.76,49060.75,Failure
ESTJ,ISTJ,67421.14,72154.46,Failure
INTJ,ESFJ,76048.76,49505.93,Success
ESTP,ESTJ,52579.09,86032.71,Success
ESTJ,INFP,91737.3,90132.53,Success
ESTJ,ESTJ,47787.13,35318.37,Success
ESFJ,ENTJ,69950.53,49149.07,Failure
ESTP,ESTJ,69254.91,72604.12,Success
ESTJ,ESTP,36589.02,39867.12,Failure
ESFJ,INFJ,56588.76,47327.07,Success
ENFJ,ENFP,85885.29,95919.4,Success
ESFJ,ESTJ,63114.36,96735.39,Success
INFP,ENFP,54376.62,57012.81,Success
ESFP,ISTJ,40871.68,52984.17,Success
ESFP,INTJ,62396.78,98188.46,Failure
ENTP,ENFP,97836.99,57089.26,Success
ESFJ,INFP,33270.32,33987.19,Failure
ESFJ,ENTP,80106.25,75951.62,Failure
ESFP,ESFJ,32376.33,96344.53,Failure
INTJ,INTP,38965.32,97397.32,Failure
INTP,ESTJ,54412.85,54828.86,Failure
ENFJ,ESFP,32450.3,87299.3,Success
INFJ,ISTJ,64288.54,48506.33,Failure
ISFP,ESTP,84792.89,60778.95,Failure
ESTP,INFP,90169.75,38142.72,Failure
ESTJ,ISFP,44500.96,76301.25,Success
ENTJ,INTP,59198.82,62121.42,Failure
INTP,INFP,64034.29,45225.22,Success
ESTP,INFJ,66226.15,40815.8,Failure
ESFP,ENTP,73320.32,62841.49,Failure
ENFJ,ENTP,92968.21,36141.88,Success
ISTP,ENFJ,40076.11,50616.5,Success
ISTJ,ESFP,50786.29,48534.77,Success
INFP,ESFP,85429.39,49074.7,Success
ESTP,ISFJ,92623.21,89624.17,Success
INFP,ESTP,98012.25,53515.18,Success
ISFJ,INFJ,76637.13,85698.56,Success
ENFJ,ESTJ,44507.27,91811.35,Success
ENTJ,INTJ,87547.03,78252.65,Failure
ISTJ,ENTP,91904.82,46656.42,Failure
ENFJ,ENFP,79636.21,66458.04,Success
ENTJ,INFP,30537.07,84171.63,Failure
ISTP,ESFJ,30140.69,73187.92,Failure
INFP,INFJ,68523.99,40237.4,Failure
INTJ,ESTJ,38683.72,59991.57,Failure
ESFP,ENFP,87010.2,62047.02,Success
ENTJ,ISTP,93967.99,55098.84,Success
ENFJ,ISTP,83746.42,52392.75,Failure
INTJ,ESTP,91333.15,98087.44,Failure
INTJ,INTP,83153.33,90030.87,Success
ENTJ,ISFP,86528.99,39897.15,Failure
ISFJ,ENFJ,57784.19,86986.75,Success
ENTP,INTP,68023.89,87394.56,Failure
ESTP,INFP,59007.99,65650.06,Success
INFJ,INFP,38262.71,40486.32,Failure
ESFJ,ENFJ,34337.69,71024.36,Failure
ISFP,INFJ,32221.49,40144.57,Success
INTJ,INFP,51621.14,88870.34,Failure
INFJ,ISTP,43135.63,49051.4,Success
INTJ,ESTP,45043.24,90891.56,Success
ENTJ,INFP,37513.85,45812.52,Failure
ISTJ,INFP,54496.19,55110.26,Success
ESTJ,ISTJ,65383.58,31877.64,Failure
ISFP,ESFP,87938.66,55288.1,Success
ISTP,INFJ,64448.31,97802.8,Success
ESTP,INTJ,83218.5,91650.82,Success
ISTJ,ENFJ,58135.3,93778.11,Success
ENTJ,ISTJ,33916.07,82381.22,Success
ESTP,ESTP,76866.86,60213.65,Failure
INTP,INTP,52376.68,80752.46,Success
ENTP,ENFP,84296.5,94077.98,Failure
INFP,INFJ,52983.73,48286.4,Failure
ISTJ,ENFJ,38972.18,33450.59,Success
ISTP,ESTJ,82891.88,86397.54,Failure
INTJ,ESTP,71467.43,49086.46,Failure
INTJ,INFJ,91106.27,60764.49,Failure
INTP,ISFP,52249.48,80419.74,Success
ISFJ,INFP,99667.25,86725.48,Failure
ISFJ,ENTJ,51572.43,51183.19,Failure
ESFJ,ESTP,73242.78,86503.44,Failure
ISTJ,INTP,68104.15,32614.85,Success
INFP,ENFJ,74373.96,52402.63,Failure
ISFJ,INTP,87205.84,99814.01,Success
ISFJ,INTJ,70449.43,53283.24,Success
INTJ,ISTP,80618.23,69098.79,Failure
INFP,ESFP,85972.51,57334.74,Failure
ISTP,INFP,80193.43,80509.02,Success
ENTP,INTP,75363.4,36986.82,Failure
ISFJ,ENTP,70273.99,40602.9,Success
INTJ,INTJ,73637.87,89111.37,Failure
INFJ,ESTJ,84838.89,72793.4,Success
ESFJ,INFJ,30533.72,63785.64,Failure
ENTJ,ISTP,38139.36,60915.06,Success
ENFJ,ENFJ,47168.79,84407.66,Success
ENFJ,ESTJ,97053.57,35842.67,Failure
ISTJ,ISFJ,68200.1,99431.87,Failure
INTP,ESFJ,39862.67,47567.72,Success
ESFP,ESFJ,46504.33,82029.68,Failure
ENTJ,INFP,76447.08,51007.06,Success
INFJ,INFJ,92190.43,95513.3,Failure
ISFP,ESFJ,84356.86,58545.63,Failure
INTJ,ISFP,42444.19,98253.02,Failure
INTJ,ISTJ,35301.09,98868.59,Success
ENFP,ISTP,37315.63,81868.1,Failure
ENTP,ENFJ,85714.38,43674.91,Failure
INFJ,ESTJ,46534.14,65587.29,Failure
ESFJ,ESFP,42075.94,47465.34,Failure
ESTP,ISTJ,87626.39,77742.81,Failure
ENFJ,INTJ,63341.27,88146.76,Failure
INFJ,INFJ,86705.18,97026.1,Failure
ENFP,ISTJ,47220.53,83824.06,Failure
ESTJ,ISTJ,55565.09,51347.11,Failure
ISTJ,ESTJ,39159.56,94799.85,Success
INFJ,ISTJ,38559.33,46583.05,Failure
ESTP,ESFP,79442.34,88337.88,Failure
ISTP,INTJ,95891.91,53817.12,Failure
ISTJ,ENFP,83635.01,77883.05,Failure
ENFJ,ENFJ,38822.52,84484.29,Success
ENFJ,ESTP,33798,80524.78,Failure
ENTJ,ENFP,44741.29,38167.8,Failure
ENTP,ESTP,49421.09,74056.17,Success
ESFP,ENFJ,39366.96,74897.42,Success
ISFP,ESTP,44923.06,45358.42,Failure
INTJ,INTP,99086.62,87954.31,Failure
INFJ,ENFJ,52720.65,41326.12,Failure
ESFP,ENTJ,56504.87,46991.69,Success
INTP,INFJ,94926.55,69951.5,Success
ISTP,ENTP,86169.43,63009.9,Failure
ESFP,INTP,69592.89,38758.91,Failure
ISFP,ESFJ,69699.59,72308.42,Failure
ISTJ,ESFJ,86392.01,52984.61,Failure
ISTJ,ESFP,99524.95,42533.79,Failure
ISTP,ENFP,74221.75,81819.41,Success
ESTP,ESTP,41907.07,71646.99,Failure
INTP,ISTJ,65206.44,99783.61,Failure
ISTJ,INFJ,78096.5,66033.13,Success
ESTJ,ESFP,67800.93,50539.93,Success
INTJ,INTP,91805.85,98236.2,Failure
ISTJ,ISFP,46274.73,56444.58,Failure
ISFJ,ESTJ,73470.08,85910.04,Failure
INTJ,ENTP,99699.2,88850.64,Success
INFJ,ISTP,88796.6,91729,Success
ESTJ,ISTJ,88764.79,59844.93,Failure
ESTP,INTP,94600.34,96383.69,Success
ENFJ,ISFJ,30308.9,96531.16,Success
ISFJ,ENTJ,50261.77,55513.55,Failure
ISTP,ESFJ,91013,91981.96,Success
ESFJ,ISFJ,92061.91,95455.19,Failure
INFJ,INFP,42617.85,82083.31,Failure
ISFP,ISFP,31225.25,78827.48,Success
ENTP,ESFP,30013.85,80672.09,Success
ESTJ,ESFJ,45709.29,60497.32,Failure
ISFJ,ENFP,64824.97,45545.85,Failure
INFJ,ESFJ,63065.4,57019.38,Failure
ISFP,ENTP,50631.47,61005.73,Failure
ISTP,ENFP,46523.74,82691.23,Failure
ESFP,ESTP,31034.2,76528.56,Failure
INFP,INTP,73302.83,50442.6,Failure
ISTJ,ENFJ,62862.08,80501.51,Failure
ESTP,INFJ,84133.03,73042.78,Success
INFP,INFJ,56171.35,64345.8,Failure
ESTP,ENFP,47207.58,44427.01,Failure
ESFJ,ESFP,38734.57,87184.36,Success
ESFP,ENFJ,39547.44,45454.17,Success
ISTP,ESFJ,93873.13,58023.65,Failure
ENTP,ISFJ,67556.28,93558.38,Success
INFJ,ENFJ,88298.16,80175.72,Failure
ESTJ,ISTP,39905.01,99580.05,Failure
ISFP,ISFP,41043.16,40070.42,Success
ISTP,INFJ,70391.27,91395.45,Failure
ESFP,ISFJ,38968.38,88475.29,Failure
ISTP,ENFP,78154.15,84331.58,Failure
ESTP,ENTJ,79121.37,83499.82,Success
INFP,INTP,93265.56,72259.7,Success
INTP,INFP,87558.71,51358.72,Success
ENFP,ESFJ,75649.99,50037.35,Success
ISTJ,ISTP,99936.44,95596.96,Success
INTJ,INFJ,61538.52,30931.83,Failure
ISFP,ESTP,98970.55,66588.8,Success
ISTJ,ENFJ,69617.06,32846.37,Success
ESTJ,INTJ,59164.29,40016.46,Failure
INTP,ISTJ,63969.51,90560.11,Success
ENTP,INFJ,49307.35,83162.98,Success
INFJ,INTJ,36007.16,61283.18,Success
INTJ,ENTJ,45109.1,87354.88,Success
ENFJ,INFP,58323.74,53718.65,Failure
ESTJ,ISFP,36136.16,32774.91,Failure
ISTP,ESFJ,70297.69,72916.98,Success
ESFJ,INFP,95256.31,98251.48,Success
ESTP,ISTP,91836.73,77360.82,Success
ENFJ,ENFP,62523.28,72704.73,Failure
ENFJ,INFJ,51241.57,68278.06,Failure
ESFJ,ENTP,88097.51,41207.75,Failure
INFP,ESTJ,59741.92,88121.97,Failure
INFP,INTJ,56025.61,64479.98,Failure
ISTJ,ENTP,98001.15,62615.61,Success
INTJ,INFP,90718.95,84932.31,Success
ESFJ,INFJ,46167.77,88905.15,Failure
INTP,ENFP,87835.16,31973.19,Success
ENTJ,ISFP,58752.68,35376.53,Failure
ESFP,ESTJ,37990.16,49931.25,Failure
ESFJ,INFP,80622.14,38525.53,Failure
ESFP,ISFP,39091,62521.94,Failure
ISTP,ENFJ,70987.68,55265.39,Success
ISFP,ENTJ,89869.26,84280.33,Failure
ENFJ,ENTP,43050.97,78276.93,Success
INTP,ENTJ,39872.13,77788.41,Failure
ISFP,ESTJ,61914.86,77364.75,Success
INTJ,INFJ,97252.41,49319.12,Success
ISFJ,INFP,45615.72,75590.62,Success
ENTJ,ESTP,85092.12,96818.38,Success
ENFJ,ESTP,86254.71,73218.24,Success
ENTJ,ISTP,84302.21,32952.99,Failure
ENTJ,INTJ,36023.77,37997.6,Failure
ESFP,INTJ,37652.75,35534.72,Success
ENFP,INFP,71937.18,31594.34,Success
ENTP,ENFJ,72346.45,58946.7,Success
INTJ,ISTJ,84135.23,66429.39,Success
ESTJ,ISTJ,98521.29,34814.9,Success
ENFJ,ENFP,75941.53,59626.4,Success
ESTJ,INFJ,79413.63,97728.04,Failure
ESFJ,ENTP,96436.52,30817.23,Failure
INTJ,ISTP,52742.47,67006.07,Failure
ESTP,ISFJ,51032.56,46532.09,Success
ENFJ,ENFP,50256.68,60344.88,Failure
ESTJ,ESFP,83054.47,33066.32,Success
ISFJ,ISFJ,78596.76,79707.79,Failure
ESFP,ESFP,60974.66,53207.11,Failure
ISTP,ESFJ,35822.08,32098.11,Failure
ISTJ,INFJ,44609.24,37798.14,Failure
ENFJ,ISTJ,30667.95,46549.1,Failure
ISFJ,INFP,44556.09,76428.03,Failure
ESFP,ESFJ,34430.36,63083.07,Success
ESFJ,ESTJ,82978.57,93436.88,Success
ISFP,ENFP,83799.5,42305.22,Success
ESFP,ESFJ,47212.17,50578.97,Success
ENFJ,INTP,56334.42,56899.22,Success
ENFJ,ENTP,91037.82,32588.35,Failure
ESTJ,ENFP,76041.65,64505.36,Success
ISFP,INFP,46072,49871.43,Failure
ENTP,ISFP,83888.48,97025.81,Failure
ENFJ,ISFP,69730.39,34441.39,Failure
ENTP,INTJ,88779.94,69119.4,Success
ESFP,ESTJ,74846.49,67877.68,Success
ISFP,ISTP,31493.09,57942.87,Success
ENFP,ISFP,88212.3,59295.18,Failure
ENFJ,ENTJ,57610.55,99375.56,Failure
ESFJ,ESTJ,43049.48,92939.35,Failure
INFJ,ESFP,98281.84,58306.77,Success
ISTP,INTJ,94622.69,50296.56,Failure
ENFP,ISTP,99213.79,95912.29,Success
ENFJ,ESFP,36907.84,53993.31,Failure
ENFP,ISTJ,93641.65,32511.76,Failure
INTP,ISFJ,33755.77,32624.51,Success
INFJ,ISTP,44560.61,74916.7,Success
INTP,ENTJ,93537.98,94110.12,Failure
ISFP,ENTJ,65095.5,59976.67,Success
ENTP,ISTP,69645.68,35272.51,Failure
ESTP,ESTP,84556.23,36936.11,Failure
INFJ,INTP,74088.77,40417.17,Success
ESFP,ENTJ,60712.46,44145.06,Failure
INFP,ISFJ,38386.82,73490.67,Failure
ESFJ,ENFP,37988.85,33164.02,Success
ISFJ,ESTP,59228.66,46661.45,Success
INTP,INFJ,42698.17,60038.61,Failure
INFJ,ESTP,32129.29,60178.13,Success
ISFP,ENTJ,88725.85,43582.82,Failure
ISFP,ESTJ,98965.24,62107.7,Success
ESTJ,ENFJ,81666.18,41031.25,Failure
INFJ,ENFP,35447.17,48505.55,Failure
INFP,ENTJ,78327.85,71832.7,Success
ESTJ,ENFP,35339.5,73744.59,Failure
ISTJ,ENFP,72118.62,98200.8,Success
ESFP,ISTP,71405.99,85904.61,Success
ENTJ,INFJ,35221.49,47302.45,Success
ISFJ,ENTP,44658.74,76508.94,Success
ENFJ,INFJ,83094.39,63007.96,Success
INFP,ISFP,56231.66,97858.68,Failure
INTJ,ESTP,80550.15,33744.42,Failure
INFP,ENFP,89066.27,78179.12,Failure
ISFJ,ISTJ,32760.53,73297.98,Failure
ENTP,ENTP,94302.01,68768.13,Failure
ESFP,ISTP,61882.34,46768.67,Failure
ESTJ,ENFJ,68027.86,83885.99,Success
ISTP,ISFJ,69854.64,98354.88,Failure
ESTP,ESFP,58532.92,38802.8,Failure
INTP,INTJ,41210.87,51232.62,Success
ISFP,ESTP,54870.01,44190.92,Success
INFP,ENFP,53791.38,93238.21,Failure
ENTJ,ISFJ,75285.98,68967.76,Failure
ENTJ,INFP,31828.96,51813.18,Success
ESTJ,ESFP,61603.44,68297.02,Success
ESTJ,ISTJ,37651.02,83080.11,Failure
INTJ,ENFJ,98305.52,95034.36,Failure
ENTP,ESFP,66312.75,82515.19,Success
ENFP,ENTJ,87087.29,74629.15,Failure
ESFP,ISTP,75411.13,33238.97,Success
ENTJ,ENTP,99473.4,62303.62,Success
ISFP,INFP,74931.02,98452.62,Failure
ISFP,INTJ,45117.43,91041.91,Failure
ENFP,ESFJ,73880.37,66352.12,Failure
ESTJ,ENFJ,83584.12,72403.52,Failure
INTP,INTJ,84815.56,72004.06,Failure
ISTP,ISFJ,31418.01,71419.25,Success
ESFP,ENTP,52966.74,74727.51,Failure
ISFJ,ISFP,42741.34,94065.89,Success
ISFP,INFP,72571.31,40454.64,Failure
ESTJ,ESFP,47376.35,52208.76,Success
ISFJ,ESFJ,97516.76,88355.02,Failure
ESTP,INFP,51403.15,30864.35,Success
INFP,INFJ,96267.97,81953.07,Success
INFP,ESTJ,59142.31,97342.85,Success
ESTP,INTP,43472.74,94913.31,Success
ISTP,ESFJ,55964.69,32185.75,Success
INTP,ENFJ,68572.12,92853.05,Failure
ESTJ,INFP,78659.75,43067.9,Success
INFJ,ENFJ,57906.99,32115.94,Success
ISTJ,INFJ,68327.99,35082.25,Success
INTP,INTP,57236.28,43877.18,Success
INTJ,ESFJ,88960.64,40513.94,Failure
ISFJ,ESFP,75207.68,50747.53,Failure
ESFJ,ENTP,96363.37,58924.38,Success
INTJ,ISFJ,34403.16,91980.61,Failure
ESFJ,ESTP,74273.96,78638.82,Failure
ISFP,ESFP,80818.88,72009.16,Failure
ENTJ,ISFP,92743.74,54385.21,Success
INFJ,ESTP,30246.32,63529.83,Failure
ISTJ,ESTJ,88458.78,39786.23,Success
ESFJ,ENTJ,45035.9,56374.05,Success
ISFJ,ENFP,39842.89,94315.85,Failure
ESFP,INTP,99221.35,42355.42,Success
ENFP,INFP,87013.38,79812.61,Success
INTP,ISFP,56546.9,34999.16,Success
ENFP,ISFJ,71124.03,91132.12,Success
ESFJ,ESFJ,64679.59,72608.76,Failure
ESFJ,ISTP,91943.66,79824.15,Success
ESFP,ISFP,34402.97,35760.66,Success
ESTJ,ENFJ,44562.52,94975.33,Failure
ESTP,ESFJ,86528.57,35022.08,Success
ISFP,ENFP,94676.55,46906.31,Success
ESTJ,ISFP,59962.98,57870.46,Success
INTJ,ISFJ,66294.62,67758.57,Success
ENTP,INFJ,47743.84,38489.18,Failure
INFP,INTP,74574.72,31892.57,Failure
ENTJ,INFP,64762.99,51275.08,Success
INFP,ESFJ,85665.27,38086.68,Failure
ENTP,ENTJ,85016.12,88393.27,Failure
INTP,ENFP,95409.89,76921.36,Success
INFJ,ESFP,30473.52,75280.48,Failure
ISFJ,INFJ,53532.52,84434.28,Failure
ENFJ,ENTJ,80759.91,62714.69,Failure
ISFP,ENTP,91282.66,64054.56,Success
INFJ,ENFP,39406.53,65715.18,Failure
ENTP,ISFP,40678.27,84040.15,Failure
ESFP,ISTP,43388.82,91594.8,Success
ISTP,ESFJ,58719.15,74772.2,Failure
ENFJ,INTP,35687.37,56034.94,Success
ESFP,ESTP,72363.93,60321.43,Failure
INTP,ISTJ,62233.24,43988.54,Success
INTP,INFP,67255.91,78263.98,Failure
INTJ,ISFP,34838.92,81709.79,Success
ESTP,ESFP,35185.57,72937.47,Failure
INFJ,INTJ,74214.73,60956.86,Failure
INTJ,INTP,70926.86,67435.68,Failure
ISTP,INTJ,65465.06,77043.69,Success
ESFP,ENTJ,33719.43,90438.36,Failure
ENFJ,INFJ,37056.08,80713.08,Failure
ENFJ,ISTP,86068.05,43007.86,Failure
ISTP,ISTJ,68745.32,38680.99,Failure
ISTP,ENTJ,69049.84,57637.78,Success
ENTJ,ENFP,70395.73,80189.53,Success
ISFJ,ESTP,45086.44,61916.54,Success
ENFJ,ESTJ,32843.52,80907.76,Failure
ISTJ,INFP,34415.54,51639.23,Success
ESTP,ESFP,90927.33,66804.02,Success
ENFP,ISFJ,47161.59,40969.5,Success
ESTP,INFP,35950.78,58567.01,Failure
ISFP,INTJ,89359.99,43639.28,Failure
ENFP,INTP,70099.1,85766.88,Failure
ISTP,INFJ,87068.86,52871.29,Failure
ESFP,ISFP,43610.2,63962.39,Success
ISFJ,ESFP,52130.8,63870.69,Failure
ISFJ,INFP,63322.68,73475.22,Success
ESTP,ISTJ,93774.89,31821.59,Success
INTJ,ENTP,61428.55,56800.14,Success
ESFJ,ENFP,50637.73,60329.63,Failure
ESFJ,INTP,81588.87,72868.77,Success
ISFJ,ISTP,71795.51,44224.05,Failure
ENTP,ESFP,77477.55,45225.41,Success
INTJ,INFJ,96700.09,54622.33,Success
ENTJ,ISTP,85859.22,42609.88,Failure
ESFP,ESFP,47018.91,70397.35,Failure
ESTP,ESTP,83843.85,35026.86,Success
ENFP,INTP,69319.16,90677.05,Failure
ISFP,ESTP,48731.63,72247.43,Failure
INFP,ISFJ,60513.08,99325.87,Success
INFJ,ISTP,34877.59,30143.05,Success
ISFP,INFJ,58772.71,39125.55,Failure
ISFJ,ENFJ,44447.37,55172.7,Success
ISFP,ISFJ,36597.38,66073.75,Success
ENFJ,INTP,58969.36,52598.12,Success
ISTJ,ISFP,94330.61,80316.2,Success
INTJ,ESTP,42418.16,63928.79,Failure
ESFJ,INFJ,43771.85,52189.54,Success
ISTJ,ISFJ,93804.78,47974.88,Success
INFP,ESTP,55305.32,35680.76,Success
ESTP,ENTP,82173.76,97748.31,Success
ISFP,INTJ,97073.47,96427.66,Success
ESTJ,INFJ,43370.96,58601.16,Failure
INFP,ESFP,74205.26,98200.37,Success
INTJ,ISTJ,79903.4,41201.49,Failure
ESTP,ISFJ,56959.01,67641.6,Failure
ENTP,INTP,65467.58,76866.43,Failure
ISFP,ISFJ,33634.75,92610.96,Success
ENFJ,ESTJ,72612.17,74446.58,Failure
ESFJ,ISTP,75338.56,34195.33,Success
ESFJ,ESFJ,31625.89,32425.6,Failure
ENFJ,ISFP,45084.06,56570.98,Failure
INTJ,INFJ,52379.82,80490.52,Failure
