"DJ","Music","Day","Attendance","Rating"
"Blue","Rock","Thursday",52,4.7
"Ania","Jazz","Saturday",147,4.1
"Mski","Jazz","Saturday",175,2.8
"Brejcha","Jazz","Friday",115,4.9
"Monique","Rock","Friday",178,3.6
"Mski","Rock","Friday",31,3.2
"Blue","Rock","Saturday",60,2.1
"Brejcha","Techno","Friday",31,4.3
"Blue","Rock","Thursday",76,4.2
"Monique","Techno","Friday",59,4.4
"Mski","Jazz","Friday",151,2.7
"Mski","Techno","Thursday",78,2.3
"Blue","Rock","Saturday",55,4.7
"Brejcha","Jazz","Saturday",189,3.2
"Ania","Jazz","Saturday",128,2.4
"Ania","HipHop","Friday",42,3.7
"Brejcha","Techno","Thursday",38,1.6
"Blue","HipHop","Friday",129,4
"Blue","Rock","Thursday",52,2.9
"Ania","Jazz","Saturday",175,2.3
"Ania","Jazz","Thursday",45,2.7
"Monique","Techno","Saturday",150,1.4
"Monique","HipHop","Thursday",109,3.3
"Brejcha","Jazz","Friday",47,4
"Brejcha","Jazz","Thursday",165,1.7
"Mski","Jazz","Saturday",70,1.3
"Mski","Jazz","Friday",108,3
"Brejcha","HipHop","Friday",98,2.3
"Mski","HipHop","Thursday",136,3.8
"Monique","Rock","Friday",173,4.4
"Brejcha","Rock","Thursday",40,3.1
"Ania","Jazz","Thursday",174,2.3
"Monique","Techno","Saturday",114,1.7
"Monique","Rock","Friday",61,3.3
"Blue","Jazz","Friday",97,3.8
"Mski","Rock","Thursday",56,1.8
"Ania","HipHop","Saturday",39,2.2
"Brejcha","Techno","Saturday",163,3.5
"Brejcha","Jazz","Thursday",109,2.5
"Brejcha","Rock","Friday",81,4.1
"Blue","Techno","Friday",48,1.2
"Mski","Techno","Thursday",163,4.5
"Monique","Jazz","Thursday",198,4.9
"Ania","Rock","Friday",38,3.9
"Ania","HipHop","Saturday",116,2.5
"Brejcha","Jazz","Friday",197,2.8
"Monique","HipHop","Thursday",200,4.7
"Ania","Rock","Thursday",147,1.8
"Blue","HipHop","Friday",98,2.3
"Blue","Rock","Saturday",125,2.6
"Ania","HipHop","Thursday",58,1.3
"Ania","Rock","Friday",38,4.1
"Blue","HipHop","Friday",40,2.4
"Blue","Jazz","Thursday",110,4.8
"Mski","Techno","Saturday",25,4.9
"Blue","HipHop","Friday",31,3.4
"Monique","Techno","Thursday",58,1.7
"Blue","HipHop","Friday",97,2.2
"Blue","Jazz","Friday",85,2.9
"Blue","Jazz","Friday",61,1.5
"Blue","Jazz","Friday",89,3.2
"Ania","Techno","Friday",26,2.5
"Brejcha","HipHop","Thursday",154,3.1
"Mski","HipHop","Friday",102,4.8
"Mski","Jazz","Saturday",38,2.4
"Mski","Techno","Saturday",131,1.3
"Blue","Techno","Thursday",192,4.8
"Brejcha","Rock","Saturday",101,1.6
"Ania","Rock","Saturday",102,4.5
"Blue","Rock","Friday",49,3.5
"Mski","Techno","Friday",65,4.5
"Mski","Jazz","Friday",74,1
"Ania","Techno","Thursday",87,2.6
"Blue","Techno","Thursday",188,4.7
"Monique","HipHop","Thursday",44,2.1
"Mski","Techno","Thursday",86,2.6
"Monique","Techno","Saturday",154,4.1
"Monique","HipHop","Thursday",68,2.6
"Blue","Jazz","Saturday",92,3.4
"Monique","Jazz","Saturday",159,3.9
"Mski","Rock","Saturday",20,5
"Blue","Rock","Saturday",187,5
"Mski","Rock","Friday",31,3.2
"Ania","Jazz","Friday",90,1.6
"Mski","Rock","Saturday",34,2.9
"Blue","HipHop","Thursday",122,2
"Mski","HipHop","Saturday",59,3.2
"Ania","Rock","Friday",73,3.9
"Brejcha","Rock","Saturday",48,1.6
"Brejcha","Techno","Thursday",78,1.2
"Brejcha","HipHop","Friday",108,4.3
"Brejcha","Rock","Thursday",138,2.9
"Brejcha","Rock","Friday",44,4
"Blue","Rock","Saturday",85,3.4
"Monique","Techno","Saturday",181,3.4
"Blue","Jazz","Thursday",92,3.4
"Monique","Techno","Thursday",99,1.4
"Blue","Techno","Thursday",124,3.1
"Monique","Jazz","Saturday",143,3.9
"Brejcha","Jazz","Friday",198,4
"Brejcha","Rock","Thursday",108,3.9
"Mski","Jazz","Friday",64,2.4
"Mski","HipHop","Saturday",21,4.3
"Brejcha","Techno","Thursday",169,3.4
"Ania","Techno","Friday",170,3.4
"Mski","Techno","Thursday",143,4.3
"Blue","Rock","Friday",33,1.4
"Blue","Jazz","Thursday",99,3.9
"Blue","Rock","Thursday",63,4
"Brejcha","HipHop","Friday",23,3.3
"Ania","Techno","Friday",104,3.3
"Blue","HipHop","Saturday",145,3.2
"Blue","Jazz","Friday",76,2.3
"Ania","Rock","Saturday",137,5
"Brejcha","Jazz","Friday",56,2.7
"Monique","Rock","Thursday",173,2.6
"Brejcha","HipHop","Thursday",96,1.7
"Mski","Jazz","Thursday",194,2.6
"Monique","Rock","Saturday",86,3.3
"Ania","HipHop","Friday",196,3.4
"Brejcha","HipHop","Saturday",111,4.2
"Ania","Techno","Saturday",85,4.3
"Mski","Rock","Friday",71,1.4
"Blue","HipHop","Friday",188,3
"Brejcha","Techno","Friday",142,2
"Brejcha","Rock","Thursday",42,3.1
"Ania","Jazz","Friday",194,3.1
"Ania","Jazz","Saturday",187,1.9
"Ania","HipHop","Thursday",200,2
"Blue","HipHop","Saturday",141,4.7
"Brejcha","Jazz","Saturday",27,4.2
"Monique","Techno","Friday",195,2.4
"Blue","HipHop","Thursday",115,1.2
"Ania","Techno","Saturday",41,3.5
"Blue","HipHop","Thursday",23,1.6
"Monique","Techno","Friday",179,4.5
"Brejcha","Techno","Friday",69,2.8
"Monique","Jazz","Saturday",132,1.2
"Mski","Jazz","Saturday",119,3.5
"Mski","Jazz","Thursday",48,4.6
"Ania","Jazz","Saturday",78,2.4
"Mski","Jazz","Friday",156,3.8
"Mski","Jazz","Friday",137,4.9
"Blue","Rock","Saturday",199,2.6
"Ania","HipHop","Saturday",46,2.8
"Mski","Rock","Thursday",25,4
"Mski","Techno","Friday",53,2.4
"Brejcha","Techno","Friday",23,2.1
"Monique","Techno","Friday",130,4.6
"Blue","HipHop","Friday",76,3
"Ania","Jazz","Thursday",94,3.6
"Monique","Jazz","Thursday",39,1.8
"Ania","Techno","Saturday",134,1.6
"Mski","Jazz","Saturday",193,3.7
"Monique","HipHop","Saturday",20,1.2
"Monique","Rock","Saturday",125,2.6
"Monique","Techno","Saturday",96,1.1
"Blue","Techno","Saturday",104,2.6
"Blue","Jazz","Thursday",100,4
"Monique","HipHop","Friday",200,4.7
"Monique","Jazz","Thursday",52,1.5
"Ania","Techno","Friday",147,4.7
"Monique","Jazz","Thursday",101,2.5
"Ania","Rock","Thursday",23,2
"Ania","Techno","Thursday",61,2.2
"Blue","Techno","Friday",168,4.2
"Monique","HipHop","Thursday",200,4.7
"Blue","HipHop","Thursday",185,3.8
"Ania","HipHop","Saturday",24,2.9
"Ania","Jazz","Thursday",137,4.1
"Blue","HipHop","Thursday",155,1
"Ania","Rock","Friday",176,3.9
"Brejcha","Jazz","Friday",43,4.2
"Blue","Jazz","Thursday",72,2.1
"Ania","Rock","Saturday",50,3.4
"Monique","Rock","Saturday",35,3
"Brejcha","Techno","Saturday",105,2.8
"Blue","HipHop","Saturday",45,2
"Monique","Jazz","Saturday",77,2.8
"Blue","Rock","Friday",169,2.5
"Monique","Rock","Saturday",126,4.1
"Blue","Rock","Thursday",100,2.2
"Ania","Rock","Saturday",102,3.8
"Mski","Jazz","Thursday",67,2.8
"Blue","Rock","Saturday",184,2.6
"Ania","Rock","Saturday",163,4.2
"Monique","Rock","Saturday",141,3.1
"Brejcha","Jazz","Saturday",95,1.5
"Ania","Rock","Friday",158,2.6
"Monique","Jazz","Thursday",172,3.7
"Brejcha","Jazz","Thursday",159,2.8
"Mski","Jazz","Thursday",117,3.3
"Brejcha","Rock","Thursday",23,3.8
"Blue","Techno","Thursday",172,4.3
"Ania","Techno","Friday",109,2.9
"Mski","Jazz","Friday",65,1.2
"Mski","Jazz","Friday",113,4.2
"Monique","Rock","Friday",88,3.8
"Monique","HipHop","Saturday",200,4.7
"Blue","Jazz","Thursday",94,3.5
"Blue","Rock","Friday",58,3.6
"Blue","Jazz","Saturday",74,2.2
"Monique","Rock","Saturday",110,2.8
"Blue","Jazz","Friday",89,3.2
"Monique","HipHop","Friday",48,2.2
"Mski","Techno","Saturday",99,2.4
"Monique","Jazz","Saturday",25,3.1
"Ania","Jazz","Saturday",134,4.8
"Brejcha","Rock","Saturday",48,3.5
"Ania","Rock","Saturday",69,3.5
"Blue","Techno","Thursday",124,3.1
"Mski","HipHop","Saturday",166,2.8
"Ania","Techno","Saturday",45,3.1
"Ania","Techno","Thursday",61,2.9
"Mski","HipHop","Thursday",100,1.9
"Monique","HipHop","Thursday",44,2.1
"Mski","HipHop","Thursday",122,4.2
"Blue","Jazz","Saturday",92,3.4
"Brejcha","Rock","Saturday",199,3.9
"Brejcha","Rock","Saturday",137,1.7
"Brejcha","Techno","Saturday",48,3.9
"Monique","HipHop","Friday",109,3.3
"Brejcha","Jazz","Thursday",177,1.1
"Blue","HipHop","Thursday",66,1.1
"Ania","Rock","Thursday",83,3.5
"Brejcha","Rock","Friday",75,2.5
"Mski","Rock","Saturday",56,1.8
"Blue","HipHop","Thursday",112,4.5
"Monique","Techno","Saturday",107,1.6
"Brejcha","Rock","Friday",124,2.4
"Monique","Rock","Thursday",52,4.3
"Monique","Techno","Friday",133,4
"Mski","Jazz","Thursday",199,2.8
"Ania","Rock","Friday",34,4.9
"Blue","Rock","Saturday",157,3.8
"Monique","HipHop","Thursday",194,4.4
"Blue","Techno","Friday",144,3.6
"Ania","Jazz","Friday",70,4
"Ania","Techno","Thursday",154,1.6
"Brejcha","HipHop","Thursday",84,4.1
"Blue","Techno","Saturday",168,4.2
"Brejcha","Rock","Saturday",76,1.3
"Brejcha","Rock","Friday",86,4.6
"Ania","Techno","Thursday",136,1.7
"Blue","Techno","Friday",152,3.8
"Brejcha","Techno","Saturday",168,4.9
"Monique","Rock","Saturday",144,1.3
"Blue","Jazz","Thursday",74,2.2
"Brejcha","Rock","Friday",191,3
"Monique","HipHop","Friday",200,4.5
"Blue","Rock","Saturday",163,4.7
"Ania","Rock","Thursday",73,3.7
"Ania","Techno","Friday",154,1.1
"Monique","Jazz","Thursday",200,1.4
"Monique","Techno","Saturday",184,2.8
"Brejcha","Jazz","Thursday",74,4.1
"Brejcha","Rock","Friday",118,3.6
"Ania","Techno","Saturday",59,2.2
"Blue","Jazz","Thursday",77,2.4
"Blue","Jazz","Thursday",76,2.3
"Brejcha","Jazz","Thursday",124,4.5
"Brejcha","Techno","Saturday",120,2.2
"Ania","Jazz","Saturday",32,4.9
"Mski","Techno","Saturday",88,4.4
"Brejcha","Techno","Saturday",80,2.2
"Brejcha","Jazz","Friday",126,4.1
"Mski","Jazz","Friday",33,2.4
"Ania","Rock","Saturday",182,3.8
"Brejcha","Rock","Thursday",117,2.5
"Blue","HipHop","Thursday",198,4
"Ania","Techno","Friday",140,3.7
"Blue","HipHop","Thursday",153,1.1
"Blue","Techno","Friday",44,1.1
"Ania","Techno","Saturday",73,2.9
"Brejcha","Techno","Friday",156,1.7
"Mski","HipHop","Thursday",82,2.1
"Ania","Rock","Saturday",169,3.4
"Ania","Techno","Friday",159,1.9
"Monique","Rock","Friday",61,1.5
"Ania","Techno","Friday",102,1.8
"Monique","Techno","Thursday",182,4.3
"Ania","Jazz","Thursday",37,2.4
"Monique","Jazz","Thursday",98,4.4
"Monique","Rock","Friday",122,1.8
"Mski","Rock","Friday",30,3.3
"Brejcha","Techno","Friday",145,1.6
"Mski","Jazz","Friday",112,3
"Blue","HipHop","Thursday",48,1.3
"Ania","Jazz","Saturday",181,2.6
"Monique","Techno","Thursday",64,4.9
"Mski","Techno","Saturday",173,1.2
"Brejcha","HipHop","Saturday",27,3.7
"Brejcha","Rock","Thursday",199,4.6
"Brejcha","Jazz","Saturday",81,3.2
"Ania","Techno","Saturday",130,2.2
"Monique","HipHop","Saturday",200,4.7
"Ania","Jazz","Friday",113,2.2
"Mski","Techno","Thursday",146,1.6
"Ania","Rock","Thursday",132,4.9
"Mski","HipHop","Saturday",33,3.1
"Brejcha","Techno","Friday",41,4.8
"Monique","Rock","Saturday",125,4.4
"Mski","Rock","Saturday",38,2.6
"Monique","Jazz","Saturday",116,2.3
"Mski","Techno","Saturday",188,4.6
"Monique","Rock","Friday",174,1.4
"Ania","HipHop","Friday",85,1.7
"Mski","Jazz","Saturday",67,2.1
"Blue","Jazz","Friday",61,1.5
"Monique","HipHop","Friday",36,1.9
"Blue","Jazz","Friday",104,4.3
"Monique","Techno","Friday",119,3.7
"Monique","Jazz","Friday",105,3.7
"Blue","Techno","Saturday",172,4.3
"Mski","Techno","Thursday",117,1.1
"Mski","Rock","Thursday",33,3
"Brejcha","Jazz","Friday",32,2
"Ania","HipHop","Friday",28,2.4
"Monique","Rock","Saturday",48,2.2
"Ania","HipHop","Saturday",163,1
"Brejcha","Techno","Thursday",27,2.6
"Blue","Techno","Saturday",104,2.6
"Mski","Jazz","Saturday",111,4
"Mski","Techno","Friday",28,4
"Mski","Techno","Saturday",85,2.9
"Monique","Techno","Thursday",146,1.7
"Monique","HipHop","Friday",168,4.1
"Monique","Techno","Friday",64,3.4
"Blue","Techno","Friday",80,2
"Blue","HipHop","Thursday",159,3.3
"Brejcha","HipHop","Friday",128,4.1
"Brejcha","HipHop","Thursday",86,1.5
"Ania","HipHop","Saturday",138,2.2
"Ania","Rock","Saturday",197,4.7
"Blue","HipHop","Thursday",79,4.4
"Monique","Rock","Friday",160,3.8
"Blue","HipHop","Saturday",91,1.3
"Monique","Jazz","Thursday",164,4.2
"Mski","Techno","Friday",133,2.1
"Mski","HipHop","Saturday",30,2.3
"Mski","Jazz","Thursday",184,2.9
"Blue","Rock","Thursday",200,4.7
"Blue","Techno","Friday",44,1.1
"Ania","Jazz","Saturday",135,2.1
"Monique","Techno","Friday",65,4.2
"Mski","HipHop","Friday",88,3.3
"Blue","Rock","Saturday",38,2.2
"Brejcha","HipHop","Thursday",181,1.4
"Blue","Rock","Friday",86,2.6
"Brejcha","HipHop","Friday",112,1.9
"Monique","HipHop","Saturday",73,2.7
"Mski","Jazz","Saturday",65,2.8
"Blue","Techno","Saturday",76,1.9
"Monique","Rock","Friday",157,4.1
"Blue","HipHop","Saturday",92,1.5
"Brejcha","Techno","Thursday",22,2.2
"Mski","Techno","Friday",160,1.2
"Monique","HipHop","Saturday",44,2.1
"Ania","Jazz","Saturday",155,3
"Blue","Rock","Saturday",153,3
"Ania","HipHop","Friday",123,4.3
"Monique","Jazz","Thursday",20,1.1
"Ania","Techno","Thursday",92,2.8
"Ania","Techno","Thursday",51,1.6
"Monique","Jazz","Saturday",34,3.8
"Blue","Jazz","Friday",55,1.2
"Monique","Rock","Thursday",100,2.7
"Mski","Jazz","Saturday",124,4.5
"Ania","Rock","Saturday",32,3
"Ania","Rock","Friday",199,2.8
"Ania","Rock","Friday",177,3.6
"Blue","Rock","Thursday",100,3.1
"Mski","Jazz","Saturday",153,3.7
"Brejcha","Techno","Thursday",92,2.8
"Mski","HipHop","Saturday",109,3.5
"Blue","Rock","Friday",48,1.3
"Mski","Techno","Thursday",30,2.6
"Mski","Jazz","Thursday",183,1.9
"Mski","Jazz","Saturday",74,4.9
"Brejcha","Techno","Thursday",53,4.1
"Mski","HipHop","Thursday",27,4.2
"Ania","HipHop","Saturday",162,3.3
"Mski","Rock","Saturday",30,3.3
"Blue","Techno","Saturday",168,4.2
"Brejcha","Jazz","Thursday",114,4.7
"Blue","HipHop","Thursday",189,3.5
"Monique","HipHop","Saturday",168,4.1
"Monique","HipHop","Thursday",78,2.8
"Monique","Rock","Friday",78,1.9
"Ania","HipHop","Thursday",74,2.3
"Brejcha","Rock","Saturday",86,1.3
"Blue","Jazz","Saturday",111,4.9
"Mski","Techno","Thursday",89,3.6
"Monique","Techno","Saturday",52,2.5
"Blue","Techno","Friday",156,3.9
"Ania","Rock","Thursday",46,2.6
"Mski","Jazz","Friday",131,3
"Brejcha","Techno","Friday",26,3.5
"Monique","Techno","Saturday",67,4.2
"Brejcha","Techno","Saturday",197,3.3
"Blue","Rock","Thursday",128,4.8
"Monique","Techno","Saturday",99,1.3
"Brejcha","Techno","Thursday",195,1.1
"Ania","Jazz","Friday",32,2.7
"Ania","Jazz","Saturday",53,1.9
"Mski","HipHop","Friday",61,3.9
"Brejcha","Rock","Friday",68,4.6
"Brejcha","HipHop","Thursday",36,1.4
"Brejcha","Techno","Saturday",90,3
"Brejcha","Techno","Saturday",151,4.5
"Brejcha","Techno","Friday",119,4.7
"Mski","HipHop","Saturday",171,1.6
"Mski","Techno","Thursday",196,2.5
"Brejcha","Rock","Saturday",171,1.1
"Ania","HipHop","Thursday",117,3.7
"Mski","Techno","Thursday",118,1.4
"Brejcha","Techno","Friday",195,1.5
"Ania","Techno","Friday",161,4.5
"Blue","Techno","Friday",144,3.6
"Monique","HipHop","Friday",194,4.4
"Blue","HipHop","Saturday",184,3.8
"Monique","Rock","Friday",137,4.9
"Monique","Jazz","Friday",127,3.2
"Ania","Jazz","Saturday",109,2.8
"Monique","Jazz","Thursday",47,3.2
"Ania","HipHop","Saturday",46,2.3
"Brejcha","Rock","Friday",181,4.3
"Monique","Jazz","Saturday",68,4.4
"Brejcha","HipHop","Friday",48,4.3
"Monique","Techno","Friday",106,4.3
"Ania","Techno","Friday",44,1.3
"Brejcha","HipHop","Thursday",106,1.2
"Blue","HipHop","Thursday",175,1.4
"Monique","Rock","Thursday",63,2.7
"Blue","Techno","Thursday",196,4.9
"Blue","Rock","Friday",139,2.8
"Mski","Rock","Thursday",42,2.4
"Blue","Techno","Thursday",48,1.2
"Mski","Jazz","Friday",79,2.8
"Brejcha","Rock","Friday",108,2.6
"Mski","Rock","Saturday",42,2.4
"Blue","Techno","Friday",68,1.7
"Ania","Jazz","Saturday",22,1.3
"Mski","Techno","Saturday",174,3.4
"Monique","Jazz","Thursday",118,4.6
"Ania","Jazz","Thursday",141,4.2
"Mski","Techno","Saturday",131,4.9
"Mski","Techno","Saturday",129,1.9
"Monique","HipHop","Thursday",130,3.6
"Blue","HipHop","Saturday",47,3.4
"Mski","Jazz","Friday",168,2.7
"Mski","Techno","Saturday",58,2.5
"Mski","Jazz","Thursday",100,3.8
"Blue","Jazz","Saturday",81,2.6
"Brejcha","HipHop","Thursday",191,4.9
"Mski","Rock","Friday",21,4.8
"Mski","Rock","Saturday",27,3.7
"Monique","Techno","Friday",151,2.3
"Ania","Rock","Thursday",107,1.9
"Brejcha","Rock","Friday",140,3.3
"Monique","Rock","Saturday",117,2.3
"Monique","Jazz","Friday",51,2.3
"Blue","Techno","Friday",124,3.1
"Brejcha","HipHop","Saturday",151,3.6
"Brejcha","Jazz","Saturday",183,2.3
"Blue","Jazz","Saturday",112,5
"Mski","Techno","Saturday",89,4
"Monique","Rock","Saturday",166,1.8
"Ania","Techno","Saturday",34,2.4
"Monique","Techno","Saturday",159,1.6
"Ania","Techno","Saturday",132,4.1
"Monique","Rock","Saturday",142,2.5
"Ania","Jazz","Thursday",49,2.6
"Mski","Jazz","Thursday",61,1.8
"Brejcha","HipHop","Thursday",193,4.8
"Brejcha","Rock","Thursday",110,2.6
"Ania","Techno","Friday",87,4.5
"Blue","Techno","Thursday",52,1.3
"Brejcha","Rock","Thursday",85,4.1
"Mski","Jazz","Saturday",138,3.1
"Ania","Rock","Friday",100,2.5
"Blue","Jazz","Friday",52,1.1
"Blue","HipHop","Saturday",116,3.1
"Ania","Jazz","Friday",190,1.8
"Mski","Rock","Thursday",62,1.6
"Monique","Techno","Saturday",157,2.6
"Ania","Jazz","Saturday",148,2.4
"Blue","Rock","Friday",115,1.5
"Ania","Techno","Saturday",190,2.8
"Monique","Techno","Friday",192,3.5
"Blue","Jazz","Thursday",111,4.9
"Brejcha","Rock","Friday",106,1.6
"Brejcha","Techno","Thursday",147,1.6
"Blue","Techno","Saturday",112,2.8
"Mski","Jazz","Saturday",91,2.4
"Ania","HipHop","Friday",123,3.4
"Mski","Techno","Friday",157,4.3
"Brejcha","HipHop","Friday",60,1.8
"Ania","Jazz","Friday",85,1.3
"Ania","Techno","Thursday",148,1.8
"Blue","Jazz","Thursday",111,4.9
"Brejcha","Techno","Saturday",188,4.4
"Ania","Techno","Thursday",82,2.3
"Ania","HipHop","Saturday",45,2.2
"Mski","Techno","Saturday",148,3.1
"Ania","Rock","Thursday",169,4.4
"Blue","Jazz","Saturday",91,3.3
"Monique","Rock","Friday",141,1.7
"Brejcha","Rock","Saturday",24,4.6
"Blue","Techno","Friday",52,1.3
"Blue","Jazz","Friday",74,2.2
"Mski","HipHop","Friday",69,3.9
"Ania","HipHop","Saturday",184,4.9
"Ania","Techno","Friday",199,3.1
"Ania","HipHop","Friday",179,1.1
"Blue","Jazz","Saturday",88,3.1
"Blue","Jazz","Saturday",108,4.7
"Mski","Rock","Saturday",71,1.4
"Mski","Techno","Thursday",135,3.1
"Ania","HipHop","Friday",90,4.7
"Ania","Rock","Thursday",137,4.3
"Blue","HipHop","Thursday",84,3
"Ania","Rock","Saturday",21,3.2
"Monique","Techno","Thursday",154,3.1
"Mski","Techno","Thursday",99,3
"Blue","Techno","Friday",72,1.8
"Mski","Rock","Friday",42,2.4
"Mski","Techno","Saturday",177,1
"Ania","Techno","Friday",39,3.8
"Ania","HipHop","Saturday",76,1.9
"Brejcha","Rock","Saturday",190,4.6
"Mski","Techno","Friday",149,2.2
"Monique","HipHop","Friday",109,3.3
"Monique","Techno","Saturday",81,3.5
"Brejcha","Techno","Thursday",164,1.6
"Blue","Rock","Friday",140,2.2
"Monique","Techno","Friday",75,3.7
"Monique","Jazz","Thursday",143,4.5
"Blue","HipHop","Thursday",191,4.4
"Mski","Rock","Friday",34,2.9
"Ania","Rock","Friday",155,4.6
"Brejcha","Jazz","Thursday",72,3.6
"Ania","Jazz","Saturday",91,3.7
"Blue","Jazz","Thursday",97,3.8
"Monique","Rock","Saturday",138,2.1
"Monique","Techno","Thursday",54,3.4
"Ania","Techno","Friday",180,3.9
"Brejcha","HipHop","Thursday",65,3.4
"Brejcha","Techno","Friday",167,2.5
"Brejcha","Techno","Friday",150,4.4
"Ania","Jazz","Friday",138,2.7
"Brejcha","Jazz","Thursday",133,3.5
"Mski","HipHop","Thursday",160,1.3
"Brejcha","Rock","Thursday",88,2.3
"Ania","Rock","Saturday",56,1.2
"Ania","Techno","Saturday",160,5
"Monique","Jazz","Saturday",93,2.4
"Blue","Techno","Thursday",176,4.4
"Monique","Jazz","Friday",142,4.7
"Monique","Techno","Saturday",54,2.7
"Mski","Rock","Saturday",32,3.1
"Blue","Rock","Thursday",112,3.6
"Brejcha","HipHop","Thursday",53,2
"Mski","Techno","Friday",199,4.6
"Mski","Jazz","Saturday",200,4.7
"Monique","Jazz","Friday",112,2.6
"Mski","HipHop","Saturday",141,2.2
"Mski","HipHop","Friday",159,4.5
"Mski","HipHop","Saturday",90,2.9
"Monique","Techno","Saturday",185,4.1
"Brejcha","HipHop","Friday",136,2.2
"Monique","HipHop","Saturday",36,1.9
"Mski","HipHop","Thursday",145,2.9
"Blue","Jazz","Thursday",55,1.2
"Monique","Jazz","Friday",30,1.8
"Brejcha","Techno","Friday",116,4.4
"Brejcha","Techno","Thursday",61,3.7
"Monique","Techno","Friday",175,5
"Brejcha","Jazz","Saturday",138,4.2
"Blue","Jazz","Thursday",108,4.7
"Mski","HipHop","Thursday",115,4
"Blue","Jazz","Friday",89,3.2
"Brejcha","Jazz","Thursday",183,4.5
"Brejcha","Techno","Friday",29,3.6
"Ania","Jazz","Friday",73,2.7
"Mski","HipHop","Friday",94,5
"Blue","HipHop","Saturday",65,4
"Brejcha","Techno","Thursday",40,4.9
"Mski","HipHop","Thursday",54,1.6
"Blue","Jazz","Saturday",96,3.7
"Blue","Techno","Thursday",176,4.4
"Brejcha","Techno","Saturday",63,3.3
"Monique","Rock","Thursday",38,4.4
"Mski","Techno","Saturday",110,4.5
"Brejcha","Rock","Friday",165,1.4
"Monique","Techno","Saturday",124,4.6
"Blue","Techno","Thursday",124,3.1
"Ania","Rock","Thursday",143,3.2
"Ania","Jazz","Thursday",41,2.2
"Blue","Jazz","Thursday",59,1.4
"Brejcha","Techno","Friday",94,2.9
"Brejcha","HipHop","Thursday",91,2.6
"Blue","HipHop","Friday",70,1.5
"Monique","Techno","Friday",46,1
"Ania","Jazz","Thursday",80,4.4
"Blue","Rock","Friday",76,2.3
"Monique","Techno","Friday",146,2.7
"Ania","Techno","Thursday",85,2.1
"Mski","Techno","Friday",26,2.7
"Blue","Jazz","Saturday",87,3
"Brejcha","Jazz","Saturday",77,1.2
"Mski","HipHop","Thursday",180,1.1
"Ania","Jazz","Thursday",86,4
"Monique","Rock","Friday",165,1.2
"Brejcha","Techno","Thursday",198,1.9
"Monique","Jazz","Saturday",196,4.3
"Ania","Jazz","Friday",23,2.7
"Mski","Techno","Friday",114,2.4
"Ania","Techno","Friday",164,4.8
"Monique","Techno","Thursday",47,3.9
"Monique","HipHop","Saturday",20,1.4
"Mski","HipHop","Thursday",133,4.2
"Blue","HipHop","Saturday",73,2.5
"Blue","Rock","Thursday",189,4.9
"Brejcha","Rock","Friday",129,1.9
"Brejcha","Techno","Friday",84,2.1
"Monique","HipHop","Thursday",40,2
"Brejcha","Techno","Thursday",23,3.2
"Mski","Rock","Saturday",40,2.5
"Blue","Techno","Friday",200,5
"Ania","Rock","Thursday",191,4.9
"Brejcha","Rock","Friday",34,3.7
"Brejcha","Rock","Saturday",110,1.4
"Mski","Techno","Thursday",65,4.8
"Blue","Techno","Saturday",80,2
"Blue","HipHop","Saturday",152,4.4
"Blue","Rock","Thursday",34,4
"Monique","HipHop","Saturday",32,1.8
"Brejcha","Rock","Thursday",42,3.4
"Mski","Jazz","Saturday",146,3.8
"Blue","Techno","Saturday",140,3.5
"Mski","Techno","Saturday",37,1.3
"Blue","Rock","Thursday",79,1.7
"Monique","Rock","Thursday",23,4.8
"Monique","Techno","Friday",90,3.5
"Brejcha","Jazz","Friday",180,3.4
"Blue","Techno","Thursday",128,3.2
"Mski","HipHop","Thursday",136,2.1
"Brejcha","Rock","Friday",138,2.3
"Brejcha","Rock","Saturday",81,2.3
"Brejcha","HipHop","Saturday",54,2.7
"Mski","Rock","Thursday",20,4.9
"Brejcha","HipHop","Friday",59,1.2
"Mski","HipHop","Saturday",76,3.5
"Monique","Rock","Friday",144,2.4
"Ania","Jazz","Friday",192,4.9
"Blue","Techno","Thursday",196,4.9
"Ania","HipHop","Friday",131,1.9
"Monique","Techno","Friday",90,2.1
"Blue","Rock","Thursday",80,4.4
"Brejcha","HipHop","Thursday",162,2.5
"Brejcha","Rock","Thursday",72,1.6
"Ania","Rock","Friday",138,4.6
"Brejcha","Jazz","Friday",153,2.5
"Blue","Jazz","Thursday",72,2.1
"Blue","Techno","Friday",188,4.7
"Ania","HipHop","Friday",29,3.5
"Brejcha","Techno","Friday",69,4
"Mski","Jazz","Thursday",34,1.3
"Blue","Rock","Thursday",53,3.6
"Brejcha","Rock","Thursday",93,3.6
"Blue","Techno","Thursday",188,4.7
"Blue","Techno","Friday",84,2.1
"Mski","HipHop","Friday",124,4.8
"Mski","HipHop","Friday",123,2.1
"Blue","Jazz","Thursday",94,3.5
"Brejcha","Jazz","Thursday",55,3.9
"Brejcha","Techno","Friday",73,3.1
"Ania","Rock","Saturday",115,1
"Ania","Techno","Thursday",103,2.6
"Monique","Jazz","Friday",74,4.2
"Brejcha","Rock","Thursday",94,3.2
"Blue","Jazz","Friday",87,3
"Mski","HipHop","Saturday",35,2.4
"Blue","Rock","Saturday",180,1.2
"Monique","Rock","Thursday",28,1.3
