"ZIQ","Piv","Target","Zyrc","Xelco","Yulos","Pilms","WAC"
2.84,10,13278.33,"Vibranto",1991,78,2646.86301369863,"EM"
2.2,2,4998.16,"Ardent",1998,75,3340.36363636364,"ET"
2.11,12,11774.06,"Esplen",2007,15,5897.56790123457,"FC"
1.76,99,11814.64,"Esplen",1989,34,5273.30158730159,"FB"
2.8,26,10301.65,"Solario",1966,27,5374.11111111111,"ET"
2.66,25,10247.19,"Solario",2005,46,5713.38596491228,"FB"
2.11,5,13217.42,"Vibranto",2019,54,6043.95238095238,"FC"
2.71,23,9735.88,"Quilante",2004,23,6972.72727272727,"ET"
2.81,5,9721.35,"Quilante",1972,12,5855.34426229508,"ET"
2.19,71,10027.32,"Ardent",2001,85,6160.47619047619,"FB"
2.61,15,13285.03,"Vibranto",1997,74,7850.45454545455,"FC"
2.25,22,9765.99,"Quilante",1970,87,6027.14285714286,"FC"
3.01,7,9690.15,"Quilante",1978,37,4579.95238095238,"FC"
2.64,11,11746.75,"Esplen",2009,69,24672,"ET"
2.6,5,10271.94,"Solario",2009,72,7449.17647058824,"FB"
2.05,3,10196.62,"Solario",2008,60,2695.57894736842,"ET"
2.45,1,10245,"Brillante",1978,23,4515,"ET"
2.51,2,10250.2,"Solario",1986,58,5714.9010989011,"ET"
2.32,19,9768,"Brillante",1975,47,5150.85185185185,"FC"
2.16,13,13240.65,"Vibranto",1989,76,5593.33333333333,"EM"
2.95,75,9713.67,"Quilante",2005,58,5369.13793103448,"EM"
1.6,10,10159.02,"Solario",1972,63,7005.27586206897,"ET"
2.52,10,11744.98,"Esplen",1984,95,5131.82278481013,"FB"
2.77,1,10277,"Brillante",1978,66,28309,"FC"
2.33,23,13217.67,"Vibranto",1984,68,2977.85185185185,"FB"
2.66,3,10263.21,"Solario",2004,90,6492.22222222222,"FB"
2.68,53,10269.35,"Solario",2015,74,4281.7027027027,"ET"
1.53,35,11845.02,"Esplen",1997,58,5572.2688172043,"EM"
3.02,13,5163.52,"Ardent",1978,14,6982.90476190476,"FC"
1.54,7,9834.55,"Quilante",1991,17,5744.77777777778,"FC"
2.57,4,11736.45,"Esplen",1971,8,5174.82608695652,"FB"
1.77,31,13167.57,"Vibranto",2010,18,6526.65957446809,"FC"
3.03,4,9700.09,"Quilante",1999,96,1997.13793103448,"FB"
2.64,12,10268.09,"Solario",1978,65,4985.57894736842,"FC"
2.59,25,11738.94,"Esplen",1984,29,6898.35294117647,"FC"
2.52,29,13250.17,"Vibranto",2002,86,8101.35294117647,"EM"
2.7,13,13283.61,"Vibranto",1989,23,1971.66666666667,"EM"
2.37,62,13247.9,"Vibranto",2000,37,8380.90476190476,"EM"
2.02,2,13190.94,"Vibranto",2003,56,1461.82978723404,"FC"
2.29,16,10233.4,"Solario",2011,89,1902.30158730159,"FB"
2.88,10,11703.57,"Esplen",2009,12,2121.7012987013,"ET"
1.68,19,13170.25,"Vibranto",1986,60,4738.15151515152,"FC"
3.01,53,9693.4,"Quilante",1980,5,4983.82978723404,"FB"
1.97,5,13202.61,"Vibranto",2002,98,5150,"FB"
2.58,3,4986.79,"Ardent",1977,89,3182.34426229508,"FB"
2.94,12,10305.48,"Solario",2015,38,4129.17647058824,"EM"
2.53,4,10251.21,"Solario",1968,86,6165.15384615385,"ET"
2.81,38,13271.19,"Vibranto",1979,100,2325.15151515152,"EM"
3.12,12,13302.33,"Vibranto",1984,21,5411.38596491228,"FC"
2.78,39,6527.45,"Ardent",1968,7,2298.5,"EM"
2.44,5,13250.55,"Vibranto",2015,44,53462,"ET"
2.91,39,9709,"Brillante",2001,8,4122.10256410256,"FB"
2.36,18,10241.06,"Solario",1991,80,5782.55555555556,"ET"
1.65,59,11833.29,"Esplen",1986,67,7416.66666666667,"EM"
2.35,2,9765,"Brillante",1969,55,1416.81927710843,"ET"
2.83,7,13271.99,"Vibranto",2011,36,7506.14285714286,"ET"
1.85,56,9815,"Brillante",1993,19,6167.18181818182,"ET"
2.57,65,9218.91,"Ardent",1984,99,2123.33333333333,"FC"
2.69,4,9731,"Brillante",1971,45,5010.72727272727,"FB"
2.35,2,13230.18,"Vibranto",1978,70,4431.56790123457,"ET"
2.05,14,13185.6,"Vibranto",2005,68,7860.90476190476,"FB"
2.49,32,10252.98,"Solario",2005,81,3606.13793103448,"EM"
2.08,19,5375.25,"Ardent",2009,63,4064.8064516129,"FB"
3,29,9700,"Brillante",1999,11,1953.79069767442,"FB"
2.35,24,11776.66,"Esplen",1980,19,4511.05128205128,"ET"
2.76,8,11724.78,"Esplen",1976,4,3136.05128205128,"EM"
2.72,5,13277.47,"Vibranto",1984,44,1501.82278481013,"FB"
3.39,13,10337.44,"Solario",2003,75,3950.45070422535,"ET"
3.02,4,11690.37,"Esplen",1971,34,3321.15151515152,"EM"
2.3,58,11760.33,"Esplen",1998,76,35686.3333333333,"FB"
2.21,15,10225.64,"Solario",2013,44,26868,"FC"
2.54,9,11766.64,"Esplen",1997,42,3277.7027027027,"EM"
2.51,104,11743.75,"Esplen",2018,16,6403.15384615385,"ET"
1.49,31,13162.71,"Vibranto",1971,94,6460.27586206897,"EM"
3.07,7,9684.2,"Quilante",1968,37,5572.42857142857,"FB"
2.49,11,11757.6,"Esplen",1966,1,2712.10256410256,"FC"
2.21,16,13205.8,"Vibranto",1971,38,4344.0243902439,"EM"
2.21,4,9772.98,"Quilante",2001,10,5335.65957446809,"EM"
2.64,48,9754.54,"Quilante",2011,42,6308.91304347826,"ET"
2.15,7,5043.41,"Ardent",2004,65,3267.38596491228,"ET"
2.25,31,11784.52,"Esplen",2018,63,2540.42528735632,"FC"
2.45,12,9748.34,"Quilante",1996,16,7506.57894736842,"FC"
2.4,8,10240,"Brillante",2006,13,5640.57142857143,"EM"
2.17,0,10226.47,"Solario",2014,93,17860.7142857143,"FC"
3.13,123,9687,"Brillante",1997,60,8248,"FC"
2.42,13,9757.1,"Quilante",2002,13,3444,"EM"
2.46,8,10243,"Solario",1974,65,10729,"FB"
2.3,10,10230.43,"Solario",1977,55,3133.66666666667,"EM"
2.3,32,6001.81,"Ardent",2019,54,5565.72727272727,"FB"
2.28,0,10239.26,"Solario",2019,26,2393.59550561798,"EM"
2.72,13,13279.1,"Vibranto",2016,30,3331.79069767442,"EM"
2.97,28,13309.72,"Vibranto",2011,88,6016.33333333333,"ET"
2.39,29,9760.18,"Quilante",2013,44,9765.85714285714,"FC"
3.29,4,5029.39,"Ardent",1998,14,2622.0243902439,"FC"
2.64,3,10268.88,"Solario",2004,30,3566.27586206897,"ET"
2.52,99,10247.98,"Solario",2007,9,6299.81632653061,"ET"
2.26,20,10223.21,"Solario",1996,1,1639.51219512195,"FC"
2.24,11,9776,"Brillante",2003,39,3241.58823529412,"EM"
2.72,44,10272,"Brillante",1990,58,3945.40816326531,"FC"
2.15,7,9785,"Brillante",1993,40,4196.14285714286,"FC"
2.21,6,11775.23,"Esplen",1978,99,11243,"FB"
2.31,6,10237.64,"Solario",2010,50,6144.82278481013,"FC"
2.12,121,10219.42,"Solario",1997,28,3811.85185185185,"ET"
1.53,65,9864.12,"Quilante",1976,58,3093.7012987013,"FB"
2.14,24,10208.28,"Solario",1987,59,7890,"FB"
2.5,2,10238.98,"Solario",2016,68,3352.51219512195,"EM"
2.53,20,11749.26,"Esplen",1998,76,10883.3333333333,"ET"
3.06,13,11716.73,"Esplen",1977,88,1201.10101010101,"FC"
2.59,4,10258.55,"Solario",2004,15,5584.18181818182,"EM"
2.52,11,11763.4,"Esplen",1982,73,3465.22222222222,"FB"
2.26,4,11769.88,"Esplen",2016,72,3122.82978723404,"FC"
2.42,11,11770.95,"Esplen",2006,89,3146.90322580645,"FC"
2.45,17,11755.92,"Esplen",1997,26,104563,"EM"
2.56,8,11730.61,"Esplen",2012,41,5623.07692307692,"FC"
2.14,102,10214,"Brillante",2002,85,5865.71428571429,"FC"
2.84,8,11720.72,"Esplen",2011,49,3104.66666666667,"FC"
2.02,8,11799.09,"Esplen",2013,59,10511.9090909091,"FB"
2.43,1,5008.35,"Ardent",2014,92,2627.7012987013,"ET"
2.94,0,11714.5,"Esplen",2010,85,4926.42857142857,"ET"
2.73,65,11699.54,"Esplen",1983,72,6308.90476190476,"FB"
2.25,14,9776.98,"Quilante",1974,49,36112.3333333333,"FC"
2.87,36,10287,"Brillante",1982,34,4550.82978723404,"FB"
2.45,50,9739.49,"Quilante",1993,85,7304.95238095238,"EM"
2.1,65,10210,"Brillante",1964,96,3463.81632653061,"EM"
2.7,3,10270.39,"Solario",1966,94,4812.15384615385,"FB"
2.01,0,10205.95,"Solario",1972,77,3462.0243902439,"ET"
2.09,52,7688.62,"Ardent",2012,32,7889.17647058824,"ET"
2.27,7,10217.45,"Solario",1990,50,6480.78431372549,"FB"
3.62,2,10357.01,"Solario",1994,86,7135,"FC"
2.64,18,9731.92,"Quilante",1989,18,3493.9010989011,"ET"
1.79,1,9821,"Brillante",2019,18,2343.33333333333,"EM"
2.09,13,5160.64,"Ardent",2004,25,6356.22222222222,"ET"
2.4,14,11768.53,"Esplen",2016,99,4756.13793103448,"EM"
1.91,50,7503.41,"Ardent",1965,7,10753,"EM"
2.26,25,11776.36,"Esplen",1992,47,5220.05128205128,"EM"
2.81,0,9708.55,"Quilante",1974,12,5415.5,"FC"
2.22,5,13213.3,"Vibranto",1996,38,8888.55555555555,"FC"
2.75,52,10287.43,"Solario",1966,81,6253,"ET"
2.59,41,13259.27,"Vibranto",1979,19,9339.90909090909,"EM"
2.66,6,9734,"Brillante",1967,61,2444.95238095238,"FB"
2.17,0,10213.04,"Solario",1978,52,2011.13793103448,"EM"
2.59,28,13267.91,"Vibranto",2001,65,7415.45454545455,"ET"
2.52,6,11746.26,"Esplen",1972,52,5193.35135135135,"FB"
2.9,13,9707.35,"Quilante",1980,18,15938.7142857143,"EM"
2.15,40,9796.87,"Quilante",1998,48,12099.9090909091,"FB"
2.46,9,10246,"Brillante",1964,75,2127.79245283019,"ET"
2.09,48,7304.71,"Ardent",2006,80,8448.7037037037,"FB"
2.45,1,10269.92,"Solario",1968,16,16890.7142857143,"EM"
2.84,22,9723.38,"Quilante",1975,96,4160.81927710843,"FB"
2.93,1,11693.85,"Esplen",1983,86,13015,"FC"
2.75,0,10267.83,"Solario",2015,99,10642.3333333333,"EM"
2.01,1,9799,"Brillante",1969,40,5352.10101010101,"FC"
2.37,15,11767.76,"Esplen",2012,44,50766,"ET"
2.98,69,9702,"Brillante",1979,69,16846,"ET"
3.21,11,11663.43,"Esplen",2012,13,8270.30769230769,"EM"
2.68,10,11743.64,"Esplen",2018,58,5593.9010989011,"ET"
2.52,14,9763.86,"Quilante",1979,22,5082.91525423729,"FB"
2,1,4997.7,"Ardent",1985,34,2103.53731343284,"ET"
1.68,43,13185.87,"Vibranto",1996,55,1510.11111111111,"FC"
2.45,80,13224.73,"Vibranto",2018,32,2617,"EM"
2.45,3,13236.78,"Vibranto",2010,100,2278,"EM"
2.65,7,9719.63,"Quilante",1979,4,2256.51219512195,"EM"
2.29,11,13232.29,"Vibranto",1998,5,4269,"ET"
3.01,60,11702.19,"Esplen",1974,73,5666.90476190476,"EM"
2.9,34,10291.89,"Solario",1984,5,6957.7037037037,"FB"
2.8,42,13295.14,"Vibranto",2013,2,4681.47058823529,"ET"
2.81,10,5099.2,"Ardent",1989,3,14097,"FC"
2.9,8,10290,"Brillante",2010,89,4962.77777777778,"ET"
2.58,1,10250,"Solario",2007,50,5297.58823529412,"FB"
1.84,5,9799.09,"Quilante",1973,22,6149.51219512195,"ET"
2.71,7,9730.37,"Quilante",1982,75,6263.66666666667,"EM"
2.53,37,6361.41,"Ardent",2009,3,8793,"ET"
2.05,47,11787.99,"Esplen",1987,15,19070.6666666667,"FB"
2.68,23,10268,"Brillante",1968,89,5403.63157894737,"EM"
3.24,2,13325.97,"Vibranto",1969,70,2406,"EM"
3.34,8,9659.44,"Quilante",1996,69,3996.65957446808,"FB"
2.18,47,10216.9,"Solario",2001,62,3804.18181818182,"FC"
2.38,31,13245.6,"Vibranto",1972,7,4737.42857142857,"EM"
2.74,38,9726.51,"Quilante",1987,65,1748.47058823529,"ET"
2.37,5,9737.18,"Quilante",1999,32,3983.18181818182,"FC"
2.27,25,11755.89,"Esplen",1977,54,37625.3333333333,"FC"
2.77,16,9737.75,"Quilante",1976,62,3064.30303030303,"FB"
2.31,3,5000.51,"Ardent",1999,57,4515.8064516129,"EM"
2.6,19,9737.8,"Quilante",1982,92,5024.58139534884,"EM"
2.52,31,13242.14,"Vibranto",2013,89,34030.3333333333,"ET"
2.18,85,10226.11,"Solario",1970,53,1069.63157894737,"EM"
2.08,42,13210.33,"Vibranto",1970,48,13740,"EM"
3.07,4,11684.77,"Esplen",1999,51,3879.10101010101,"EM"
2.51,26,13265.25,"Vibranto",1989,88,35771.3333333333,"ET"
2.87,24,10283.56,"Solario",1975,61,37859.3333333333,"FB"
2.22,14,11785.91,"Esplen",1967,4,24024,"EM"
1.86,17,11811.31,"Esplen",2004,96,2306.82278481013,"FC"
2.94,7,11698.32,"Esplen",1992,9,5235,"FC"
2.13,5,13214.35,"Vibranto",1976,75,8166.27586206897,"EM"
2.21,36,13197.41,"Vibranto",1975,94,5482.30303030303,"ET"
2.23,11,10225.43,"Solario",2017,24,4862.2688172043,"FB"
2.87,24,10264.49,"Solario",2019,42,7247.10256410256,"EM"
2.74,7,10283.02,"Solario",1973,74,3557.63157894737,"ET"
2.59,57,13263.4,"Vibranto",1997,54,1044.66666666667,"EM"
1.8,5,11841.59,"Esplen",1972,9,3826.7012987013,"EM"
2.37,98,13232.51,"Vibranto",2003,6,1644.35135135135,"FB"
2.51,5,10248.45,"Solario",1976,79,4979.66666666667,"EM"
2.62,19,10269.35,"Solario",2002,22,6070.58139534884,"FB"
2.51,40,11746.96,"Esplen",2010,93,3869.57142857143,"FB"
2.51,6,10243.63,"Solario",1985,55,4770.13793103448,"FB"
2.66,15,10249.57,"Solario",1983,100,9769.15789473684,"ET"
2.03,12,9797,"Brillante",1965,100,1675.27536231884,"FC"
1.79,6,9809.64,"Quilante",1990,65,6177.27586206897,"FC"
1.58,63,11833.68,"Esplen",1998,12,15035.1111111111,"FC"
2.69,14,10269,"Brillante",2004,40,1479.27536231884,"EM"
2.95,8,10288.35,"Solario",1991,39,9416,"EM"
2.28,37,10223.79,"Solario",1993,20,2481.51219512195,"FB"
2.6,0,13276.16,"Vibranto",1976,84,8257.30769230769,"ET"
2.53,1,5002.27,"Ardent",1992,19,5266.35135135135,"EM"
2.51,33,13246,"Vibranto",2019,84,2491.90322580645,"FC"
2.62,36,10266.93,"Solario",1997,24,22927,"FC"
3.33,0,13324.9,"Vibranto",1995,17,12182.9090909091,"FC"
2.34,49,9766,"Brillante",1967,44,5153,"EM"
2.54,7,11749.92,"Esplen",1993,99,33976.3333333333,"ET"
2.52,46,11732.29,"Esplen",2017,32,5423.86301369863,"FC"
2.35,16,10228.51,"Solario",1976,77,6119.59550561798,"EM"
2.73,38,10278.31,"Solario",2008,26,5357.15151515152,"ET"
1.83,7,9817,"Brillante",2013,88,5886,"EM"
2.47,55,8005.5,"Ardent",1976,67,3378.14285714286,"EM"
2.61,3,13262.48,"Vibranto",2017,10,3637,"FC"
2.17,15,11777.87,"Esplen",1978,75,3663.33333333333,"EM"
3.05,15,5210.7,"Ardent",1987,46,5527.82608695652,"EM"
2.08,8,10201.8,"Solario",2004,32,7700.7037037037,"FC"
2.33,112,11776.2,"Esplen",2005,84,2375.47058823529,"ET"
1.83,5,11832.07,"Esplen",1980,81,6749.35294117647,"FB"
2.54,8,13253.24,"Vibranto",1972,53,1968.42528735632,"ET"
3.24,9,11679.35,"Esplen",2017,3,2968.86301369863,"EM"
2.15,1,10188.62,"Solario",1983,68,9435,"FB"
2.65,14,10266.25,"Solario",1974,58,3332.05128205128,"FB"
2.66,56,10267.08,"Solario",1982,77,8958,"FC"
2.63,55,10263,"Brillante",1978,79,3382.95652173913,"FC"
2.18,5,5012.33,"Ardent",2007,95,20593.6666666667,"FB"
2.1,22,10210,"Brillante",1974,40,6971.95238095238,"FC"
2.32,2,10232,"Brillante",1964,22,4304.27536231884,"ET"
2.58,2,10260.76,"Solario",2013,85,7527.42857142857,"FB"
2.58,5,11747.48,"Esplen",1990,89,3781.17647058824,"EM"
3.21,1,10321,"Brillante",2006,57,5326.05128205128,"EM"
3.05,12,10303.18,"Solario",1965,60,53094,"ET"
2.26,11,10229.32,"Solario",1998,79,2384.15151515152,"EM"
1.98,6,10199.32,"Solario",1966,94,6118.15384615385,"ET"
2.32,18,5320.56,"Ardent",1968,24,2043,"ET"
2.44,2,11752.97,"Esplen",2003,100,7263.7037037037,"FC"
3.06,18,10306,"Brillante",2006,74,5300.79069767442,"FC"
3.33,18,13329.44,"Vibranto",2008,12,4797.15151515152,"FC"
2.21,18,10222.87,"Solario",1969,92,5935.22222222222,"FC"
2.89,6,5056.07,"Ardent",1974,100,8008.55555555556,"EM"
2.69,5,9751.06,"Quilante",1979,57,1010,"ET"
1.69,1,9831,"Brillante",1995,86,4134.5,"FC"
2.16,29,9779.56,"Quilante",2009,50,6325.34426229508,"FC"
3.47,21,13355.35,"Vibranto",1983,93,5056.5,"FB"
2.42,35,10246.77,"Solario",1990,62,2706.95652173913,"EM"
1.68,43,13158.6,"Vibranto",1983,18,5595.42528735632,"FB"
2.77,2,10292.42,"Solario",1983,80,4471.30158730159,"ET"
2.57,12,11747.24,"Esplen",2006,19,1922.27536231884,"FC"
3.19,13,9685.57,"Quilante",1987,38,5205.63157894737,"FB"
2.86,32,10282.87,"Solario",1980,92,3780.10256410256,"FC"
2.47,2,10250.71,"Solario",2005,85,4441,"ET"
2.55,66,9750.15,"Quilante",1981,31,2390.81927710843,"EM"
1.91,13,9818.42,"Quilante",2019,93,2048.56790123457,"ET"
2.81,28,5766.61,"Ardent",2015,74,9106.90909090909,"ET"
2.57,2,9737.09,"Quilante",2009,28,2270.33333333333,"EM"
2.67,5,11745.32,"Esplen",1975,28,10744.8571428571,"FC"
2.49,19,13241.53,"Vibranto",2010,17,7223,"FC"
1.99,2,10199,"Brillante",2008,7,5322.78431372549,"ET"
2.51,29,10258.39,"Solario",1969,92,6392.17647058824,"ET"
2.75,1,9710.66,"Quilante",2005,60,7497.7037037037,"FB"
2.55,23,13250.2,"Vibranto",1970,38,1248.42528735632,"FC"
2.58,6,9747.72,"Quilante",2017,77,2822.66666666667,"ET"
2.47,8,9753,"Brillante",2003,79,1500.78947368421,"EM"
2.62,33,6080.02,"Ardent",1984,72,9677.33333333333,"FC"
2.79,2,11741.45,"Esplen",1967,65,5708.59550561798,"FC"
1.68,3,11827.04,"Esplen",2003,66,5721.92783505155,"ET"
2.55,24,10255,"Brillante",2006,52,50648,"FC"
2.55,16,9741.59,"Quilante",2012,82,1579.82278481013,"FC"
2.04,1,10201.45,"Solario",1976,48,12846,"FC"
2.58,14,10257.09,"Solario",1972,20,6996,"FC"
2.25,44,6932.17,"Ardent",2006,66,2340.38596491228,"EM"
2.96,20,9704,"Brillante",1985,1,5290.53731343284,"FB"
3.82,17,11624.1,"Esplen",2010,21,102599,"ET"
2.37,10,9763,"Brillante",1993,77,5339.10101010101,"FC"
2.17,6,11803.55,"Esplen",1989,34,10290,"FC"
2.78,28,5806.96,"Ardent",1974,23,11678.1111111111,"ET"
2.94,5,13298.68,"Vibranto",2001,95,2985.34426229508,"FB"
3,13,13299.3,"Vibranto",2019,47,4934.77777777778,"FB"
1.55,42,13153.17,"Vibranto",2006,11,4771.66666666667,"FC"
2.39,13,5167.66,"Ardent",1981,71,3020.77777777778,"FC"
2.5,4,9750,"Brillante",2009,23,5875.45070422535,"EM"
2.24,5,10224.73,"Solario",2010,5,4403.40816326531,"EM"
2.34,10,10229.75,"Solario",1986,59,11869.1111111111,"EM"
3.19,69,10318.72,"Solario",2015,57,2378.46153846154,"ET"
2.37,2,9763,"Brillante",1999,12,4281.33333333333,"FB"
2.21,10,11772.14,"Esplen",1974,91,2867.81927710843,"ET"
2.61,34,13255.12,"Vibranto",1980,26,4250.17647058824,"FC"
3.2,15,11666.89,"Esplen",1985,99,5378.91525423729,"EM"
2.37,61,9743.52,"Quilante",1971,83,4400.58823529412,"FC"
2.02,17,10212.24,"Solario",2018,58,3954.36363636364,"FB"
1.84,2,9816,"Brillante",1997,30,5666.22222222222,"ET"
2.85,17,11737.71,"Esplen",1971,77,4612.91304347826,"EM"
2.39,32,10221.09,"Solario",1967,60,4069.15384615385,"EM"
2.29,7,9764.79,"Quilante",1980,1,2425.18181818182,"FC"
1.8,16,9813.64,"Quilante",2017,75,17378,"ET"
3.17,48,11686.08,"Esplen",1997,3,3980.7037037037,"EM"
1.91,39,13165.82,"Vibranto",2004,51,101477,"ET"
2.55,24,13272.24,"Vibranto",2005,15,3158.66666666667,"FB"
2.11,20,13201.14,"Vibranto",1997,22,14424,"ET"
1.99,9,9815.89,"Quilante",1974,33,1822,"FC"
2.82,16,9718,"Brillante",1975,52,5053.11111111111,"FC"
2.53,6,10259.82,"Solario",2008,42,5234.82278481013,"EM"
2.08,13,13204.03,"Vibranto",1992,77,7767.8064516129,"FC"
2.47,20,5407.87,"Ardent",1971,21,4504.5,"ET"
2.39,5,9754.03,"Quilante",2018,12,5001.71428571429,"FB"
3.58,29,11628.25,"Esplen",1971,57,2593.81632653061,"FB"
1.57,4,5022.95,"Ardent",1975,28,1986.79245283019,"FC"
2.2,2,10207.96,"Solario",2012,71,3231.2688172043,"ET"
2.86,26,5683.93,"Ardent",2002,24,5941.82278481013,"ET"
2.12,7,10221.99,"Solario",1986,40,12144.3333333333,"EM"
2.66,0,10253.93,"Solario",1973,52,4404.56790123457,"ET"
2.96,15,5236.7,"Ardent",1993,61,4857.10256410256,"FC"
3.23,12,5147.94,"Ardent",1979,3,7121.30303030303,"EM"
2.23,44,11783.59,"Esplen",2010,2,5923.36363636364,"EM"
2.33,4,11779.36,"Esplen",1987,74,15835.1111111111,"EM"
2.4,2,10240.66,"Solario",2007,84,2353.7012987013,"FC"
2.05,11,9800.67,"Quilante",2003,27,2300.66666666667,"EM"
2.7,11,11724.91,"Esplen",1977,76,5786.15151515152,"FB"
2.56,25,11744.43,"Esplen",1993,63,2951.95238095238,"ET"
2.7,8,11729.61,"Esplen",1979,90,6885.72727272727,"ET"
2.63,16,13267.18,"Vibranto",1986,84,14939.1111111111,"EM"
2.34,7,13244.95,"Vibranto",2019,7,3570.40816326531,"EM"
2.11,52,9789,"Brillante",2009,46,4312.91525423729,"FC"
2.81,4,9719,"Brillante",1965,15,5131.46153846154,"FC"
3.29,3,10332.77,"Solario",1984,47,8087,"FB"
2.22,9,9791.93,"Quilante",1980,92,1577.81927710843,"ET"
3.63,43,13373.68,"Vibranto",1981,13,10899.3333333333,"ET"
2.34,23,11774.92,"Esplen",1971,85,2805.22222222222,"FB"
2.68,31,10258.06,"Solario",1992,69,4466.82608695652,"FB"
2.37,2,5011.63,"Ardent",1997,58,23494,"ET"
3.19,8,9696.9,"Quilante",1991,80,2374.47619047619,"FC"
1.87,3,13190.48,"Vibranto",2008,33,3395.95238095238,"FC"
2.68,0,9733.63,"Quilante",1981,55,4669,"EM"
2.81,27,13274.42,"Vibranto",1984,88,7288.57894736842,"FB"
2.97,15,9699.17,"Quilante",2008,59,6152.56790123457,"FB"
2.05,34,9806.2,"Quilante",2017,99,5027.78431372549,"ET"
2.41,13,10242.92,"Solario",2004,45,6238.42857142857,"FC"
2.36,61,9764,"Brillante",1983,62,6545.90322580645,"FC"
3.63,28,11633.39,"Esplen",1982,92,5404.13793103448,"EM"
1.91,7,11811.78,"Esplen",2001,91,4137.58823529412,"ET"
2.92,0,5000,"Ardent",1985,26,6073.72727272727,"FC"
2.6,12,10258.07,"Solario",1975,59,7876.15789473684,"EM"
3.06,6,10306.37,"Solario",2005,20,1665.46153846154,"FC"
2,56,13210.3,"Vibranto",2005,7,3681.47058823529,"FB"
2.05,4,13212.64,"Vibranto",1979,65,5972.18181818182,"ET"
1.96,12,9804,"Brillante",2003,72,2129.88888888889,"ET"
2.32,15,11786.27,"Esplen",2014,55,14077,"ET"
2.25,21,9777.28,"Quilante",1999,99,3850.72727272727,"EM"
1.49,8,10149,"Brillante",1968,43,8679.82608695652,"ET"
2.71,63,9730.73,"Quilante",1969,64,7073.42857142857,"ET"
2.66,16,10281.19,"Solario",1981,58,10912.9090909091,"EM"
2.5,50,11747.27,"Esplen",2002,4,6110.91304347826,"FB"
2.72,35,11709.83,"Esplen",1985,16,6219.88888888889,"FB"
2.12,2,5012.92,"Ardent",1985,68,5255,"EM"
2.25,3,9775,"Brillante",1979,45,3640.5,"ET"
3.05,51,13301.6,"Vibranto",1984,64,5606.82278481013,"ET"
2.32,5,5018.88,"Ardent",1976,62,4239.85185185185,"ET"
1.97,2,10198.97,"Solario",1987,44,5398.78431372549,"FB"
2.45,4,10247.16,"Solario",1997,17,6966.66666666667,"EM"
2.25,36,9772.63,"Quilante",2012,59,1763.35135135135,"EM"
2.91,9,10307.35,"Solario",1990,37,5548.95238095238,"EM"
3.13,25,9694.16,"Quilante",2019,8,4166.0243902439,"FC"
2.68,16,11721.59,"Esplen",1999,90,7284.17647058824,"EM"
2.59,11,9741,"Brillante",1971,66,5244.66666666667,"ET"
1.68,4,9832,"Brillante",2001,95,8626.66666666667,"ET"
2.15,33,9776.92,"Quilante",2015,53,3637.58823529412,"FC"
2.47,15,9760.62,"Quilante",1972,46,13676.9090909091,"FC"
2.21,6,10230.57,"Solario",2013,29,2980.57142857143,"EM"
3,9,9704.22,"Quilante",2019,83,5980.81632653061,"FB"
2.64,14,10264,"Brillante",1990,82,1296.11111111111,"FB"
1.91,25,5632,"Ardent",1967,65,3495.85185185185,"FB"
2,0,11798.81,"Esplen",1980,50,5783.58139534884,"FC"
2.07,10,9796.83,"Quilante",1972,99,5470.72727272727,"FB"
2.2,1,10222.45,"Solario",1978,92,4208.77777777778,"ET"
2.64,17,13267.79,"Vibranto",2004,36,3111.42528735632,"ET"
3.45,49,13333.34,"Vibranto",1975,87,3252.13793103448,"EM"
2.3,8,9782.79,"Quilante",2001,76,4182.78431372549,"FC"
3.17,4,9668.47,"Quilante",2019,57,3174.22222222222,"FC"
2.24,5,13239.68,"Vibranto",1988,52,5528.33333333333,"FB"
1.68,7,9800.92,"Quilante",2014,50,4491.47058823529,"EM"
2.25,14,11769.83,"Esplen",2007,12,7296.82608695652,"ET"
3.05,54,13301.87,"Vibranto",2010,97,3047.82278481013,"FB"
2.38,7,11748.88,"Esplen",2011,87,11031.9090909091,"FB"
2.49,26,5684.29,"Ardent",1996,53,1422.33333333333,"ET"
2.37,39,11748.79,"Esplen",1991,55,6899,"ET"
1.89,2,13186.33,"Vibranto",1977,3,1751.56790123457,"FB"
2.5,5,13248.02,"Vibranto",1996,30,6611.07692307692,"EM"
3.16,73,10316,"Brillante",1966,47,4863.33333333333,"FC"
2.5,22,13243.82,"Vibranto",1997,6,6171.8064516129,"FC"
2.72,9,9727.4,"Quilante",2010,16,11245,"FC"
2.86,7,5036.87,"Ardent",2013,5,6363.53731343284,"EM"
2.21,0,10221,"Brillante",1964,74,103731,"ET"
2.74,0,10280.92,"Solario",1974,67,3930.0243902439,"ET"
1.52,16,13152.09,"Vibranto",2019,48,1357.95652173913,"ET"
2.51,9,13260.7,"Vibranto",2001,73,2743.46153846154,"FB"
2.46,6,10246,"Brillante",1990,19,18974.6666666667,"EM"
2.7,14,10258.59,"Solario",1989,60,3860.95238095238,"ET"
