Education,Income,Own_Home,Debt,CarValue,Loan
"Vocational","84440.40","No","20568.75","46258.07","No"
"Vocational","139095.55","Yes","203986.05","6461.71","No"
"College","154378.31","Yes","118668.28","24446.74","Yes"
"College","36236.67","Yes","60758.76","37070.04","No"
"Vocational","197916.41","Yes","479087.15","43264.75","Yes"
"Primary","55195.04","Yes","152814.14","12549.46","No"
"Vocational","130923.64","No","471463.69","21459.32","Yes"
"Vocational","108467.86","No","278309.40","30356.13","No"
"College","185169.58","Yes","151527.49","22080.56","No"
"College","138321.82","Yes","253903.03","44513.94","No"
"College","39563.56","No","471884.54","13324.37","No"
"Primary","199660.80","Yes","128932.54","40288.17","Yes"
"Primary","146050.02","Yes","166621.69","2794.02","No"
"College","190436.06","No","316180.56","2223.70","No"
"College","131515.01","Yes","410207.07","27674.71","Yes"
"College","33077.99","No","178138.82","27887.16","Yes"
"College","153160.21","Yes","469114.05","38434.29","Yes"
"Vocational","80706.72","Yes","214038.17","17594.37","No"
"College","133781.47","Yes","466305.88","11093.15","No"
"Primary","115347.56","No","267973.84","22390.65","Yes"
"Primary","33091.74","No","280057.89","27455.80","No"
"Vocational","134836.25","No","369572.71","42431.15","Yes"
"Primary","67520.26","Yes","371311.62","11811.39","Yes"
"Primary","36149.74","No","57330.07","23673.08","Yes"
"Primary","152197.83","No","292239.32","23809.32","No"
"Primary","99658.08","Yes","411784.60","18911.98","Yes"
"Vocational","85020.74","Yes","426240.70","23939.84","Yes"
"College","180362.67","Yes","185369.84","24517.55","No"
"Primary","81479.88","No","152327.49","11706.84","Yes"
"Primary","61328.22","No","92934.03","46549.43","Yes"
"College","191417.60","No","40758.89","4605.74","Yes"
"College","33228.05","Yes","229646.55","2050.60","Yes"
"Vocational","157114.64","No","28332.88","23894.26","Yes"
"College","154653.83","No","71739.58","40606.12","Yes"
"College","123883.02","Yes","93355.97","17032.66","Yes"
"College","149026.77","No","181200.60","16206.05","Yes"
"College","150596.05","Yes","371171.58","25442.77","Yes"
"Primary","87324.06","No","45745.26","46690.97","No"
"Vocational","118067.86","Yes","120159.93","43579.81","No"
"College","170005.95","No","13330.45","35351.45","No"
"Primary","176340.49","No","64984.60","46654.61","Yes"
"Primary","175030.48","Yes","404820.89","33333.49","No"
"Vocational","125082.09","No","423868.02","28924.50","No"
"College","62365.31","Yes","361709.18","19789.73","No"
"College","99470.88","No","169211.75","21370.24","Yes"
"College","148404.06","No","437373.54","14687.36","No"
"Primary","62353.22","Yes","244535.62","737.13","Yes"
"College","179874.11","No","352491.38","1807.96","Yes"
"Vocational","173827.06","No","239725.53","37753.90","Yes"
"College","109805.38","No","137176.94","33406.92","Yes"
"College","137577.58","Yes","262256.07","4588.35","Yes"
"Primary","153524.76","Yes","407370.07","24598.79","Yes"
"Primary","164639.10","No","246311.88","9218.17","Yes"
"College","122705.75","No","437741.00","17987.64","No"
"Vocational","86492.36","Yes","276963.13","21046.83","Yes"
"Vocational","53105.10","Yes","298754.82","34909.13","No"
"College","81268.44","No","410516.60","10348.13","Yes"
"College","181589.29","No","217859.31","29627.45","Yes"
"Primary","103067.35","Yes","424292.95","46084.43","No"
"College","146008.54","Yes","275452.57","40911.27","Yes"
"Vocational","100342.85","Yes","367130.78","20998.02","No"
"Primary","70960.76","Yes","403867.33","3212.81","No"
"College","106789.41","Yes","196996.55","32837.29","No"
"Primary","149412.94","Yes","34116.57","40810.45","No"
"Vocational","154477.86","No","215781.19","42429.60","Yes"
"Primary","129979.86","Yes","170746.28","47640.80","No"
"Vocational","181046.37","No","183428.47","11580.13","No"
"College","147560.48","Yes","279014.34","23398.61","No"
"College","73054.59","Yes","461827.65","3542.92","No"
"Vocational","97461.17","Yes","364843.86","34113.44","No"
"Vocational","170205.19","No","315680.21","32399.88","Yes"
"Vocational","70941.25","Yes","268515.29","19986.66","Yes"
"Primary","75084.17","Yes","214651.33","43125.30","No"
"Vocational","188004.76","Yes","333608.56","14431.92","No"
"College","92509.69","Yes","68289.21","16140.90","No"
"Vocational","177153.82","Yes","470953.58","10359.03","Yes"
"College","144617.21","Yes","252813.79","6293.03","Yes"
"Primary","134825.47","Yes","455792.48","767.96","Yes"
"Vocational","173059.59","Yes","121207.66","25481.67","Yes"
"Primary","81145.04","Yes","164481.55","48729.25","Yes"
"Primary","113836.17","Yes","176392.53","28656.08","No"
"Vocational","94099.13","Yes","441951.46","24093.95","Yes"
"Vocational","48827.57","Yes","489377.64","9729.14","Yes"
"Vocational","159730.03","No","251792.56","7349.65","No"
"Vocational","120553.49","No","351481.16","27402.41","No"
"Primary","79682.52","No","330304.98","4514.73","Yes"
"Primary","159381.21","Yes","229746.48","21478.14","Yes"
"Vocational","147261.16","No","210676.78","6913.60","No"
"Vocational","57509.90","No","138559.11","9616.44","Yes"
"Primary","83275.07","Yes","352916.31","7788.42","Yes"
"Primary","97326.66","Yes","171906.22","3747.36","No"
"College","101014.10","Yes","353852.53","19398.42","No"
"College","148894.07","No","366072.31","32666.01","No"
"Primary","42365.34","No","392681.59","32877.74","Yes"
"Vocational","144433.41","Yes","148457.91","33118.74","Yes"
"College","187414.45","Yes","65883.11","582.51","No"
"Vocational","57440.92","No","81084.21","41547.70","No"
"Primary","134287.56","Yes","371233.80","21352.63","No"
"College","111426.74","No","139759.78","32232.16","No"
"Primary","190675.21","No","210757.43","5221.21","Yes"
"Primary","155493.33","No","298133.15","35521.47","Yes"
"Vocational","40219.44","Yes","334694.47","25536.79","Yes"
"Vocational","99611.79","No","233129.21","20320.74","No"
"College","136907.54","Yes","148299.72","4969.07","No"
"College","87661.19","No","284869.00","17199.51","No"
"Vocational","190828.89","No","106202.93","14880.15","Yes"
"College","58422.98","No","175123.29","34262.70","Yes"
"Vocational","159018.73","No","437137.38","23174.67","No"
"College","74195.32","No","167881.13","13192.09","Yes"
"Primary","139020.72","No","445015.68","11663.05","Yes"
"College","54409.95","No","408172.83","33803.69","No"
"Primary","95595.13","Yes","471855.42","9203.05","No"
"Vocational","166167.94","Yes","199781.74","25268.68","No"
"College","41980.91","Yes","432589.08","4526.95","Yes"
"Vocational","40337.61","Yes","67669.14","38409.98","Yes"
"Vocational","73647.49","No","258382.91","44257.99","No"
"College","68254.73","No","218709.14","18973.33","No"
"College","126332.77","No","349748.02","25636.74","Yes"
"College","160521.97","Yes","368616.52","10077.15","Yes"
"College","198371.26","No","193063.55","27943.80","Yes"
"Primary","150770.70","No","91308.57","32048.90","No"
"Vocational","103582.78","Yes","352819.88","31871.81","Yes"
"Primary","65453.50","No","192947.04","36269.61","No"
"College","86145.79","Yes","439911.00","24630.59","No"
"Vocational","93181.92","No","423969.25","27127.25","No"
"Primary","87960.30","Yes","34402.59","45166.30","No"
"College","118209.29","No","211528.58","44364.94","No"
"College","75483.71","No","21430.57","3387.60","Yes"
"Vocational","137138.94","Yes","191.63","16490.28","Yes"
"College","197010.32","No","359624.17","26906.48","Yes"
"Vocational","112377.47","Yes","338171.91","23786.46","Yes"
"Vocational","94597.48","Yes","371451.50","1920.46","Yes"
"College","39523.70","No","73984.76","37065.82","Yes"
"Vocational","107920.05","No","37485.30","18348.64","Yes"
"College","129065.56","Yes","107510.75","1495.44","No"
"Primary","81936.98","Yes","380437.49","7992.26","Yes"
"Primary","182093.88","No","14565.35","12682.96","Yes"
"Primary","122386.73","Yes","169088.56","18234.20","No"
"College","112603.24","Yes","80887.66","43728.95","Yes"
"College","111655.41","Yes","475756.18","36622.37","Yes"
"Primary","107880.55","Yes","21032.30","41832.04","Yes"
"College","118790.00","Yes","267003.76","3292.08","Yes"
"College","134712.80","No","355388.76","4772.10","Yes"
"Primary","73324.01","Yes","358857.28","36058.66","No"
"Vocational","181248.71","Yes","176076.32","17496.32","No"
"Vocational","37931.32","Yes","446671.74","36307.21","No"
"College","36429.18","No","434859.10","12368.57","No"
"Primary","31430.34","No","251295.08","40719.62","Yes"
"Primary","176274.53","Yes","10498.23","15450.33","Yes"
"Vocational","95767.99","No","114374.11","30716.77","Yes"
"College","193818.72","No","40165.41","12474.49","Yes"
"College","194562.63","Yes","2274.83","40329.70","Yes"
"Vocational","50498.92","No","251929.63","15285.88","No"
"Primary","79990.11","No","306351.47","17462.39","Yes"
"Vocational","157115.07","No","125596.68","29648.87","Yes"
"Vocational","164058.02","Yes","389067.07","12393.39","No"
"College","84934.62","No","313977.05","19835.33","Yes"
"Vocational","87797.03","Yes","455338.44","24119.09","Yes"
"Primary","69909.22","Yes","249315.89","11420.84","Yes"
"Vocational","102099.46","Yes","376178.81","26783.39","Yes"
"College","68266.98","Yes","295452.31","5942.77","Yes"
"College","38848.53","No","296174.76","22751.49","Yes"
"Primary","114241.85","Yes","230821.60","6195.48","Yes"
"College","135392.06","No","275824.67","8320.69","Yes"
"Primary","98763.40","Yes","292673.54","5951.57","No"
"Vocational","79829.72","No","138368.02","26295.77","No"
"College","111170.08","No","240008.01","35208.83","No"
"Primary","199240.47","Yes","318712.65","4766.63","No"
"College","38545.21","No","136001.61","452.03","Yes"
"Primary","140156.35","No","168835.39","43555.66","No"
"Vocational","109642.95","No","480157.07","46636.61","No"
"College","119973.70","No","38003.97","42990.44","No"
"College","39562.77","Yes","424409.76","14932.86","Yes"
"College","40080.24","Yes","337813.45","5454.33","Yes"
"College","114739.94","Yes","314487.05","31766.61","Yes"
"College","181597.55","Yes","373392.62","23343.28","No"
"Vocational","131186.93","Yes","140159.08","35603.32","No"
"College","49320.30","Yes","453919.08","11446.91","No"
"College","94867.33","Yes","128339.95","2269.63","Yes"
"Primary","121730.49","No","287840.93","29391.57","Yes"
"Vocational","120597.26","No","211013.41","36946.95","Yes"
"Primary","170620.43","Yes","36915.92","41065.65","Yes"
"Vocational","58069.02","Yes","53037.51","47012.53","No"
"Primary","33093.43","Yes","186873.43","6551.37","No"
"Primary","103462.62","No","483401.93","35789.00","Yes"
"Vocational","151456.93","Yes","308714.31","32795.38","No"
"Primary","111634.39","No","234092.00","28991.91","No"
"College","78180.00","Yes","356715.33","8849.59","No"
"Vocational","110748.01","No","145920.05","41922.04","No"
"College","165685.79","No","212639.67","17150.66","Yes"
"Vocational","132182.67","Yes","324062.62","12370.12","Yes"
"Primary","119603.52","No","303026.93","12425.93","Yes"
"Vocational","117841.54","No","143853.70","35993.79","No"
"Primary","36808.34","Yes","136765.82","11414.66","No"
"Primary","99541.49","Yes","436379.22","35454.96","Yes"
"Primary","128775.24","Yes","414927.90","1786.46","No"
"Primary","156682.27","Yes","110085.08","26495.40","No"
"Primary","80618.47","Yes","246887.13","27646.83","No"
"Primary","61204.59","No","21601.16","39476.62","Yes"
"College","34438.58","No","378513.43","21006.04","No"
"Vocational","67725.54","No","225471.22","14307.99","No"
"Vocational","86520.89","Yes","339178.75","49550.61","Yes"
"Vocational","47745.79","No","415444.83","19938.35","No"
"College","124176.27","Yes","210734.22","19167.14","Yes"
"Primary","34108.87","Yes","346739.54","22984.93","No"
"Primary","52752.06","No","161847.43","13911.61","No"
"Vocational","71182.05","No","327630.38","31323.16","No"
"Primary","41022.20","Yes","90740.14","4343.56","No"
"Vocational","81352.73","No","214500.62","47032.38","No"
"Primary","56894.66","No","434508.60","21108.96","No"
"Primary","137894.57","Yes","400354.56","31006.76","No"
"Primary","52271.61","No","6344.92","14676.01","No"
"Primary","68990.08","No","64445.68","44797.31","Yes"
"College","68722.74","No","29415.15","23186.26","Yes"
"Primary","96674.52","Yes","333193.79","41123.15","No"
"Primary","117962.45","No","180379.32","32200.32","Yes"
"Vocational","51807.55","Yes","192387.27","31512.92","No"
"Primary","134858.03","No","53931.75","13076.96","Yes"
"Vocational","30731.54","Yes","179180.49","7930.06","No"
"Vocational","73440.03","Yes","337102.95","22640.75","No"
"College","124483.96","Yes","372609.01","1041.65","Yes"
"Primary","32221.98","Yes","322478.83","43618.15","Yes"
"Vocational","30999.86","Yes","334032.09","20902.40","No"
"College","150803.93","Yes","327621.07","40032.65","Yes"
"College","119189.24","Yes","375021.50","13145.79","Yes"
"College","124949.88","Yes","81187.43","8015.89","Yes"
"Primary","65131.52","Yes","426771.96","5701.22","No"
"Vocational","158525.02","Yes","111730.58","37710.48","Yes"
"Vocational","49653.91","Yes","150387.51","25433.49","Yes"
"College","144993.75","No","100646.18","48841.56","No"
"Primary","51467.32","No","73871.67","13592.41","Yes"
"College","174458.34","Yes","54192.03","27761.44","Yes"
"College","107576.59","Yes","274325.63","14464.37","No"
"Primary","39809.46","Yes","103948.23","39138.86","No"
"Primary","65996.06","No","274041.33","24998.74","No"
"College","59565.42","Yes","394365.79","17302.22","No"
"College","87895.46","Yes","157892.11","34701.50","No"
"Primary","49126.75","Yes","216115.46","5849.13","Yes"
"Vocational","133019.47","No","415531.82","36436.21","Yes"
"College","104795.46","No","478131.63","36700.53","No"
"Primary","31364.05","No","2868.66","12632.15","No"
"College","90811.43","No","299924.25","41545.82","Yes"
"Primary","32529.88","Yes","220346.08","44141.00","Yes"
"Vocational","117658.56","Yes","124621.66","46494.50","Yes"
"College","48110.19","No","253234.67","9731.89","Yes"
"Primary","101505.18","Yes","362163.25","48084.97","Yes"
"Vocational","105083.71","No","140161.40","46772.50","No"
"College","191315.32","Yes","497494.09","46867.09","No"
"Vocational","68864.38","Yes","436392.79","5126.50","No"
"Vocational","88151.09","Yes","31633.07","15823.46","Yes"
"Vocational","90536.20","Yes","1555.13","35788.35","No"
"College","158346.79","Yes","167730.15","3840.40","No"
"College","116547.45","Yes","436380.80","12959.90","No"
"Primary","156918.72","Yes","490582.03","28886.93","No"
"Vocational","134167.31","Yes","352498.26","18463.34","Yes"
"College","109458.66","No","437996.98","5393.64","No"
"Vocational","100314.90","No","407047.93","45604.74","No"
"College","145326.72","Yes","97057.42","13554.96","Yes"
"College","67950.31","No","47082.14","34746.18","No"
"College","184684.61","No","161561.48","43255.15","Yes"
"College","144264.98","No","258874.48","29560.81","Yes"
"College","80790.20","Yes","407121.38","27974.78","Yes"
"Primary","199020.73","Yes","109701.11","19475.23","Yes"
"Primary","171913.32","No","437667.51","19312.09","Yes"
"College","169374.20","Yes","22532.49","32510.01","No"
"Primary","138974.47","No","363133.45","4793.29","Yes"
"Vocational","149793.93","Yes","415261.62","24030.31","Yes"
"Primary","65143.97","No","455967.01","5298.39","Yes"
"Vocational","95753.27","No","495104.35","20942.86","No"
"Primary","86732.67","Yes","131977.06","24170.25","No"
"Vocational","145055.57","No","296702.63","29801.82","No"
"College","132423.35","Yes","340896.71","8630.84","Yes"
"College","157614.71","Yes","57318.00","14924.07","No"
"Vocational","153910.00","Yes","290104.84","18162.84","Yes"
"Primary","54726.40","Yes","372414.90","48523.06","No"
"Primary","71497.46","No","51972.45","45879.24","Yes"
"Vocational","66282.75","No","414910.72","41707.54","Yes"
"College","47864.95","Yes","318190.88","31713.20","Yes"
