Grade,Score,Dozing ,Texting,Asking
C,61.03,Never,Sometimes,Sometimes
F,9.33,Sometimes,Sometimes,Sometimes
B,83.85,Never,Sometimes,Never
A,93.62,Always,Always,Sometimes
A,96.05,Always,Always,Sometimes
F,35.15,Never,Sometimes,Never
F,24.33,Sometimes,Always,Never
F,38.86,Always,Sometimes,Always
C,79.87,Never,Never,Always
F,21.37,Sometimes,Never,Never
F,22.06,Sometimes,Never,Never
F,48.83,Never,Always,Never
F,44.87,Always,Sometimes,Sometimes
C,64,Sometimes,Sometimes,Never
F,45.08,Never,Sometimes,Never
F,9.36,Always,Sometimes,Always
A,94.65,Sometimes,Sometimes,Sometimes
F,36.23,Sometimes,Sometimes,Sometimes
B,87.6,Always,Never,Sometimes
B,81.97,Never,Always,Sometimes
F,24.97,Always,Never,Never
D,59.8,Always,Sometimes,Sometimes
B,79.37,Always,Always,Never
F,49.16,Always,Always,Never
A,92.68,Always,Always,Always
F,14.54,Never,Never,Sometimes
C,79.4,Sometimes,Never,Always
A,95.77,Never,Sometimes,Never
A,99.46,Never,Sometimes,Always
A,86.91,Always,Never,Always
F,44.89,Always,Always,Never
F,24.94,Sometimes,Sometimes,Sometimes
F,49.8,Always,Always,Always
A,96.16,Sometimes,Sometimes,Never
F,13.34,Sometimes,Sometimes,Always
F,15.72,Sometimes,Sometimes,Sometimes
F,40.72,Always,Never,Always
D,58.53,Sometimes,Always,Sometimes
F,40.05,Never,Always,Sometimes
F,27.76,Sometimes,Sometimes,Sometimes
D,50.2,Sometimes,Always,Always
F,7.49,Sometimes,Never,Sometimes
C,69.42,Always,Sometimes,Sometimes
C,70.83,Always,Always,Always
F,2.98,Sometimes,Always,Never
D,50.21,Always,Never,Never
F,2.02,Sometimes,Always,Always
F,39.06,Sometimes,Sometimes,Always
C,73.6,Always,Sometimes,Sometimes
F,23.65,Never,Always,Sometimes
F,9.15,Never,Always,Never
B,86.14,Never,Always,Sometimes
F,4.19,Never,Always,Never
A,97.85,Never,Sometimes,Always
C,63.82,Never,Always,Never
F,7.03,Never,Sometimes,Always
C,76.75,Never,Never,Never
B,84.02,Sometimes,Sometimes,Always
A,87.4,Sometimes,Sometimes,Always
D,73.6,Never,Never,Never
B,80.63,Never,Never,Never
B,84.1,Always,Always,Always
F,16.85,Sometimes,Never,Always
F,32.32,Never,Never,Sometimes
F,34.55,Always,Always,Always
C,75.02,Always,Sometimes,Never
F,19.97,Always,Always,Always
F,26.53,Never,Sometimes,Never
D,55.65,Sometimes,Sometimes,Always
F,34.51,Never,Never,Never
F,17.13,Never,Always,Always
C,66.74,Never,Always,Always
F,20.29,Always,Never,Never
F,33.61,Always,Always,Never
F,24.67,Always,Never,Always
C,79.14,Never,Never,Never
F,46.22,Never,Always,Sometimes
F,33.74,Always,Never,Sometimes
C,69.77,Never,Sometimes,Always
F,8.55,Always,Sometimes,Never
C,68.54,Always,Sometimes,Never
A,97.16,Always,Never,Never
C,67.52,Sometimes,Sometimes,Never
F,31.52,Never,Sometimes,Never
C,64.91,Sometimes,Sometimes,Sometimes
F,47.29,Sometimes,Never,Sometimes
C,76.29,Always,Never,Never
F,38.84,Sometimes,Always,Always
F,46.56,Never,Sometimes,Always
A,96.41,Never,Always,Never
F,44.34,Never,Sometimes,Never
B,82.17,Never,Never,Never
C,70.94,Sometimes,Sometimes,Never
F,2.02,Never,Always,Never
C,60.13,Always,Never,Never
D,76.87,Always,Always,Always
D,52.34,Never,Never,Never
F,19.18,Always,Never,Always
F,4.24,Always,Always,Sometimes
A,98.47,Always,Never,Never
F,24.13,Always,Always,Sometimes
F,4.25,Never,Always,Sometimes
F,27.27,Never,Always,Sometimes
D,53.35,Never,Always,Always
F,3.82,Never,Sometimes,Never
F,36.65,Always,Never,Always
F,33.98,Always,Always,Always
F,38.74,Sometimes,Always,Never
F,11.72,Always,Always,Never
F,36.15,Never,Always,Sometimes
D,56.85,Never,Sometimes,Never
B,84.13,Always,Always,Sometimes
A,99.63,Never,Always,Sometimes
F,6.89,Sometimes,Always,Always
C,71.48,Never,Sometimes,Never
C,69.17,Never,Always,Always
F,27.67,Always,Always,Always
F,42.75,Sometimes,Never,Never
D,59.29,Never,Always,Never
F,8.54,Sometimes,Sometimes,Sometimes
A,92.84,Never,Sometimes,Never
F,41.25,Never,Sometimes,Sometimes
F,29.26,Never,Always,Sometimes
C,74.07,Sometimes,Never,Sometimes
D,57.65,Never,Sometimes,Never
F,34.51,Always,Sometimes,Always
F,28.04,Never,Never,Never
D,63.4,Never,Always,Always
F,25.7,Never,Always,Sometimes
F,25.35,Sometimes,Never,Sometimes
F,27.92,Always,Never,Always
B,80.44,Never,Never,Sometimes
F,14.16,Never,Always,Never
F,12.14,Sometimes,Never,Always
F,20.93,Never,Never,Never
F,17.08,Always,Never,Sometimes
F,2.05,Always,Sometimes,Always
A,96.13,Always,Always,Never
C,77.94,Always,Sometimes,Always
D,63.01,Never,Never,Always
A,89.03,Never,Always,Always
F,26.49,Never,Always,Always
C,72.98,Sometimes,Never,Sometimes
F,33.89,Always,Always,Always
C,66.51,Always,Sometimes,Sometimes
F,33.7,Always,Never,Always
F,46.48,Sometimes,Sometimes,Never
F,9.31,Never,Always,Never
F,34.74,Always,Sometimes,Never
F,34.9,Sometimes,Always,Always
D,54.88,Never,Always,Never
D,54.88,Sometimes,Never,Sometimes
C,75.79,Always,Sometimes,Always
C,75.08,Always,Always,Always
F,30.98,Never,Always,Never
C,75.02,Sometimes,Always,Always
D,55.01,Always,Always,Sometimes
A,97.2,Sometimes,Sometimes,Always
C,68.29,Always,Sometimes,Never
C,65.27,Sometimes,Always,Always
F,36.43,Never,Always,Always
A,90.29,Sometimes,Never,Never
A,98.43,Always,Sometimes,Sometimes
F,21.25,Always,Always,Sometimes
F,2.47,Always,Sometimes,Never
F,49.78,Never,Never,Always
D,55.14,Never,Always,Never
F,38.69,Sometimes,Never,Never
F,19.28,Always,Always,Always
F,2.9,Sometimes,Never,Sometimes
F,23.54,Always,Always,Never
B,89.98,Never,Sometimes,Sometimes
F,1.4,Always,Always,Never
F,29.13,Always,Always,Sometimes
F,18.45,Never,Never,Never
B,84.86,Never,Sometimes,Sometimes
B,86.73,Never,Always,Sometimes
C,77.17,Never,Sometimes,Never
C,62.61,Never,Never,Sometimes
F,16.18,Never,Never,Never
A,94.63,Always,Always,Always
F,3.71,Always,Always,Never
C,74.99,Sometimes,Sometimes,Always
C,74.17,Sometimes,Always,Always
A,94.45,Always,Sometimes,Never
A,94.58,Never,Never,Never
D,50.53,Never,Always,Always
D,53.48,Never,Always,Sometimes
A,95.9,Sometimes,Sometimes,Always
D,52.67,Sometimes,Never,Always
F,2.02,Never,Always,Sometimes
D,60.36,Sometimes,Sometimes,Always
D,54.91,Always,Always,Never
D,64.59,Always,Always,Always
A,91.34,Never,Sometimes,Never
A,93.91,Never,Always,Sometimes
C,68.41,Always,Always,Always
A,85.65,Never,Always,Always
F,37.7,Always,Always,Never
F,15.63,Never,Always,Always
D,52.99,Never,Always,Never
D,53.58,Always,Sometimes,Sometimes
A,89.68,Always,Never,Always
F,31.89,Sometimes,Never,Never
A,97.32,Sometimes,Sometimes,Never
F,8.49,Always,Never,Always
F,29.72,Sometimes,Always,Sometimes
F,37.15,Always,Never,Never
F,10.88,Sometimes,Never,Always
D,62.09,Never,Sometimes,Always
D,53.28,Never,Always,Never
F,19.95,Never,Sometimes,Never
F,48.66,Never,Sometimes,Sometimes
C,70.44,Sometimes,Sometimes,Never
C,71.38,Sometimes,Always,Never
F,47.53,Always,Always,Sometimes
F,19.14,Never,Never,Always
F,23.17,Always,Sometimes,Never
C,65.35,Never,Never,Always
A,96.89,Never,Never,Sometimes
F,3.73,Never,Never,Always
F,16.34,Never,Always,Sometimes
A,93.78,Sometimes,Sometimes,Always
C,79.6,Sometimes,Always,Never
C,72.05,Never,Never,Never
F,37.3,Sometimes,Never,Always
F,41.92,Always,Sometimes,Always
F,33.37,Always,Sometimes,Sometimes
D,54.5,Never,Always,Always
F,26.57,Sometimes,Never,Never
D,59.89,Never,Never,Always
F,10.6,Sometimes,Sometimes,Never
D,59.93,Always,Always,Sometimes
C,74.23,Always,Never,Sometimes
D,64.58,Sometimes,Never,Always
F,48.93,Sometimes,Never,Never
D,60.65,Sometimes,Sometimes,Always
D,60.6,Sometimes,Always,Always
F,49.24,Sometimes,Sometimes,Never
A,94.27,Never,Sometimes,Sometimes
F,19.3,Never,Always,Sometimes
A,95.68,Always,Always,Sometimes
F,15.82,Always,Always,Never
F,1.5,Always,Sometimes,Sometimes
F,26.5,Sometimes,Never,Never
C,64.88,Sometimes,Sometimes,Never
C,78.18,Sometimes,Sometimes,Sometimes
F,15.72,Never,Never,Never
F,20.37,Never,Sometimes,Never
C,71.56,Sometimes,Always,Never
F,37,Never,Always,Always
F,47.75,Sometimes,Never,Never
B,84.21,Never,Never,Sometimes
D,53.46,Never,Always,Always
C,79.2,Never,Always,Sometimes
F,47.04,Always,Always,Always
A,92.35,Never,Never,Never
F,38.94,Never,Always,Never
B,84.27,Always,Sometimes,Always
A,90.75,Never,Always,Sometimes
F,28.52,Always,Sometimes,Never
C,71.54,Always,Sometimes,Sometimes
D,62.52,Sometimes,Always,Always
F,48.53,Sometimes,Always,Never
D,52.44,Sometimes,Sometimes,Never
D,51.59,Never,Always,Never
A,88.78,Always,Never,Always
A,89.03,Always,Sometimes,Always
F,49.81,Always,Always,Never
B,88.48,Never,Sometimes,Never
C,70.44,Always,Sometimes,Sometimes
F,23.27,Never,Sometimes,Sometimes
F,8.9,Sometimes,Never,Always
B,88.95,Sometimes,Always,Sometimes
F,36.32,Never,Never,Always
F,12.9,Sometimes,Always,Always
D,59.67,Sometimes,Never,Never
A,92.12,Never,Never,Never
F,49.74,Never,Sometimes,Always
F,39.72,Always,Always,Never
B,84.19,Never,Sometimes,Sometimes
C,66.17,Sometimes,Never,Never
F,34.16,Always,Sometimes,Always
F,15.05,Never,Always,Never
C,72.35,Never,Never,Sometimes
D,54.67,Never,Never,Sometimes
F,25.03,Sometimes,Sometimes,Always
F,41.66,Never,Always,Always
F,42.75,Sometimes,Never,Never
F,7.44,Never,Never,Always
F,32.16,Sometimes,Always,Sometimes
F,16.33,Always,Sometimes,Always
F,27.93,Sometimes,Sometimes,Always
C,72.44,Never,Never,Never
F,37.48,Always,Always,Sometimes
C,76.88,Sometimes,Always,Sometimes
F,41.54,Sometimes,Sometimes,Never
C,64.7,Always,Always,Never
F,49.59,Always,Always,Sometimes
F,23.72,Always,Never,Sometimes
F,27.98,Never,Never,Always
D,54.09,Always,Sometimes,Sometimes
F,49.43,Always,Never,Never
F,38.58,Sometimes,Always,Sometimes
F,26.2,Never,Always,Always
F,40.06,Always,Never,Never
A,97.61,Sometimes,Sometimes,Always
F,38.14,Sometimes,Sometimes,Never
F,28.9,Never,Never,Never
F,21.76,Sometimes,Always,Always
C,70.03,Never,Sometimes,Never
C,77.63,Sometimes,Always,Sometimes
F,9.16,Never,Never,Always
B,81.88,Sometimes,Sometimes,Sometimes
F,27.65,Sometimes,Always,Sometimes
A,95.91,Never,Always,Never
F,11.45,Always,Sometimes,Sometimes
A,95.83,Always,Sometimes,Sometimes
F,20.66,Never,Sometimes,Never
D,56.96,Always,Always,Sometimes
F,40.77,Sometimes,Always,Always
D,51.45,Always,Never,Sometimes
C,62.09,Never,Sometimes,Sometimes
D,56.85,Sometimes,Never,Never
F,33.86,Always,Always,Always
F,11.94,Never,Always,Always
F,18.86,Always,Always,Never
C,62.62,Always,Always,Never
A,98.18,Sometimes,Never,Always
C,73.9,Always,Sometimes,Never
F,5.35,Sometimes,Never,Always
D,54.3,Sometimes,Sometimes,Sometimes
C,67.21,Never,Never,Sometimes
F,41.88,Never,Sometimes,Never
F,18.55,Sometimes,Always,Never
C,78.05,Sometimes,Always,Sometimes
A,92.73,Sometimes,Always,Always
A,97.76,Never,Always,Always
C,79.59,Always,Never,Always
D,52.31,Always,Sometimes,Sometimes
F,2.58,Never,Never,Sometimes
F,38.85,Sometimes,Sometimes,Never
C,76.21,Sometimes,Always,Always
D,52.02,Never,Sometimes,Never
C,79.83,Never,Never,Sometimes
D,57.21,Never,Never,Never
B,82.02,Sometimes,Sometimes,Sometimes
F,30.21,Sometimes,Never,Always
F,5.89,Sometimes,Always,Always
D,59.2,Always,Always,Sometimes
B,89.36,Never,Never,Sometimes
F,24.7,Sometimes,Sometimes,Always
F,10.78,Always,Never,Sometimes
B,82.84,Sometimes,Sometimes,Never
F,15.57,Sometimes,Always,Sometimes
C,67.38,Always,Sometimes,Sometimes
A,97.46,Always,Always,Never
F,26.21,Never,Always,Sometimes
F,29.32,Never,Sometimes,Sometimes
D,50.38,Never,Never,Sometimes
A,99.25,Sometimes,Sometimes,Sometimes
D,54.7,Always,Never,Always
C,72.79,Never,Sometimes,Never
C,63.62,Sometimes,Sometimes,Never
D,52.39,Never,Always,Never
C,77.95,Always,Sometimes,Sometimes
F,31.49,Never,Always,Sometimes
D,61.65,Never,Always,Always
C,68.37,Never,Sometimes,Sometimes
A,92.2,Always,Sometimes,Never
F,47.51,Never,Sometimes,Always
F,39.19,Sometimes,Never,Always
F,48.04,Never,Sometimes,Always
F,20.83,Sometimes,Always,Sometimes
F,35.45,Sometimes,Never,Always
F,46.27,Never,Sometimes,Never
F,18.77,Never,Always,Sometimes
A,90.53,Always,Sometimes,Sometimes
A,90.31,Never,Always,Never
A,94.42,Sometimes,Never,Never
F,45.45,Always,Never,Never
F,32.4,Never,Sometimes,Sometimes
F,42.3,Never,Sometimes,Always
A,97.61,Sometimes,Sometimes,Sometimes
F,39.79,Sometimes,Sometimes,Always
F,9,Sometimes,Sometimes,Always
F,18.82,Always,Never,Always
A,94.82,Always,Never,Always
F,45.6,Never,Sometimes,Never
B,87.76,Always,Always,Sometimes
F,49.96,Sometimes,Always,Sometimes
F,10.41,Never,Never,Always
D,56.07,Sometimes,Sometimes,Never
F,21.89,Never,Always,Sometimes
A,94.52,Always,Sometimes,Sometimes
B,88.71,Sometimes,Never,Never
C,74.32,Always,Never,Sometimes
C,72.79,Sometimes,Never,Always
C,72.97,Sometimes,Sometimes,Always
C,69.39,Never,Always,Sometimes
D,59.13,Always,Always,Never
F,22.66,Sometimes,Sometimes,Sometimes
F,25.04,Always,Never,Sometimes
F,34.67,Always,Never,Sometimes
F,1.93,Sometimes,Sometimes,Sometimes
F,42.4,Always,Sometimes,Never
C,69.71,Sometimes,Always,Sometimes
F,46.92,Always,Never,Sometimes
F,29.51,Always,Always,Never
F,22.09,Sometimes,Always,Sometimes
F,47.04,Sometimes,Always,Sometimes
C,67.68,Always,Sometimes,Always
F,26.51,Sometimes,Never,Never
A,99.55,Sometimes,Never,Sometimes
C,76.03,Sometimes,Never,Sometimes
C,76.02,Always,Always,Always
F,10.48,Sometimes,Sometimes,Never
B,83.08,Sometimes,Always,Never
A,91.49,Never,Never,Sometimes
C,71.5,Always,Always,Always
C,64.29,Always,Always,Never
C,77.25,Never,Never,Always
B,80.99,Sometimes,Always,Never
F,6.83,Always,Never,Always
F,12.01,Always,Never,Always
A,99.18,Never,Sometimes,Always
F,11.6,Sometimes,Sometimes,Always
A,86.73,Sometimes,Sometimes,Always
A,96.98,Never,Never,Always
F,15.98,Never,Sometimes,Sometimes
F,37.41,Never,Always,Never
F,46.97,Sometimes,Sometimes,Sometimes
F,43.55,Never,Sometimes,Always
D,63.81,Sometimes,Sometimes,Always
F,17.74,Never,Always,Sometimes
B,83.6,Sometimes,Never,Always
F,46.42,Sometimes,Always,Sometimes
B,83.29,Never,Always,Never
C,78.74,Sometimes,Always,Never
F,49.11,Sometimes,Always,Sometimes
F,10.23,Sometimes,Always,Sometimes
F,3.51,Always,Never,Sometimes
A,94.38,Never,Always,Always
F,6.09,Always,Always,Always
A,94.85,Always,Sometimes,Always
F,12.14,Always,Sometimes,Always
C,69.5,Always,Never,Always
D,56.88,Sometimes,Never,Always
F,22.62,Always,Sometimes,Never
F,43,Never,Sometimes,Sometimes
F,34.19,Always,Sometimes,Sometimes
F,6,Sometimes,Sometimes,Always
A,90.31,Sometimes,Never,Never
C,67.56,Always,Always,Sometimes
A,87.22,Never,Never,Always
C,69.54,Always,Always,Always
F,12.46,Always,Sometimes,Never
F,49.01,Always,Sometimes,Never
F,26.71,Sometimes,Never,Never
A,95.02,Sometimes,Always,Sometimes
F,21.33,Always,Never,Always
A,85.43,Always,Sometimes,Always
A,95.62,Always,Never,Always
D,50.62,Sometimes,Always,Never
D,55.56,Never,Sometimes,Sometimes
F,29.11,Always,Sometimes,Never
F,45.07,Always,Sometimes,Never
A,86.84,Sometimes,Sometimes,Always
F,33.87,Never,Never,Sometimes
F,38.76,Never,Never,Sometimes
F,48.18,Always,Sometimes,Never
F,6.16,Always,Sometimes,Always
A,99.23,Sometimes,Always,Always
F,15.24,Sometimes,Never,Sometimes
F,38.09,Never,Always,Always
A,91.69,Always,Always,Never
F,28.34,Always,Always,Always
C,61.28,Always,Never,Sometimes
F,17.11,Always,Never,Sometimes
F,47.47,Always,Always,Sometimes
F,6.94,Never,Never,Always
F,1.32,Always,Never,Always
A,87.89,Never,Never,Always
F,16.68,Sometimes,Always,Always
D,58.51,Never,Always,Always
A,98.39,Always,Always,Never
B,81.97,Sometimes,Always,Sometimes
D,60,Never,Sometimes,Never
C,69.95,Sometimes,Sometimes,Never
F,22.5,Never,Always,Always
A,90.09,Sometimes,Always,Always
F,8.66,Never,Sometimes,Sometimes
F,28.71,Never,Always,Sometimes
A,92.77,Sometimes,Never,Never
F,2.9,Sometimes,Never,Sometimes
F,28.72,Always,Always,Always
C,74.06,Always,Always,Sometimes
D,55.42,Sometimes,Always,Sometimes
F,4.47,Sometimes,Sometimes,Sometimes
F,24.73,Never,Sometimes,Never
D,55.86,Always,Sometimes,Always
A,98.21,Never,Always,Always
D,59.55,Always,Always,Never
C,62.07,Never,Always,Sometimes
F,34.72,Always,Sometimes,Never
A,96.17,Sometimes,Always,Always
C,64.45,Never,Always,Sometimes
D,56.6,Always,Always,Sometimes
F,9.89,Always,Always,Never
F,37.14,Never,Sometimes,Sometimes
F,37.92,Never,Always,Never
C,66.72,Sometimes,Sometimes,Sometimes
F,0.79,Sometimes,Never,Always
D,54.08,Never,Never,Sometimes
D,58.15,Never,Never,Sometimes
A,93.59,Sometimes,Never,Never
F,13.38,Never,Always,Always
C,79.97,Always,Never,Always
F,34.75,Sometimes,Sometimes,Never
A,86.95,Always,Always,Always
F,9.3,Always,Never,Sometimes
B,88.3,Never,Sometimes,Sometimes
C,73.29,Sometimes,Never,Sometimes
C,74.5,Never,Sometimes,Always
F,23.61,Never,Always,Sometimes
F,46.82,Never,Sometimes,Never
C,65.21,Sometimes,Always,Always
A,86.88,Always,Always,Always
D,61.3,Always,Sometimes,Always
C,72.65,Always,Never,Always
F,2.53,Sometimes,Sometimes,Never
F,45.76,Never,Sometimes,Always
F,15.43,Sometimes,Sometimes,Sometimes
C,67.55,Always,Never,Sometimes
A,86.33,Sometimes,Always,Always
F,29.46,Never,Sometimes,Sometimes
F,46.54,Always,Sometimes,Sometimes
C,71.91,Always,Always,Always
D,54.88,Always,Always,Sometimes
F,46.43,Always,Never,Always
B,88.6,Never,Always,Never
F,18.93,Sometimes,Never,Sometimes
F,8.99,Sometimes,Sometimes,Sometimes
F,41.82,Always,Sometimes,Always
F,0.19,Never,Sometimes,Sometimes
D,53.51,Sometimes,Sometimes,Sometimes
F,23.92,Never,Always,Always
F,2.65,Always,Sometimes,Sometimes
A,96.61,Never,Sometimes,Never
A,99.89,Sometimes,Never,Never
D,61.27,Always,Always,Always
B,87.78,Never,Sometimes,Sometimes
F,2.45,Sometimes,Sometimes,Sometimes
C,65.62,Never,Always,Always
B,86.78,Never,Never,Sometimes
F,8.35,Sometimes,Always,Never
F,21.02,Sometimes,Always,Always
B,87.1,Never,Sometimes,Sometimes
D,53.92,Sometimes,Sometimes,Never
F,20.08,Never,Never,Never
D,58.32,Never,Never,Always
D,64.21,Never,Never,Always
F,11.12,Never,Never,Never
C,74.11,Never,Never,Never
F,9.49,Always,Never,Always
C,66.35,Always,Never,Always
D,55.68,Sometimes,Always,Always
C,75.71,Never,Always,Sometimes
F,44.72,Never,Always,Sometimes
B,85.56,Sometimes,Always,Never
D,63.99,Sometimes,Sometimes,Always
A,96.2,Never,Always,Always
F,12.99,Never,Never,Always
F,13.57,Always,Never,Always
F,38.37,Never,Never,Never
D,57.95,Never,Never,Never
A,93.16,Never,Sometimes,Never
C,71.7,Never,Always,Always
F,42.95,Never,Always,Sometimes
F,42.47,Sometimes,Never,Sometimes
D,58.33,Never,Sometimes,Sometimes
F,39.37,Always,Sometimes,Always
C,72.39,Sometimes,Never,Sometimes
F,8.07,Sometimes,Always,Never
F,9.15,Sometimes,Always,Never
F,49.19,Never,Never,Sometimes
F,14.46,Always,Never,Never
F,24.52,Sometimes,Never,Always
C,74.02,Sometimes,Always,Sometimes
A,88.88,Sometimes,Sometimes,Always
A,91.43,Always,Never,Always
F,43.75,Never,Never,Always
F,35.38,Always,Sometimes,Sometimes
C,73.29,Sometimes,Always,Always
F,46.32,Never,Sometimes,Sometimes
F,0.11,Sometimes,Sometimes,Never
A,97.84,Sometimes,Never,Never
D,57.75,Never,Always,Sometimes
F,44.25,Never,Sometimes,Sometimes
B,80.21,Always,Sometimes,Never
F,16.55,Sometimes,Never,Never
F,36.83,Sometimes,Always,Always
C,70.56,Always,Never,Sometimes
C,70.21,Always,Sometimes,Always
C,76.47,Always,Always,Sometimes
F,6.59,Never,Sometimes,Always
F,26.17,Sometimes,Sometimes,Never
B,87.06,Always,Always,Never
F,1.29,Always,Never,Never
F,13.1,Sometimes,Always,Sometimes
B,88.33,Never,Sometimes,Never
D,53.08,Always,Never,Sometimes
C,77.54,Always,Sometimes,Sometimes
C,65.2,Sometimes,Always,Always
F,23.54,Always,Sometimes,Never
F,6.78,Sometimes,Sometimes,Sometimes
C,64.84,Sometimes,Sometimes,Sometimes
F,19.03,Never,Always,Sometimes
C,74.12,Never,Sometimes,Never
B,82.35,Always,Never,Never
F,5.07,Sometimes,Sometimes,Sometimes
C,71.24,Never,Always,Never
F,20.84,Always,Always,Sometimes
F,21.14,Always,Never,Always
F,7.31,Always,Sometimes,Never
D,59.98,Sometimes,Always,Never
C,61.7,Sometimes,Always,Sometimes
F,46.58,Sometimes,Never,Sometimes
C,70.4,Sometimes,Never,Never
B,80.34,Never,Always,Never
F,34.37,Sometimes,Always,Always
B,86.38,Sometimes,Always,Sometimes
C,79.08,Never,Never,Always
F,37.78,Sometimes,Sometimes,Never
C,62.33,Sometimes,Never,Sometimes
F,34.09,Sometimes,Always,Always
A,95.17,Sometimes,Never,Always
